bucket,total,--,AE,AF,AM,AR,AT,AU,AZ,BA,BD,BE,BF,BG,BO,BR,BW,BY,CA,CH,CI,CL,CN,CO,CR,CV,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GL,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MD,ME,MG,MK,MM,MN,MO,MU,MW,MX,MY,NA,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,QA,RO,RS,RU,RW,SA,SC,SD,SE,SG,SK,SY,TG,TH,TM,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VI,VN,ZA,ZM,ZW
2023-07-17T22,159,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,15,0,0,0,0,9,0,0,0,0,0,1,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,55,0,0,0,0,0,0,0,0
2023-07-17T23,107,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,3,0,0,0,0,8,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,1,0,0,2,0,38,0,0,0,0,0,0,0,0
2023-07-18T00,156,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,9,0,0,0,0,15,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,1,1,0,0,76,0,0,0,0,3,0,0,0
2023-07-18T01,147,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,1,0,0,1,0,0,92,0,0,0,0,1,0,0,0
2023-07-18T02,143,3,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,8,0,0,0,3,0,0,1,0,0,2,0,65,1,0,0,0,0,0,0,0
2023-07-18T03,175,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,0,0,0,0,23,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,1,0,0,0,0,89,0,0,0,0,0,0,0,0
2023-07-18T04,134,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0,69,0,0,0,0,0,0,0,0
2023-07-18T05,117,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,0,1,0,59,0,0,0,0,0,0,0,0
2023-07-18T06,111,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,2,0,0,0,2,0,2,0,54,0,0,0,0,0,0,0,0
2023-07-18T07,77,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,1,0,34,0,0,0,0,0,0,0,0
2023-07-18T08,90,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,1,0,1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,34,0,0,0,0,0,0,0,0
2023-07-18T09,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,2,0,1,0,10,0,0,0,0,0,0,0,0
2023-07-18T10,146,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,20,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,16,0,0,0,3,0,0,0,5,0,0,0,52,0,0,0,0,0,0,0,0
2023-07-18T11,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19,0,0,0,0,6,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8,0,0,0,2,0,0,1,6,0,2,0,60,0,0,0,0,0,0,0,0
2023-07-18T12,92,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,15,0,0,0,0,5,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,5,0,0,0,5,0,1,0,21,0,0,0,0,0,0,0,0
2023-07-18T13,151,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,1,0,0,0,25,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,3,5,0,0,0,5,0,0,0,7,0,1,0,40,0,0,0,0,0,1,0,0
2023-07-18T14,184,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,25,1,0,0,0,13,0,0,0,0,0,0,0,0,7,3,0,0,0,2,0,5,0,0,0,0,8,0,3,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,3,5,0,0,0,10,0,0,1,4,0,0,0,63,0,0,0,0,0,1,0,0
2023-07-18T15,216,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,16,0,0,0,0,18,0,0,0,0,0,3,0,0,7,3,0,0,0,3,0,8,0,0,0,0,7,0,1,0,0,7,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,4,6,0,0,0,14,0,0,0,4,0,0,0,80,1,0,0,0,0,0,0,0
2023-07-18T16,258,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,9,0,0,0,0,32,0,0,0,0,0,5,0,0,11,6,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,12,0,10,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,2,7,0,0,0,10,0,0,2,1,0,2,0,115,1,0,0,0,0,0,0,0
2023-07-18T17,168,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,1,0,0,4,0,0,0,0,31,0,0,0,1,0,1,0,0,6,11,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,12,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,11,0,0,0,1,0,0,0,39,0,0,0,0,0,0,0,0
2023-07-18T18,188,3,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,8,2,0,0,4,0,0,0,0,35,0,0,0,0,0,1,0,0,9,12,0,0,0,0,0,6,0,1,0,1,2,0,0,0,0,7,0,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,6,0,0,0,7,0,0,1,3,0,0,0,39,0,0,0,0,0,1,0,0
2023-07-18T19,170,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,3,0,0,0,0,33,0,0,0,0,0,1,0,0,13,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,1,0,0,2,0,2,0,0,0,0,0,8,0,0,0,6,0,0,0,1,0,1,0,33,0,0,0,0,0,1,0,0
2023-07-18T20,222,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,4,0,0,6,0,0,0,0,21,0,0,0,0,0,3,0,0,10,9,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,16,0,11,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,1,18,0,0,0,5,0,0,0,3,0,0,0,72,0,0,0,0,0,0,0,0
2023-07-18T21,160,2,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,1,0,0,6,0,0,0,0,12,0,0,0,0,0,1,0,0,6,8,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,11,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,1,12,0,0,0,4,0,0,0,3,0,1,1,51,0,0,0,0,0,0,0,0
2023-07-18T22,142,2,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,4,1,0,0,15,0,0,0,0,7,0,0,0,0,0,2,0,0,1,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,1,0,0,0
2023-07-18T23,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,16,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,5,0,0,0,1,0,1,0,34,0,0,0,0,1,0,0,0
2023-07-19T00,185,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,1,14,0,0,0,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,0,91,0,0,0,0,1,0,0,0
2023-07-19T01,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,1,2,0,0,0,39,0,0,0,0,0,0,0,0
2023-07-19T02,98,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,1,0,1,16,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,1,1,0,1,0,39,0,0,0,0,0,0,0,0
2023-07-19T03,80,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,2,0,0,1,3,0,1,0,19,0,0,0,0,0,0,0,0
2023-07-19T04,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,23,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,1,0,0,1,1,0,1,0,66,0,0,0,0,1,0,0,0
2023-07-19T05,108,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,20,0,0,0,0,9,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,8,0,1,0,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,28,0,0,0,0,0,0,0,0
2023-07-19T06,129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,18,1,0,0,0,25,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,3,0,45,0,0,0,0,0,0,0,0
2023-07-19T07,81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,16,1,0,0,0,6,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,35,0,0,0,0,0,0,0,0
2023-07-19T08,105,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,6,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
2023-07-19T09,87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,8,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,5,0,0,1,2,0,1,0,21,0,0,0,0,0,0,0,0
2023-07-19T10,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,10,0,0,0,0,6,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,2,0,0,0,41,0,0,0,0,0,0,0,0
2023-07-19T11,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0,0,0,0,5,1,0,0,0,0,2,0,1,2,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,2,0,0,0,2,0,2,0,57,0,1,0,0,0,0,0,0
2023-07-19T12,122,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,21,0,1,0,0,0,1,0,2,3,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,16,0,0,0,6,0,0,0,3,0,0,0,29,0,1,0,0,0,1,0,0
2023-07-19T13,104,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,16,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,14,0,0,0,4,0,2,0,24,0,0,0,0,1,0,0,0
2023-07-19T14,138,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,24,0,0,0,0,1,1,0,2,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,13,0,0,0,2,0,0,0,49,0,0,0,0,0,0,0,0
2023-07-19T15,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,18,0,0,0,2,0,2,0,1,3,5,0,0,0,0,0,5,0,0,0,0,13,0,1,0,0,12,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,14,0,0,0,9,0,0,0,6,0,1,0,34,0,0,0,0,0,0,0,0
2023-07-19T16,194,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,25,0,0,0,1,0,3,0,2,4,4,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,7,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,8,0,0,1,7,0,0,0,5,0,1,0,88,0,0,0,0,0,0,0,0
2023-07-19T17,119,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,23,0,0,0,0,0,3,0,1,5,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,2,6,0,0,0,1,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0
2023-07-19T18,164,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,7,2,0,0,4,0,0,0,0,37,1,0,0,0,0,2,0,0,15,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,3,7,0,0,0,2,0,0,0,1,0,1,0,21,0,0,0,0,0,1,1,0
2023-07-19T19,175,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,5,0,0,0,0,39,1,0,0,0,0,2,0,0,14,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,3,8,0,0,0,3,0,0,0,1,0,0,0,36,0,0,0,0,1,0,1,0
2023-07-19T20,181,1,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,8,0,0,0,0,22,0,0,0,1,0,0,0,0,9,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,15,0,0,0,2,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,0
2023-07-19T21,138,1,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,3,0,0,1,4,0,0,0,0,11,0,0,0,0,0,1,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,9,0,0,0,0,0,1,0,0,0,1,0,54,0,0,0,0,0,0,0,0
2023-07-19T22,194,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,17,0,0,0,0,8,0,0,0,0,0,1,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,10,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,1,2,0,1,0,107,0,0,0,0,0,0,0,0
2023-07-19T23,159,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,0,0,0,19,0,0,0,0,9,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,0,1,0,77,0,0,0,0,0,0,0,0
2023-07-20T00,118,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,19,0,0,0,0,9,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0
2023-07-20T01,121,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,2,16,2,0,0,0,5,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,39,0,0,0,0,1,0,0,0
2023-07-20T02,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,16,1,0,0,0,4,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,10,0,0,0,1,0,0,2,2,0,1,0,38,0,0,0,0,0,0,0,0
