bucket,total,--,AE,AL,AR,AT,AU,AZ,BA,BD,BE,BG,BJ,BO,BR,BY,CA,CH,CL,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,MO,MR,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,SN,TH,TM,TN,TR,TW,UA,UG,US,UY,VE,VN,ZA,ZM,ZW
2023-05-30T09,95,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,12,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,1,2,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,2,0,0,0,2,0,0,25,0,0,1,0,1,0
2023-05-30T10,78,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,17,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,2,0,0,0,2,1,0,20,0,0,0,0,0,0
2023-05-30T11,104,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,20,1,0,0,0,11,0,0,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,1,0,0,0,7,0,0,0,0,5,0,0,2,0,0,0,10,0,0,15,0,0,0,0,0,0
2023-05-30T12,122,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,21,1,0,0,0,16,0,1,0,0,0,0,0,0,1,4,4,0,0,6,0,0,0,0,0,2,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,7,0,0,5,0,0,0,7,1,0,9,0,0,0,0,0,0
2023-05-30T13,110,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,19,1,0,0,0,7,0,0,0,0,0,0,1,0,0,6,4,0,0,5,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,8,0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,0,0,8,0,0,11,0,0,1,2,0,0,10,0,0,0,0,0,0
2023-05-30T14,119,3,0,0,0,0,1,0,0,0,0,1,0,0,3,0,2,0,1,16,1,0,0,0,12,0,0,0,0,0,0,3,0,2,4,5,0,0,2,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,8,0,0,13,0,0,0,4,0,0,15,0,0,0,0,0,0
2023-05-30T15,130,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,1,18,1,0,0,0,15,0,0,0,0,0,0,3,0,0,12,5,0,0,1,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,6,1,0,15,0,0,1,5,0,0,11,0,0,0,0,0,0
2023-05-30T16,147,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,7,2,0,0,0,22,0,1,0,0,0,0,5,0,0,11,5,0,0,2,0,0,1,0,0,0,0,1,12,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,3,0,1,0,1,0,0,0,3,0,0,0,1,6,0,0,16,0,0,2,2,2,0,19,0,0,0,0,0,0
2023-05-30T17,184,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,3,0,0,2,42,0,0,0,0,0,0,2,0,2,13,8,0,0,1,0,0,0,0,0,1,0,0,13,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,1,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,1,7,0,0,18,0,0,2,0,2,0,23,0,0,0,0,0,0
2023-05-30T18,172,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,49,0,1,0,0,0,0,6,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,7,0,0,13,0,0,2,0,1,0,22,0,0,1,0,0,0
2023-05-30T19,178,2,0,0,0,1,0,0,0,0,3,0,0,0,1,0,11,0,2,3,1,0,0,0,31,0,0,0,0,0,0,6,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,15,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,6,0,0,9,0,0,1,0,1,0,16,0,0,1,0,0,0
2023-05-30T20,155,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,7,0,0,2,2,0,0,0,32,1,0,0,0,0,0,1,0,0,13,14,0,0,1,0,0,0,0,0,0,0,0,17,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,1,0,22,0,0,0,0,0,0
2023-05-30T21,125,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,2,2,0,0,0,24,0,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,20,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,3,0,0,1,0,1,0,21,0,0,1,0,0,0
2023-05-30T22,145,12,0,1,1,0,1,0,0,0,0,0,0,0,4,0,10,0,0,18,2,0,0,1,11,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,14,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,3,0,0,0,0,2,0,28,0,0,1,0,0,0
2023-05-30T23,130,3,0,1,0,0,1,0,0,0,0,1,0,0,2,0,17,1,0,12,1,0,0,1,10,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,2,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,6,0,0,2,0,0,0,0,1,0,34,0,1,3,0,0,0
2023-05-31T00,114,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,15,1,0,0,1,8,0,0,0,0,0,0,1,0,0,2,3,0,0,2,0,0,1,0,0,1,0,0,2,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,2,0,0,0,1,1,0,37,0,0,0,0,0,0
2023-05-31T01,108,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,17,1,0,0,0,7,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,6,0,0,2,0,0,0,0,0,0,43,0,0,0,0,0,0
2023-05-31T02,104,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,17,1,0,0,0,4,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,40,0,0,0,0,0,0
2023-05-31T03,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,2,0,0,0,0,1,0,32,0,0,1,0,0,0
2023-05-31T04,87,2,0,0,1,0,0,0,0,1,0,0,0,0,3,0,4,0,0,7,2,0,0,0,5,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,2,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,2,0,0,0,2,3,0,26,0,0,0,0,0,0
2023-05-31T05,79,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,4,2,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,0,0,0,1,2,0,22,0,0,1,0,0,0
2023-05-31T06,70,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,1,0,0,17,0,0,0,0,0,0
2023-05-31T07,79,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,2,1,0,16,0,0,0,0,0,0
2023-05-31T08,89,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,9,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,10,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,2,0,0,0,0,2,0,12,0,0,0,0,0,0
2023-05-31T09,65,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,5,1,0,0,0,6,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,4,0,0,0,0,1,0,17,0,0,0,0,0,0
2023-05-31T10,59,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,0,0,9,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,1,0,0,11,0,0,0,0,0,0
2023-05-31T11,89,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,4,2,0,0,0,15,1,0,0,0,0,0,0,0,0,2,3,0,0,12,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,0,2,0,0,0,1,0,0,12,0,0,0,0,0,0
2023-05-31T12,87,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,8,2,0,0,0,5,0,1,0,0,0,0,1,0,0,4,2,1,0,4,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,8,0,0,6,0,0,0,1,0,0,16,0,0,0,0,0,0
2023-05-31T13,95,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,5,1,0,0,0,8,0,0,0,0,0,0,2,0,0,6,1,0,0,4,0,1,1,0,0,2,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,9,0,0,1,2,2,0,11,0,0,0,0,0,0
2023-05-31T14,112,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,5,1,0,0,0,13,0,0,0,0,2,0,4,0,0,6,4,0,0,1,0,0,0,0,0,2,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,19,0,0,0,3,2,0,14,0,0,0,0,0,0
2023-05-31T15,132,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,24,0,0,0,0,2,0,3,0,0,7,5,0,0,0,0,0,1,0,0,1,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,8,0,0,20,0,0,2,3,1,0,16,0,0,0,0,0,0
2023-05-31T16,157,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,2,0,0,1,36,0,0,0,0,0,0,4,0,0,7,6,1,0,2,0,0,1,0,0,1,0,0,13,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,1,9,0,0,9,0,0,0,4,1,0,22,0,0,1,0,0,0
2023-05-31T17,169,3,0,0,2,0,0,0,1,0,2,0,0,0,0,0,3,1,0,4,1,0,0,0,38,0,0,0,0,2,0,3,0,0,6,9,0,0,2,0,0,0,0,0,0,0,0,15,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,1,6,0,0,15,0,0,0,2,2,0,20,0,0,1,0,0,0
2023-05-31T18,170,4,0,0,1,0,1,0,1,0,2,0,0,0,3,0,4,1,0,3,1,0,0,0,40,0,0,0,0,0,0,4,0,0,8,16,0,0,2,0,0,1,1,0,0,0,0,7,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,3,0,3,0,0,0,2,0,0,1,1,7,0,0,6,0,0,1,0,1,0,16,1,0,3,0,0,0
2023-05-31T19,158,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,3,0,5,1,0,0,0,33,0,0,0,0,0,0,1,0,0,12,16,1,0,2,0,0,1,1,0,0,0,0,8,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,7,0,0,7,0,0,0,3,1,0,20,0,0,2,0,0,0
2023-05-31T20,144,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,3,0,3,1,0,0,0,28,0,0,0,0,0,0,2,0,0,4,13,0,0,1,0,0,0,0,0,0,0,0,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,1,8,0,0,3,0,0,1,2,4,0,20,0,0,0,0,0,0
2023-05-31T21,154,3,0,0,2,0,0,0,0,0,1,0,0,0,1,0,6,1,0,3,1,0,0,0,23,0,0,0,0,0,0,1,0,0,10,13,0,0,2,0,0,2,0,0,1,0,0,17,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,1,3,0,2,0,4,0,0,0,0,8,0,0,1,0,1,0,0,3,0,26,0,0,0,0,0,0
2023-05-31T22,123,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,4,1,0,0,0,11,0,0,0,0,0,0,2,0,0,7,12,0,0,1,0,0,2,0,0,1,0,0,10,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
2023-05-31T23,102,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,11,1,0,3,1,0,0,0,7,0,0,0,0,0,0,2,0,0,5,9,0,0,1,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0
2023-06-01T00,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,2,1,0,0,0,6,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4,1,0,0,0,6,0,0,2,0,0,0,0,0,0,51,0,0,0,0,0,0
2023-06-01T01,99,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,14,0,1,1,1,0,0,0,7,1,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,2,0,0,0,0,1,0,42,0,0,0,0,0,0
2023-06-01T02,91,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
2023-06-01T03,102,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,2,0,0,0,0,2,0,45,0,0,1,0,0,0
2023-06-01T04,93,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,8,0,0,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,2,0,0,0,0,0,1,0,4,0,0,0,0,7,0,0,4,0,0,0,0,2,0,30,0,0,2,0,0,0
2023-06-01T05,73,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,6,1,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,2,0,0,2,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0
2023-06-01T06,78,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,6,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,4,0,0,0,0,0,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,0,2,2,0,22,0,0,1,0,0,0
2023-06-01T07,93,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,5,2,0,0,0,10,2,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,1,6,0,0,3,0,0,0,1,2,0,23,0,0,0,0,0,0
2023-06-01T08,97,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,10,2,0,0,0,9,0,0,1,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,1,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,2,0,0,19,0,0,0,0,0,0
2023-06-01T09,85,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,9,2,0,0,0,5,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,2,0,0,0,2,1,0,22,0,0,0,0,0,0
2023-06-01T10,118,4,0,0,1,0,3,0,0,0,0,0,0,0,0,1,4,0,0,9,1,0,0,0,11,0,0,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,5,0,0,1,0,1,0,34,0,0,0,0,0,0
2023-06-01T11,139,4,0,0,2,0,1,0,0,0,0,0,0,0,1,1,5,0,0,6,0,0,0,0,20,0,0,0,0,0,0,1,0,0,5,4,0,0,7,0,0,0,0,0,3,0,0,2,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,3,0,0,0,1,0,0,42,0,0,0,0,0,0
2023-06-01T12,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,18,0,1,0,0,0,0,0,0,0,5,4,0,0,17,0,0,1,0,0,1,0,0,5,3,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,1,0,10,0,0,2,0,0,0,2,1,0,19,0,0,0,0,0,0
2023-06-01T13,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,11,1,1,0,0,1,0,0,0,0,9,4,2,0,17,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,11,0,0,0,7,1,0,13,0,0,0,0,0,0
2023-06-01T14,132,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,1,12,0,0,0,1,17,1,1,0,0,0,0,0,0,0,10,4,4,0,3,0,0,0,0,0,2,0,0,5,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,7,0,0,13,0,0,0,4,1,0,15,0,0,0,0,0,0
2023-06-01T15,177,6,2,0,0,0,0,0,0,0,0,0,0,0,4,0,8,1,1,5,0,0,0,0,22,1,0,0,0,1,0,1,0,0,12,5,4,0,4,0,0,4,0,0,1,0,0,5,4,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,2,0,0,0,3,0,0,0,5,0,0,0,1,11,0,0,20,0,0,0,4,1,0,25,0,0,0,0,0,0
2023-06-01T16,177,3,4,0,1,1,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,18,0,0,0,0,1,0,4,0,0,18,7,0,0,2,0,0,1,3,0,1,0,0,13,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,1,0,0,0,4,0,0,0,0,7,0,0,13,0,0,0,8,3,0,35,0,0,0,0,0,0
2023-06-01T17,180,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,0,34,0,0,0,0,0,0,6,0,0,7,12,0,0,0,0,1,0,6,0,0,0,0,14,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,3,8,0,0,9,0,0,1,6,2,0,26,0,0,0,0,0,0
2023-06-01T18,192,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,6,1,0,0,0,44,0,0,0,0,0,0,9,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,6,0,0,9,0,0,1,1,1,0,18,0,0,0,0,0,0
2023-06-01T19,198,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,8,1,0,0,0,37,0,0,0,1,0,0,5,0,0,14,19,0,0,1,1,0,0,0,0,0,0,0,20,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,7,0,0,6,0,0,0,2,2,0,22,0,0,1,1,0,0
2023-06-01T20,204,4,0,0,1,0,0,0,0,1,3,0,0,0,2,0,7,1,0,8,1,0,0,0,26,0,0,0,0,0,0,2,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,17,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,5,0,0,5,0,0,0,1,1,0,53,0,0,1,1,0,0
2023-06-01T21,145,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,7,1,0,9,2,0,0,0,15,0,0,0,0,0,0,0,0,0,9,14,0,0,1,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,6,0,0,3,0,0,0,0,1,0,27,0,0,0,0,0,0
2023-06-01T22,122,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,9,2,0,0,0,15,0,0,0,0,0,0,1,0,0,3,13,0,0,1,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,6,0,0,3,0,0,0,0,1,0,26,0,0,1,0,0,0
2023-06-01T23,114,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,1,1,6,2,0,0,0,12,0,0,0,0,0,0,2,0,0,5,8,0,0,2,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0
2023-06-02T00,94,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,6,2,0,8,2,0,0,0,4,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0
