bucket,total,--,AE,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EG,ES,ET,FI,FR,GB,GE,GM,GR,GT,HK,HU,ID,IE,IL,IN,IR,IT,JM,JP,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MD,MK,MN,MO,MU,MX,MY,MZ,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,QA,RO,RS,RU,RW,SC,SE,SG,SI,SK,SV,TH,TM,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-04-11T02,111,2,0,1,0,3,0,0,0,0,0,0,5,0,13,0,0,0,6,3,0,0,0,8,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,0,2,0,0,1,2,0,39,0,0,0,0,0,0,0
2023-04-11T03,121,3,0,2,0,0,0,0,1,0,0,0,1,0,4,0,0,0,7,3,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,3,0,0,1,0,0,69,0,0,0,0,0,0,0
2023-04-11T04,115,4,1,1,0,1,0,0,0,0,1,0,1,0,7,0,0,0,12,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,2,0,0,1,0,0,49,0,0,0,0,0,0,0
2023-04-11T05,101,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,20,1,0,0,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,1,0,0,1,0,0,32,0,0,0,0,0,0,0
2023-04-11T06,87,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0
2023-04-11T07,101,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,1,3,1,0,0,0,0,2,0,1,0,0,9,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
2023-04-11T08,83,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,1,0,0,1,0,0,0,0,0,23,0,0,0,3,0,0,0
2023-04-11T09,120,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,0,0,0,0,17,0,0,0,0,2,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,2,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,7,0,0,0,2,0,0,0,0,0,33,0,0,0,1,0,0,0
2023-04-11T10,94,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,16,1,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,5,0,0,0,2,0,0,3,0,0,27,0,0,0,0,1,0,0
2023-04-11T11,122,3,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,10,2,0,0,0,0,6,0,0,0,0,0,0,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,2,7,0,0,0,1,0,0,7,0,0,34,0,0,0,0,0,0,0
2023-04-11T12,115,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,0,13,0,1,0,0,0,0,0,9,9,0,0,0,0,12,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,0,6,0,0,3,0,0,19,0,0,0,0,0,0,0
2023-04-11T13,132,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,9,7,0,0,0,0,15,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,3,6,0,0,0,8,0,0,6,2,0,38,0,0,0,0,0,1,0
2023-04-11T14,144,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,1,0,0,0,22,0,0,0,0,2,0,0,12,6,0,0,0,0,5,0,0,0,0,0,1,4,1,13,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,12,0,0,4,1,0,25,0,0,0,1,0,1,0
2023-04-11T15,179,3,1,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,1,0,1,0,24,1,0,0,0,3,0,0,14,12,0,0,0,0,3,0,0,0,0,1,1,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,3,0,0,0,0,0,1,0,0,5,0,0,2,7,0,0,0,16,0,0,1,1,0,42,0,0,0,2,0,0,0
2023-04-11T16,181,1,0,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,13,0,0,1,0,37,0,0,0,0,6,0,1,15,11,0,0,1,0,1,0,1,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,14,0,1,1,1,0,33,0,0,0,1,0,0,0
2023-04-11T17,260,2,1,0,1,0,0,0,0,0,0,0,2,0,5,2,0,0,20,0,0,0,0,46,1,0,0,0,4,0,0,15,16,0,0,0,0,3,0,1,0,0,6,0,16,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,4,8,0,0,0,6,0,2,0,1,0,66,0,0,0,2,0,0,0
2023-04-11T18,253,4,1,0,1,2,0,0,0,0,0,0,2,0,6,2,0,0,18,4,0,0,0,47,0,0,0,0,8,0,0,10,15,0,0,0,0,1,0,0,1,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,28,1,0,0,0,0,0,0,2,0,1,0,0,4,1,5,0,0,6,7,0,0,0,4,0,3,0,0,0,50,0,0,0,1,1,0,0
2023-04-11T19,265,4,1,1,0,3,1,0,0,2,0,0,2,0,8,4,0,0,13,2,0,0,0,37,1,0,0,0,3,0,0,13,11,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,3,0,0,0,0,2,0,0,0,0,3,0,2,0,0,2,8,0,0,1,3,0,4,0,0,0,85,0,0,0,0,0,0,0
2023-04-11T20,224,2,0,0,0,0,0,0,0,1,0,0,2,0,6,3,0,0,11,2,0,0,0,33,1,0,0,0,6,0,0,13,8,0,0,0,0,1,1,0,0,0,0,0,14,0,19,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,0,0,0,0,0,0,0,0,0,3,0,3,1,0,2,5,0,0,0,0,0,1,0,0,0,64,0,0,0,0,1,0,0
2023-04-11T21,173,6,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,15,3,0,0,0,17,0,0,1,0,2,0,1,13,4,0,0,0,0,3,0,0,0,0,1,0,11,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,1,3,0,0,0,0,6,0,0,2,6,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
2023-04-11T22,142,3,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,5,1,0,0,0,10,0,0,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,7,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
2023-04-11T23,174,1,1,0,1,0,0,0,0,0,0,0,4,0,17,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,5,7,0,0,0,0,1,0,0,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,97,0,0,0,0,0,0,0
2023-04-12T00,115,1,0,0,0,1,0,0,0,0,0,0,3,0,7,0,1,0,8,0,0,0,0,5,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
2023-04-12T01,125,3,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,5,1,0,0,0,2,0,0,0,0,1,0,0,3,4,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,3,1,0,61,0,0,0,1,1,0,0
2023-04-12T02,89,2,0,2,0,1,0,0,0,0,1,0,3,0,4,0,1,0,6,1,0,0,0,4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6,0,0,0,0,0,0,0,0,0,42,0,0,0,1,1,0,0
2023-04-12T03,85,2,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,2,4,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,2,0,0,1,0,0,39,0,0,0,1,0,0,0
2023-04-12T04,67,3,1,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0
2023-04-12T05,59,1,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,1,0,19,0,0,0,0,0,0,0
2023-04-12T06,65,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,1,0,0,24,0,0,0,0,0,0,0
2023-04-12T07,59,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0
2023-04-12T08,55,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,2,1,0,16,0,0,0,0,0,0,0
2023-04-12T09,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,1,0,0,8,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,1,6,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0
2023-04-12T10,71,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0
2023-04-12T11,83,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,9,4,0,0,1,0,3,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,7,0,0,0,3,0,0,1,0,0,24,0,0,0,0,0,0,0
2023-04-12T12,86,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,11,0,1,0,0,0,0,0,6,5,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,0,3,0,1,4,0,0,16,0,0,0,0,0,0,0
2023-04-12T13,110,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,17,0,0,0,0,0,0,0,8,11,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,2,0,0,27,0,0,0,0,0,0,0
2023-04-12T14,105,3,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,6,0,0,0,0,13,0,0,0,0,3,0,0,5,8,0,0,0,0,3,0,0,0,0,1,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,2,9,0,0,0,2,0,2,3,0,0,19,0,0,0,0,0,0,0
2023-04-12T15,129,2,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,4,0,0,0,0,22,0,0,0,0,5,0,1,12,13,0,0,0,0,3,0,1,0,0,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,6,0,1,3,0,0,20,0,0,0,0,0,0,0
2023-04-12T16,158,3,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,13,0,0,0,2,33,0,0,0,0,3,0,0,15,11,0,0,0,0,2,0,0,0,0,0,0,14,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,6,0,0,0,9,0,1,2,1,0,15,0,0,0,0,0,0,0
2023-04-12T17,200,1,1,0,1,0,0,0,0,2,0,0,1,1,4,0,0,0,18,1,0,0,3,46,1,0,0,0,3,0,1,13,16,0,0,0,0,1,0,1,3,0,0,0,12,0,3,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,3,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,4,7,0,0,0,7,0,1,1,0,0,14,0,0,0,1,0,0,0
2023-04-12T18,183,2,1,0,1,0,0,0,0,3,0,0,2,0,7,1,0,0,15,1,0,0,1,50,2,0,0,0,3,0,0,8,19,0,0,0,0,1,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,1,0,0,2,0,2,0,0,0,0,0,1,3,0,0,4,5,0,1,0,1,0,0,2,0,0,17,0,0,0,1,0,0,0
2023-04-12T19,192,1,0,2,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,1,0,0,1,41,1,0,0,0,5,0,0,17,27,0,0,0,0,3,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,3,0,0,0,0,1,1,3,0,0,4,5,0,0,0,1,0,1,1,1,0,20,0,0,0,1,0,0,0
2023-04-12T20,177,3,1,0,0,0,0,0,0,1,0,0,1,0,4,3,0,0,15,0,0,0,2,35,0,0,0,0,1,0,0,13,17,0,0,0,0,1,0,1,0,0,0,0,14,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,6,0,0,0,2,0,2,1,0,0,28,0,0,0,0,0,0,0
2023-04-12T21,150,3,0,0,0,1,0,0,0,1,0,0,1,0,5,1,0,1,18,0,0,0,0,18,0,0,0,0,0,0,0,6,15,0,0,0,0,3,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,0,0,0,3,0,0,0,0,2,1,0,3,7,0,0,0,2,0,2,0,0,0,22,0,0,0,1,0,0,0
2023-04-12T22,126,1,0,0,0,2,0,0,0,1,0,0,0,0,8,0,1,0,9,0,0,0,0,11,0,0,1,0,1,0,0,4,13,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,6,0,0,0,3,0,2,1,0,0,34,0,0,0,1,0,0,0
2023-04-12T23,101,1,0,1,0,0,0,0,0,0,0,0,1,0,17,1,3,0,4,2,0,0,0,9,0,0,0,0,1,0,0,3,6,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,1,0,0,30,0,0,0,0,0,0,0
2023-04-13T00,134,3,0,2,0,2,0,0,0,0,0,0,1,0,22,0,0,0,6,2,0,0,0,12,0,0,0,0,0,0,0,4,7,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,47,0,0,0,1,0,0,0
2023-04-13T01,94,2,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,5,1,0,0,0,5,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,36,1,0,0,2,0,0,0
2023-04-13T02,99,1,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,47,1,0,0,1,0,0,0
2023-04-13T03,86,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,2,0,1,0,5,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,8,0,0,0,1,0,1,0,0,0,24,0,1,0,1,1,0,0
2023-04-13T04,83,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,16,1,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,2,0,0,1,0,0,25,0,1,0,0,1,0,0
2023-04-13T05,89,3,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,17,0,0,0,0,8,0,0,0,0,0,0,0,2,4,1,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,1,0,0,2,0,0,23,0,0,0,1,0,0,0
2023-04-13T06,86,4,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,23,1,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0
2023-04-13T07,89,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,1,0,0,0,15,0,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5,1,0,0,2,0,0,1,1,0,23,0,0,0,0,0,0,0
2023-04-13T08,93,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,17,0,0,0,0,0,0,0,5,10,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,3,0,1,1,0,0,18,0,0,0,0,0,0,0
2023-04-13T09,102,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,16,0,0,0,0,17,2,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,1,2,0,0,19,0,0,0,1,0,0,0
2023-04-13T10,88,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,0,0,0,0,9,1,0,0,0,0,0,0,6,7,0,0,0,0,2,0,0,0,0,1,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,1,0,1,3,0,0,19,0,0,0,1,0,0,0
2023-04-13T11,79,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,10,1,0,0,0,2,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,18,0,0,0,0,0,0,0
2023-04-13T12,99,2,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,8,0,0,0,0,9,1,1,0,0,2,0,0,9,5,1,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,10,0,0,0,4,0,1,6,0,0,13,0,0,0,0,0,1,0
2023-04-13T13,126,1,0,0,0,2,0,0,0,1,0,0,1,0,3,0,0,0,3,0,0,0,0,15,1,0,0,0,2,0,1,11,6,1,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,6,0,2,12,2,0,16,0,0,0,0,0,1,0
2023-04-13T14,128,2,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,17,0,0,0,0,1,0,0,7,6,2,0,0,0,4,0,0,0,0,0,0,7,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,2,8,0,0,0,14,0,2,8,0,0,16,0,0,0,0,0,0,0
