bucket,total,--,AE,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EG,ES,ET,FI,FR,GB,GE,GM,GR,GT,HK,HU,ID,IE,IL,IN,IR,IT,JM,JP,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MD,MK,MN,MO,MU,MX,MY,MZ,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,QA,RO,RS,RU,RW,SC,SE,SG,SI,SK,SV,TH,TM,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-04-13T15,147,2,3,0,1,0,0,0,0,1,0,0,0,4,6,1,0,0,7,2,0,0,1,22,0,0,0,0,5,0,0,13,9,2,0,0,0,3,0,0,0,0,0,0,12,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,9,0,2,3,0,0,18,0,0,0,0,0,0,0
2023-04-13T16,177,2,4,2,1,0,0,0,0,1,0,0,1,2,6,1,0,0,3,0,0,0,0,31,0,0,0,0,6,0,0,10,9,1,0,0,0,0,0,1,0,0,3,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,1,1,0,1,0,0,0,0,4,0,0,2,5,0,0,0,12,0,4,3,0,0,30,0,0,0,1,0,0,0
2023-04-13T17,202,6,2,1,0,0,0,0,0,2,0,0,2,0,4,0,0,0,3,0,0,0,0,43,0,0,0,0,9,0,1,12,16,0,0,0,0,1,0,1,0,0,3,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,1,1,1,0,1,0,0,1,0,6,0,0,3,5,0,0,0,12,0,1,1,1,0,28,0,0,0,1,0,0,0
2023-04-13T18,218,3,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,3,0,0,0,0,58,0,0,0,0,6,0,0,15,27,0,0,0,0,2,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,5,0,0,0,8,0,1,2,1,0,25,0,0,0,0,0,0,0
2023-04-13T19,225,5,2,0,1,0,0,0,0,1,0,0,0,0,8,3,0,0,5,1,0,0,1,48,0,0,0,0,1,0,0,18,22,0,0,0,0,2,0,0,0,0,2,0,21,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,1,6,0,0,0,7,0,2,1,2,0,27,0,0,0,0,0,0,0
2023-04-13T20,165,5,0,1,0,0,0,0,0,2,0,0,0,0,4,1,0,0,4,1,0,0,0,30,0,0,0,0,1,0,0,12,13,0,0,0,0,0,0,0,0,0,1,0,21,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,7,0,0,0,2,0,4,0,0,0,29,0,0,0,0,0,0,0
2023-04-13T21,121,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,4,0,0,0,0,20,0,0,0,0,2,0,0,8,14,0,0,0,0,1,0,0,0,0,0,0,20,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,5,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0
2023-04-13T22,129,2,0,1,0,0,0,0,0,0,0,0,1,0,13,1,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,0,0,0,2,0,1,0,1,0,28,0,0,0,0,0,0,0
2023-04-13T23,118,3,0,0,0,0,0,0,0,0,0,0,1,0,17,1,4,0,2,1,0,0,1,9,0,0,0,0,1,0,0,8,9,0,0,0,0,2,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,1,0,0,33,0,0,0,1,0,0,0
2023-04-14T00,99,2,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,2,1,0,0,0,7,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,1,1,0,0,45,0,0,0,0,0,0,0
2023-04-14T01,89,4,0,1,0,2,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,2,0,0,36,0,0,0,0,1,0,0
2023-04-14T02,94,2,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,3,1,0,32,0,0,0,0,0,0,0
2023-04-14T03,78,2,0,1,0,2,0,0,0,0,0,0,0,0,8,0,0,0,5,2,0,0,0,7,0,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,1,0,0,25,0,0,0,1,0,0,0
2023-04-14T04,65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,0,0,20,0,0,0,1,1,0,0
2023-04-14T05,62,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,5,0,0,0,0,2,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,17,0,0,0,0,0,0,0
2023-04-14T06,60,3,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,3,0,0,16,0,0,0,0,0,0,0
2023-04-14T07,80,2,0,0,0,2,0,0,0,1,0,0,2,0,3,2,0,0,2,1,0,0,0,9,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,5,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,3,0,2,3,0,0,15,0,0,0,0,0,0,0
2023-04-14T08,80,1,0,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,2,0,0,0,0,2,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,2,4,0,0,19,0,0,0,0,0,0,0
2023-04-14T09,86,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,8,6,0,0,0,0,1,0,0,0,0,1,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,1,3,0,0,18,0,0,0,0,0,0,0
2023-04-14T10,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,15,0,0,0,0,1,0,0,4,3,0,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,6,0,2,3,1,0,14,0,0,0,0,0,0,0
2023-04-14T11,92,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,1,5,0,0,16,0,0,0,1,0,0,0
2023-04-14T12,108,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,15,0,0,0,0,28,0,1,0,0,0,0,0,9,5,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,2,0,2,4,0,0,16,0,0,0,0,0,0,0
2023-04-14T13,132,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,21,0,0,0,0,17,0,0,0,0,0,0,0,10,4,1,0,0,0,4,0,2,0,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,6,5,0,0,0,4,0,1,5,0,0,17,0,0,0,0,0,0,0
2023-04-14T14,139,4,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,20,0,0,0,0,15,0,0,0,0,2,0,0,8,6,1,0,0,0,5,0,2,0,0,1,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,4,5,0,0,0,6,0,1,4,0,0,19,0,0,0,0,0,0,0
2023-04-14T15,140,2,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,26,0,0,0,0,4,0,0,6,7,1,0,0,0,4,0,2,0,0,0,0,7,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,6,0,0,0,12,0,0,3,0,0,14,0,0,0,0,0,0,0
2023-04-14T16,134,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,21,0,0,0,0,3,0,0,19,13,0,0,0,0,3,0,1,0,0,2,0,13,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,6,0,0,0,9,0,0,2,0,0,19,0,0,0,0,0,0,0
2023-04-14T17,185,3,0,0,2,0,0,0,0,2,0,1,0,0,6,0,0,0,2,0,0,0,0,43,0,0,0,0,3,0,0,15,12,0,0,0,0,1,0,0,0,0,1,0,19,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,1,2,0,1,0,0,1,0,3,0,0,2,7,0,0,0,13,1,1,1,0,0,21,0,0,1,1,1,0,0
2023-04-14T18,201,2,0,0,1,0,0,0,0,1,0,1,0,1,8,0,0,0,2,0,0,0,0,54,0,0,0,0,3,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,2,0,0,1,4,0,1,0,0,0,0,3,0,0,2,6,0,0,0,7,1,0,0,1,0,26,0,0,1,0,0,0,0
2023-04-14T19,184,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,35,0,0,0,0,3,0,0,11,25,0,0,0,0,2,0,0,0,0,1,0,15,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,23,1,0,1,0,0,0,0,5,0,2,0,0,1,1,2,0,0,3,6,0,0,0,4,0,1,1,0,0,23,0,0,0,0,0,0,0
2023-04-14T20,196,3,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,0,0,1,0,0,0,35,1,0,0,0,3,0,0,15,26,0,0,0,0,1,0,1,0,0,1,0,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,4,0,3,0,0,1,0,1,0,0,3,7,0,0,0,3,0,1,0,1,0,36,0,0,0,0,0,0,0
2023-04-14T21,155,2,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,2,1,0,0,0,24,1,0,0,0,2,0,0,11,20,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,1,7,0,0,0,2,0,2,0,0,0,30,0,0,0,0,0,0,0
2023-04-14T22,141,2,0,1,0,0,0,0,0,1,0,0,1,0,15,3,0,0,4,1,0,0,1,22,1,0,0,0,3,0,1,5,16,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,2,6,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0
2023-04-14T23,124,2,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,2,0,0,0,13,0,0,0,0,2,0,1,8,13,0,0,0,0,1,0,0,0,0,1,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,1,7,0,0,0,1,0,0,2,0,0,28,0,0,0,0,0,0,0
2023-04-15T00,108,2,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,1,0,0,0,12,0,0,0,0,1,0,0,2,11,0,0,0,0,0,0,1,0,0,1,0,3,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,4,0,0,32,0,0,0,0,0,0,0
2023-04-15T01,102,2,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,8,1,0,0,0,1,0,0,3,2,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0
2023-04-15T02,81,2,0,0,0,1,0,0,0,0,0,0,2,0,11,1,0,0,5,0,0,0,0,8,0,0,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
2023-04-15T03,78,2,0,1,0,0,0,0,0,0,0,0,2,0,15,1,1,0,2,0,0,0,0,9,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,24,0,0,0,0,1,0,0
2023-04-15T04,77,3,0,1,0,2,0,0,1,0,0,0,0,0,12,0,1,0,2,0,0,0,0,7,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,22,1,0,0,0,0,0,0
2023-04-15T05,71,2,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,0,0,0,6,0,0,0,0,1,0,0,2,4,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,26,0,0,0,0,0,0,0
2023-04-15T06,85,3,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,1,4,0,0,0,0,7,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,2,0,0,1,0,0,30,0,0,1,0,0,0,0
2023-04-15T07,87,1,0,0,0,1,0,0,0,2,0,0,0,0,3,1,0,0,4,1,0,0,0,10,0,0,0,0,1,0,0,7,5,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,0,0,21,0,0,0,2,0,0,0
2023-04-15T08,72,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,2,0,0,18,0,0,0,0,0,0,0
2023-04-15T09,93,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,15,0,0,0,0,6,0,0,4,7,0,0,0,0,2,0,0,1,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,1,0,0,13,0,0,0,0,0,0,0
2023-04-15T10,101,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12,0,0,0,0,18,1,0,0,0,1,0,0,9,4,0,0,0,0,0,0,0,1,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,2,5,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0
2023-04-15T11,123,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,17,0,0,0,0,21,0,0,0,0,2,0,0,13,7,0,0,0,0,1,0,1,1,0,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,9,0,0,0,1,0,0,1,0,0,20,0,0,0,1,0,0,0
2023-04-15T12,128,2,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,14,0,0,0,0,17,0,0,0,0,1,0,1,14,6,1,0,0,0,5,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,7,0,0,0,5,0,1,1,0,0,19,0,0,0,0,0,0,0
2023-04-15T13,157,1,0,1,2,1,0,0,0,0,0,0,4,0,2,2,1,0,16,0,0,0,1,24,0,0,0,0,2,0,1,12,3,0,0,0,0,8,0,0,0,0,0,0,13,0,5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,5,0,0,0,6,0,2,3,0,0,23,0,0,0,1,0,0,0
2023-04-15T14,166,3,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,18,0,0,0,6,24,1,0,0,0,2,0,1,13,3,2,0,0,0,9,0,0,0,0,0,0,15,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,6,0,0,0,6,0,2,2,0,0,26,0,0,0,1,0,0,0
2023-04-15T15,164,4,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,16,0,0,0,0,24,0,0,0,0,6,0,0,10,5,3,0,0,0,7,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,7,0,0,0,8,0,1,5,0,0,24,0,0,0,0,0,0,0
2023-04-15T16,165,2,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,5,1,0,0,0,32,0,0,0,0,4,0,0,11,9,1,0,0,0,3,0,0,0,1,3,0,19,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,9,0,0,0,10,0,1,5,1,0,24,0,0,0,0,0,0,0
2023-04-15T17,158,2,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,1,0,0,0,27,0,0,0,0,3,0,1,8,12,0,0,0,0,1,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,1,0,4,0,0,0,0,2,0,0,1,5,0,0,0,3,0,1,4,0,0,29,0,0,0,0,0,0,0
2023-04-15T18,153,2,1,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,3,0,0,0,0,36,0,0,0,0,3,0,0,8,14,0,0,0,0,2,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,1,4,0,2,0,0,1,0,2,0,0,1,5,0,0,0,8,0,0,1,0,0,25,0,0,0,0,0,0,0
2023-04-15T19,148,3,1,0,0,0,0,0,0,2,0,0,1,0,6,1,0,1,2,0,0,0,0,34,0,0,0,0,3,0,0,8,15,0,0,0,0,2,1,0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,1,1,5,0,1,0,0,0,1,2,0,0,1,5,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0
2023-04-15T20,144,3,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,22,0,0,0,0,1,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,5,0,1,0,0,0,1,1,1,0,2,6,0,0,0,5,0,1,0,0,0,19,0,0,0,0,0,0,0
2023-04-15T21,134,1,0,2,0,0,0,0,0,0,0,0,0,0,10,1,0,0,3,0,0,0,0,22,0,0,0,0,1,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,3,5,0,0,0,3,0,1,0,0,0,30,0,0,0,0,0,0,0
2023-04-15T22,136,1,0,2,0,0,0,0,0,0,0,0,0,0,10,2,0,0,15,0,0,0,0,19,0,0,0,0,3,0,0,7,9,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,3,5,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
2023-04-15T23,119,2,0,0,0,1,0,0,0,0,0,0,0,0,10,2,2,0,11,1,0,0,0,11,1,0,0,0,3,0,0,4,7,0,0,0,0,2,0,0,0,0,1,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,7,0,0,0,1,1,2,0,0,0,32,0,0,0,0,1,0,0
