bucket,total,--,AE,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KZ,LA,LK,LT,LU,LV,MA,MK,MN,MT,MU,MX,MY,NE,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,QA,RO,RS,RU,RW,SC,SE,SG,SK,SO,TH,TM,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM
2023-04-18T04,77,2,0,0,0,1,0,0,1,0,1,0,0,0,4,1,0,16,0,0,1,7,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,1,0,0,1,23,0,0,0,0,0,0
2023-04-18T05,74,1,0,0,0,0,0,0,0,0,1,0,2,0,4,1,0,17,0,0,1,5,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2023-04-18T06,68,2,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,19,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0
2023-04-18T07,87,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,13,0,0,1,10,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,2,5,0,0,1,0,0,1,1,0,0,24,0,0,0,0,0,0
2023-04-18T08,87,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,1,8,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,1,3,0,0,23,0,0,0,0,0,0
2023-04-18T09,100,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,1,9,0,0,0,0,1,0,2,0,0,2,8,0,0,0,0,0,0,1,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,2,6,0,0,0,0,0,1,2,0,0,19,0,0,0,0,0,0
2023-04-18T10,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,1,10,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,4,0,0,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,2,0,0,1,1,0,1,16,0,0,0,0,0,0
2023-04-18T11,90,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,4,1,0,1,9,0,1,0,0,0,0,1,0,0,6,4,0,0,5,0,0,0,0,0,0,1,0,1,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,5,0,0,2,0,0,1,6,0,1,18,0,0,0,0,1,0
2023-04-18T12,94,1,1,0,0,1,0,0,0,0,0,1,1,0,3,1,0,7,1,0,1,11,0,1,0,0,0,0,2,0,0,3,6,0,0,4,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,6,0,0,1,4,0,0,8,0,0,0,0,0,0
2023-04-18T13,101,4,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,3,1,0,1,15,0,0,0,0,0,0,2,0,0,4,8,0,0,3,0,1,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,6,0,0,7,0,0,1,3,0,1,12,0,0,0,0,0,0
2023-04-18T14,141,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,5,1,0,1,23,0,0,0,0,0,0,3,1,1,7,7,0,0,10,0,0,0,1,1,0,2,0,0,10,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,2,6,0,0,8,0,0,1,3,0,0,19,0,0,0,0,0,0
2023-04-18T15,165,3,1,0,1,0,0,0,0,1,0,0,2,4,4,0,0,9,1,0,1,24,0,0,0,0,0,0,2,1,0,14,6,0,0,6,0,0,0,1,2,0,2,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,4,6,0,0,9,0,0,4,5,0,0,21,0,0,0,0,0,0
2023-04-18T16,183,3,0,1,1,0,0,1,0,0,0,0,0,2,4,0,0,17,1,0,1,37,0,0,0,0,0,0,6,0,0,24,7,0,0,3,0,0,0,0,0,0,1,0,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,7,5,0,0,2,0,0,2,4,0,0,19,0,0,0,0,0,0
2023-04-18T17,201,1,0,0,0,0,0,2,0,1,0,0,0,0,7,0,0,16,1,0,1,63,0,0,0,0,0,0,12,0,0,7,13,0,1,1,0,0,0,0,0,1,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,5,0,0,5,0,0,2,1,0,2,21,0,0,0,0,0,0
2023-04-18T18,240,1,0,2,0,0,0,0,0,4,0,0,0,0,7,0,1,14,0,0,2,77,0,0,0,0,0,0,11,0,1,15,17,0,1,2,0,0,1,0,0,2,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,2,0,1,0,0,5,0,2,0,0,3,5,0,0,5,0,0,2,1,0,1,23,0,0,0,0,0,0
2023-04-18T19,208,1,0,1,0,0,0,1,0,3,0,0,0,0,4,1,0,15,0,0,1,46,1,0,0,0,0,0,10,0,0,14,21,0,0,1,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,3,1,4,0,0,4,5,0,0,5,0,0,3,1,0,0,24,0,0,0,0,0,0
2023-04-18T20,184,4,1,0,0,0,0,1,0,1,0,0,1,0,1,3,1,19,0,0,2,35,1,0,0,0,0,0,5,0,0,14,13,0,0,1,0,0,0,0,0,2,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,3,6,0,0,4,0,0,4,0,0,0,24,0,0,1,0,0,0
2023-04-18T21,147,4,1,1,0,0,0,0,0,0,1,0,1,0,4,1,0,12,0,0,1,24,0,0,0,0,0,0,4,0,2,7,11,0,0,0,0,0,0,0,0,1,0,0,0,18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,6,0,0,5,0,0,1,0,0,0,23,0,0,1,0,0,0
2023-04-18T22,99,2,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,11,0,0,1,13,0,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,6,0,0,0,0,0,1,0,1,0,23,0,0,0,0,0,0
2023-04-18T23,131,2,0,1,0,0,0,0,0,0,0,0,2,0,15,0,0,6,1,0,1,13,0,0,0,0,0,0,3,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2,6,0,0,0,0,0,1,0,1,0,48,0,0,0,0,0,0
2023-04-19T00,95,2,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,4,0,0,1,9,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,1,1,0,0,43,0,0,0,0,0,0
2023-04-19T01,102,2,0,1,0,2,0,0,0,0,0,0,1,0,11,0,0,6,0,0,1,5,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,1,2,0,0,42,0,0,0,1,0,0
2023-04-19T02,79,2,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,1,7,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,2,0,0,30,0,0,0,1,0,0
2023-04-19T03,75,2,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,5,0,0,1,6,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,0,0,1,1,4,0,0,24,0,0,0,0,0,0
2023-04-19T04,76,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,1,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,1,1,4,0,1,20,0,0,0,0,0,0
2023-04-19T05,64,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,1,0,1,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,1,0,0,1,0,0,0,22,0,0,0,0,0,0
2023-04-19T06,75,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,6,1,0,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,2,0,0,1,2,0,0,24,0,0,0,0,0,0
2023-04-19T07,71,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,12,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0
2023-04-19T08,67,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,1,12,0,0,0,0,0,0,0,0,0,2,7,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,2,1,0,0,15,0,0,0,0,0,0
2023-04-19T09,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,9,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,3,5,0,0,0,0,0,1,2,0,0,18,0,0,0,0,0,0
2023-04-19T10,71,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,10,0,0,0,0,0,0,4,0,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,1,0,0,1,1,0,0,12,0,0,0,0,0,0
2023-04-19T11,94,2,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,6,0,0,1,11,0,0,0,0,0,0,7,0,0,2,8,0,0,2,0,0,0,0,0,0,1,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,8,0,0,2,0,0,2,5,0,0,16,0,0,0,0,0,0
2023-04-19T12,99,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,9,0,0,1,8,0,1,0,0,0,0,1,0,0,5,6,0,0,11,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,8,0,0,3,0,0,2,6,0,0,15,0,0,0,1,0,0
2023-04-19T13,90,2,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,1,17,0,0,0,0,0,0,1,0,0,3,6,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0,6,0,0,3,6,0,0,15,0,0,0,0,0,0
2023-04-19T14,131,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,1,14,0,1,0,0,0,0,8,0,0,10,8,0,0,5,0,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,6,0,0,7,0,0,3,6,0,0,27,0,0,0,1,0,0
2023-04-19T15,151,3,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,12,0,0,1,25,0,0,0,0,0,0,4,0,0,13,10,0,0,2,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,4,5,0,0,7,0,1,1,6,0,0,26,0,0,0,1,0,0
2023-04-19T16,158,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,14,0,0,1,29,0,0,0,0,0,1,2,0,0,15,8,0,0,2,0,0,0,0,0,0,2,0,0,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,8,0,1,1,6,0,0,24,0,0,0,0,0,1
2023-04-19T17,170,2,0,0,2,0,0,1,0,1,0,0,0,0,5,1,0,13,1,0,1,27,2,0,0,0,0,1,8,0,0,8,8,0,0,0,0,0,1,0,0,0,1,0,0,17,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,4,5,0,0,8,0,0,1,5,0,1,22,0,0,0,0,0,0
2023-04-19T18,209,1,0,0,0,0,0,1,0,1,1,0,0,0,7,1,1,15,1,0,1,59,2,0,0,0,0,0,2,0,0,11,20,0,1,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,3,0,0,0,0,1,0,1,0,0,0,0,1,1,8,0,0,4,6,0,0,2,0,0,1,1,0,0,21,0,0,0,1,0,0
2023-04-19T19,216,0,0,2,0,0,0,1,0,2,0,0,5,0,9,0,1,15,1,0,2,45,0,0,0,0,0,0,7,0,0,16,23,0,1,2,0,0,0,0,0,0,1,0,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1,0,0,0,0,2,1,3,0,0,3,5,0,0,4,0,0,1,0,0,0,20,0,0,0,1,0,0
2023-04-19T20,183,1,0,0,1,0,0,1,0,3,0,0,4,0,7,3,0,10,0,0,1,31,0,0,1,0,0,0,6,0,0,5,17,0,1,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,6,0,1,0,0,0,3,0,0,0,28,0,0,0,0,0,0
2023-04-19T21,152,2,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,9,0,0,1,18,0,0,0,0,0,0,0,0,1,6,22,0,0,0,0,0,0,0,0,0,1,0,1,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,6,0,0,0,0,0,2,0,0,0,31,0,0,0,0,0,0
2023-04-19T22,142,3,0,0,0,0,0,1,0,0,0,0,0,0,9,0,2,3,0,0,2,18,0,0,0,0,0,0,1,0,1,4,16,0,0,0,0,0,0,1,0,0,3,0,0,12,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,0,0,2,5,0,0,0,0,0,1,0,0,1,38,0,0,0,0,0,0
2023-04-19T23,119,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,9,0,0,0,0,0,0,2,0,0,3,12,0,0,1,0,0,0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,5,0,0,1,0,0,1,0,0,0,39,0,0,0,0,0,0
2023-04-20T00,92,1,0,1,0,1,0,0,0,0,0,0,0,0,19,0,0,7,0,0,1,7,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0
2023-04-20T01,118,2,0,1,0,0,0,0,0,0,0,0,3,0,24,0,0,3,0,0,1,7,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,3,0,0,1,1,0,0,42,0,0,0,0,0,0
2023-04-20T02,113,1,0,1,0,0,0,0,0,0,0,0,3,0,15,1,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,2,6,0,0,5,0,0,1,1,0,0,46,0,0,0,0,0,0
2023-04-20T03,84,1,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0,0,1,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,5,0,0,0,0,0,1,2,0,0,36,0,0,0,0,0,1
2023-04-20T04,69,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,12,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,1,0,0,1,2,0,0,22,0,0,0,1,0,0
2023-04-20T05,78,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,13,0,0,1,6,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,3,0,0,1,1,0,0,19,0,0,0,2,0,0
2023-04-20T06,87,2,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,11,0,0,1,7,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,3,0,0,1,1,0,1,21,0,0,0,2,0,0
2023-04-20T07,67,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,1,10,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,1,0,0,1,2,0,0,20,0,0,0,0,0,0
2023-04-20T08,80,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,1,12,0,0,0,0,0,0,1,0,0,2,7,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,5,1,0,1,0,0,1,0,0,0,12,0,0,0,1,0,0
2023-04-20T09,78,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,0,0,1,11,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,5,0,0,3,0,0,2,0,0,0,10,0,0,0,1,0,0
2023-04-20T10,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,12,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,1,0,0,2,0,0,0,13,0,0,0,0,0,0
2023-04-20T11,111,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,19,0,0,1,11,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3,0,0,4,8,0,0,2,0,0,4,2,0,0,18,0,0,0,0,0,0
2023-04-20T12,132,1,0,0,1,1,0,0,0,0,1,0,1,0,4,1,0,17,0,0,1,13,0,1,0,0,0,0,1,0,0,5,5,0,0,6,0,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,4,15,0,0,9,0,0,1,6,0,0,14,0,0,0,0,0,0
2023-04-20T13,124,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19,0,0,1,17,1,0,0,0,0,0,0,0,0,4,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,7,0,0,1,9,0,0,15,0,0,0,0,0,0
2023-04-20T14,129,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,21,0,0,1,17,0,0,0,0,0,0,0,0,0,8,5,0,0,4,0,0,0,0,0,0,1,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,5,6,0,0,7,0,0,1,5,0,0,18,0,0,0,1,0,0
2023-04-20T15,136,1,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,21,0,0,1,15,0,0,0,0,0,0,0,0,1,13,6,0,0,3,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,4,6,0,0,11,0,0,1,5,0,0,16,0,0,0,0,1,0
2023-04-20T16,162,2,3,0,2,0,0,1,0,0,0,0,0,0,4,0,1,4,0,0,1,26,0,1,0,0,0,0,4,0,1,17,8,0,0,0,0,0,1,0,0,0,1,0,0,14,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,7,5,0,0,6,0,0,4,3,0,0,30,0,0,0,1,0,0
2023-04-20T17,181,3,3,1,2,0,0,1,0,2,0,0,1,0,8,0,0,3,0,0,1,27,0,1,0,0,0,0,5,0,1,10,10,0,0,1,0,0,1,0,0,1,2,0,0,12,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,6,5,0,0,6,0,0,3,4,0,0,30,0,0,0,1,0,0
2023-04-20T18,186,1,0,0,0,0,0,1,0,4,1,0,1,0,5,1,1,2,1,0,1,42,0,0,0,0,0,0,5,0,0,10,24,0,0,1,0,0,0,0,0,0,1,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,4,7,0,0,4,0,0,1,2,0,0,20,0,0,0,0,1,0
2023-04-20T19,203,5,0,4,1,0,0,1,0,2,0,0,4,0,4,1,1,5,0,0,2,34,1,0,0,0,0,0,4,0,0,10,26,0,0,0,0,0,0,0,0,0,2,0,0,14,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,6,0,0,0,0,2,0,3,0,0,6,8,0,0,4,0,0,3,0,0,0,25,0,1,0,0,0,0
