bucket,total,--,AE,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KZ,LA,LK,LT,LU,LV,MA,MK,MN,MT,MU,MX,MY,NE,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,QA,RO,RS,RU,RW,SC,SE,SG,SK,SO,TH,TM,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM
2023-04-20T20,172,2,0,2,1,0,0,1,0,1,0,0,3,0,6,1,3,7,0,0,1,29,0,0,0,0,0,0,4,0,1,14,18,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,2,0,0,0,0,1,0,4,0,0,4,5,0,0,2,0,0,0,1,0,0,23,0,1,0,0,1,0
2023-04-20T21,167,1,0,0,0,0,0,1,0,0,0,0,4,0,12,2,2,5,0,0,1,17,0,0,0,0,0,0,2,0,1,10,17,0,0,1,0,0,1,2,0,0,1,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,4,6,0,0,3,0,0,1,0,0,3,28,0,0,0,0,0,0
2023-04-20T22,140,2,0,0,1,0,0,1,0,0,0,0,1,0,13,0,2,3,0,0,1,16,0,0,0,0,0,0,2,0,1,4,9,0,0,0,0,0,0,2,0,0,1,0,0,14,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,3,0,0,1,0,3,0,0,3,10,0,0,2,0,0,2,0,0,0,27,0,0,0,0,0,0
2023-04-20T23,127,2,0,0,0,0,0,1,0,0,0,0,0,0,19,0,2,3,0,0,1,9,0,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,10,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0
2023-04-21T00,90,2,0,1,0,0,0,0,0,0,0,0,1,0,11,0,2,2,0,0,1,8,0,0,0,0,0,0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,1,37,0,0,0,0,1,0
2023-04-21T01,88,2,0,0,0,2,0,0,0,0,0,0,0,0,12,0,2,8,0,0,1,4,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,1,0,0,34,0,0,0,0,0,0
2023-04-21T02,88,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,4,0,0,1,4,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,1,0,0,0,1,0,0,43,0,0,0,0,0,0
2023-04-21T03,66,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,0,1,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0
2023-04-21T04,59,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,4,0,0,1,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,1,18,0,0,0,0,0,0
2023-04-21T05,60,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,4,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,1,1,0,0,25,0,0,0,0,1,0
2023-04-21T06,85,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,1,10,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0,0,1,0,0,0,2,0,0,29,0,0,0,0,0,0
2023-04-21T07,62,3,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,8,0,0,1,7,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,1,1,0,0,17,0,0,0,0,0,0
2023-04-21T08,76,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,0,0,1,11,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,1,0,0,17,0,0,0,0,0,0
2023-04-21T09,82,2,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,5,0,0,1,9,0,0,0,0,0,0,1,0,0,4,5,0,0,1,0,0,1,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,3,0,0,1,1,0,0,15,0,0,0,0,0,0
2023-04-21T10,70,2,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,3,0,0,1,9,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,1,0,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,2,0,0,2,1,0,0,11,0,0,0,0,0,0
2023-04-21T11,82,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,1,12,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,3,0,0,0,6,0,0,11,0,0,0,0,0,0
2023-04-21T12,97,2,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,1,17,0,1,0,0,0,0,2,0,0,10,4,0,0,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,6,0,0,2,0,0,1,4,0,2,15,0,0,0,0,0,0
2023-04-21T13,112,4,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,10,1,0,1,18,0,0,0,0,0,0,4,0,0,8,5,0,0,6,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,5,5,0,0,5,0,0,1,5,0,0,13,0,0,0,0,0,0
2023-04-21T14,145,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,1,0,1,23,0,0,0,0,0,0,3,0,0,8,9,0,0,8,0,0,1,0,0,0,2,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,3,5,0,0,17,0,0,1,5,0,2,20,0,0,1,0,0,0
2023-04-21T15,152,2,0,1,1,0,0,0,0,0,0,0,2,0,2,1,0,5,0,0,1,24,0,0,0,0,0,0,4,0,0,10,11,0,0,7,0,0,1,1,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,11,0,0,2,7,0,1,21,0,0,1,0,0,0
2023-04-21T16,162,1,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,3,0,0,1,24,0,0,0,0,0,0,10,0,0,13,11,0,0,5,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,5,0,0,15,0,0,3,4,0,2,24,0,0,0,0,0,0
2023-04-21T17,168,1,0,0,1,1,0,0,0,2,0,0,2,0,3,1,1,3,0,0,1,32,0,0,0,0,0,0,11,0,0,14,10,0,0,1,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,6,0,0,12,0,0,1,3,0,1,26,0,0,0,0,0,0
2023-04-21T18,197,2,0,0,1,0,0,0,0,3,0,0,3,0,8,1,1,7,0,0,1,54,0,0,0,0,0,0,7,0,0,10,18,0,0,0,0,1,1,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,14,0,0,1,1,0,0,23,0,0,0,0,0,0
2023-04-21T19,180,3,0,0,0,0,0,0,0,3,0,0,1,0,7,1,1,1,0,0,1,39,1,0,0,0,0,0,7,0,1,15,16,0,0,1,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,3,6,0,0,9,0,0,1,2,0,1,23,0,0,0,0,0,0
2023-04-21T20,177,3,0,1,2,1,0,1,0,3,1,0,0,0,4,2,0,2,0,0,1,40,1,0,0,0,0,0,1,0,0,11,23,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5,6,0,0,6,0,0,2,1,0,0,29,0,0,0,0,0,0
2023-04-21T21,157,1,0,0,1,1,0,1,0,1,0,0,1,0,8,2,0,1,0,0,1,27,0,0,0,0,0,0,4,0,1,10,21,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,4,5,0,0,6,0,0,4,1,0,1,26,0,0,0,0,0,0
2023-04-21T22,131,2,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,14,0,0,1,15,0,0,0,0,0,0,5,0,1,6,13,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,3,6,0,0,0,0,0,1,2,0,0,32,0,1,0,0,0,0
2023-04-21T23,128,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,14,0,0,1,17,0,0,0,0,0,0,2,0,1,2,10,0,0,0,0,0,0,1,0,0,2,0,1,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,9,0,0,0,0,0,0,3,0,0,35,0,1,0,0,0,0
2023-04-22T00,96,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,15,0,0,2,9,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,3,0,0,29,0,0,0,0,0,0
2023-04-22T01,124,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,21,0,0,2,6,0,0,0,0,0,0,2,0,0,4,4,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,8,0,0,2,0,0,0,2,0,0,42,0,0,0,0,0,0
2023-04-22T02,111,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,0,0,1,5,1,0,0,0,0,0,3,0,0,2,3,0,0,6,0,0,0,2,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,2,0,0,33,0,0,0,0,0,0
2023-04-22T03,97,2,0,0,1,1,0,0,0,0,0,1,1,0,6,0,0,18,0,0,1,6,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,5,0,0,2,0,0,0,4,0,0,27,0,0,0,0,0,0
2023-04-22T04,71,1,0,0,0,2,0,0,0,0,0,1,0,0,6,0,0,8,0,0,1,6,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,1,0,0,1,1,0,0,21,0,0,0,0,0,0
2023-04-22T05,74,2,0,1,0,3,0,0,0,0,0,0,0,0,7,0,0,5,0,0,1,6,0,0,0,0,0,0,1,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,1,0,0,0,1,0,0,23,0,0,0,0,0,0
2023-04-22T06,77,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,9,0,0,1,7,0,0,0,0,0,0,2,0,0,5,3,0,0,6,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,2,0,0,0,2,0,0,14,0,0,0,0,0,0
2023-04-22T07,96,3,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,11,0,0,1,10,0,0,0,0,0,0,5,0,0,2,2,0,0,3,0,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,3,6,0,0,1,0,0,0,3,0,0,21,0,0,0,0,0,0
2023-04-22T08,89,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8,0,0,1,17,0,0,0,0,0,0,4,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,4,5,0,0,1,0,0,1,3,0,0,22,0,0,0,0,0,0
2023-04-22T09,110,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,0,1,10,0,0,0,0,0,0,5,0,0,3,6,0,0,5,0,0,1,1,0,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,7,0,0,2,0,0,2,4,0,0,23,0,0,0,0,0,0
2023-04-22T10,89,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,0,1,11,0,0,0,0,0,0,3,0,0,4,2,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,3,5,0,0,2,0,0,0,3,0,2,21,0,0,0,0,0,0
2023-04-22T11,98,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,13,0,0,1,13,0,0,0,0,0,0,4,0,0,4,4,0,0,2,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,3,5,0,0,4,0,0,0,3,0,0,12,0,0,0,0,0,0
2023-04-22T12,114,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,9,0,0,1,18,0,0,0,0,0,0,5,0,0,8,1,0,0,3,0,0,0,0,0,0,1,0,1,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,3,5,0,0,6,0,0,0,2,0,0,22,0,0,0,0,0,0
2023-04-22T13,138,3,0,0,0,0,0,0,0,2,0,0,2,0,4,3,0,7,1,0,1,19,0,0,0,0,0,0,3,0,0,10,5,0,0,5,0,0,0,0,7,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,8,0,0,1,3,0,0,22,0,0,0,0,0,0
2023-04-22T14,156,2,1,0,0,1,0,0,0,0,0,0,1,0,4,2,0,13,0,0,1,18,0,0,0,0,0,0,3,0,0,10,3,0,0,7,1,0,0,0,0,0,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,6,0,0,15,0,0,0,3,0,0,37,0,0,0,0,0,0
2023-04-22T15,152,1,0,0,0,1,1,0,0,0,0,0,0,0,5,2,0,11,0,0,1,24,0,0,0,0,0,0,2,0,0,18,5,0,0,4,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,3,5,0,0,9,0,0,1,4,0,0,25,0,0,0,0,0,0
2023-04-22T16,150,2,0,0,0,0,1,0,0,1,0,0,2,0,2,1,0,8,0,0,1,23,0,0,0,0,0,0,5,0,0,8,6,0,0,1,0,0,1,0,0,0,1,0,1,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,5,0,0,4,6,0,0,7,0,0,1,5,0,0,35,0,0,0,0,0,0
2023-04-22T17,174,2,0,1,1,0,1,0,0,5,1,0,3,0,1,0,0,5,0,0,1,34,0,0,0,0,0,0,11,0,0,8,13,0,0,0,0,0,0,1,0,0,1,0,0,14,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,3,0,1,0,0,0,0,6,0,0,3,6,0,0,10,0,0,0,4,0,0,25,0,0,0,0,0,0
2023-04-22T18,186,2,0,3,0,0,1,0,0,4,0,0,1,0,7,0,0,3,0,0,1,41,0,0,0,0,0,0,13,0,0,8,16,0,0,0,0,0,0,1,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,3,0,1,1,0,0,0,4,0,0,2,7,0,0,2,0,0,1,2,0,0,33,0,0,0,0,0,0
2023-04-22T19,171,1,0,2,0,0,1,0,0,2,0,0,2,0,8,0,0,6,0,0,1,42,0,0,0,0,0,0,7,0,0,10,14,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,7,0,0,3,0,0,0,4,0,0,27,0,0,0,0,0,0
2023-04-22T20,157,3,0,1,0,0,1,0,0,1,0,0,1,0,6,0,0,3,0,0,1,28,1,0,0,0,0,0,2,0,0,5,14,0,0,0,0,0,1,1,0,0,0,0,0,14,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,1,4,0,3,39,0,0,0,0,0,0
2023-04-22T21,160,1,0,2,0,0,1,0,0,0,0,0,1,0,5,4,0,3,1,0,1,29,1,0,0,0,0,1,2,0,0,7,14,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,2,7,0,0,1,0,0,0,3,0,1,39,0,0,0,0,0,0
2023-04-22T22,121,1,0,2,0,0,1,0,0,0,0,0,1,0,5,2,0,6,0,0,1,13,0,0,1,0,0,0,2,0,0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0
2023-04-22T23,107,3,0,1,0,0,1,0,0,0,0,0,0,0,9,1,0,3,0,0,1,17,1,0,0,0,0,0,2,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0
