bucket,total,--,AD,AE,AM,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GM,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KR,KZ,LB,LT,LU,LV,MA,MC,MD,MK,MM,MN,MO,MT,MX,MY,MZ,NA,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,TH,TM,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZW
2023-05-23T03,61,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,1,0,5,1,0,0,5,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
2023-05-23T04,76,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0,1,17,0,0,0,0,0,0
2023-05-23T05,89,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,2,0,0,22,0,0,0,1,0,0
2023-05-23T06,92,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,1,0,0,2,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,8,0,0,2,0,0,0,1,0,0,23,0,0,0,0,1,0
2023-05-23T07,89,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,9,2,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,1,0,0,22,0,0,0,0,0,0
2023-05-23T08,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,18,0,0,0,10,0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,4,0,0,0,1,0,2,17,0,0,0,1,0,0
2023-05-23T09,103,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0,22,0,0,0,7,0,0,0,0,0,0,1,0,0,8,2,0,0,0,1,0,0,2,0,0,2,0,0,5,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,1,0,2,0,1,21,0,0,0,1,0,0
2023-05-23T10,91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0,0,7,1,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,9,0,0,3,0,1,0,1,0,0,24,0,0,0,0,0,0
2023-05-23T11,96,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,3,9,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,12,0,2,0,8,0,0,13,0,0,0,0,0,0
2023-05-23T12,97,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,6,0,0,0,9,0,1,0,0,0,0,1,0,0,6,4,0,0,1,6,0,0,3,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,8,0,0,0,6,0,0,14,0,0,0,0,0,0
2023-05-23T13,102,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,10,0,0,0,9,0,0,0,0,0,0,1,0,0,3,6,0,0,0,6,0,0,1,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,12,0,0,0,7,0,0,13,0,0,0,0,0,0
2023-05-23T14,115,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,9,0,0,1,14,0,0,0,0,0,0,2,0,0,4,4,0,0,0,4,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,0,0,0,16,0,0,16,0,0,0,1,0,0
2023-05-23T15,138,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,23,0,0,0,0,0,0,3,0,0,14,7,0,0,0,4,0,0,0,0,0,1,0,0,10,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,8,0,0,13,0,0,0,8,0,0,16,0,0,0,0,0,0
2023-05-23T16,146,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,34,0,0,0,0,0,0,6,0,0,19,6,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,11,0,0,0,8,0,1,12,0,0,0,0,0,0
2023-05-23T17,171,5,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,4,1,0,0,0,6,0,0,0,41,0,0,0,0,0,0,6,0,0,7,13,0,0,0,1,0,1,0,0,0,0,0,0,5,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,6,0,0,14,0,2,0,5,0,3,24,0,0,0,0,0,0
2023-05-23T18,180,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,10,0,0,3,59,0,0,0,0,0,0,6,0,0,11,9,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,5,0,0,6,0,1,0,2,0,0,17,0,0,0,0,0,0
2023-05-23T19,185,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,2,0,10,0,0,0,46,0,0,0,0,0,0,6,0,0,18,14,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,6,0,0,4,0,2,0,4,0,0,21,0,0,0,1,0,0
2023-05-23T20,167,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,1,0,10,1,0,1,33,1,0,0,0,0,0,3,0,0,13,15,0,0,0,2,0,0,0,0,0,0,0,0,18,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,2,5,0,0,3,0,1,0,3,0,1,19,0,0,0,0,1,0
2023-05-23T21,133,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,1,0,1,0,8,1,0,0,22,1,0,0,0,0,0,2,0,0,8,7,0,0,0,2,0,0,0,0,0,0,0,0,13,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,1,2,0,0,0,2,0,0,25,0,0,0,0,2,0
2023-05-23T22,116,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,0,0,9,0,0,1,14,0,0,0,0,0,0,3,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,6,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,7,0,0,1,0,0,0,2,0,0,18,0,0,0,0,1,0
2023-05-23T23,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,3,0,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,2,0,0,36,0,0,0,0,0,0
2023-05-24T00,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,1,0,0,0,2,0,0,31,0,0,0,0,0,0
2023-05-24T01,83,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,11,0,0,0,3,0,0,0,0,0,0,1,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,3,0,1,26,0,0,0,1,0,0
2023-05-24T02,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0
2023-05-24T03,74,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,13,0,0,0,3,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,27,0,0,0,2,0,0
2023-05-24T04,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,1,0,0,0,2,0,1,14,0,0,0,0,0,0
2023-05-24T05,99,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,1,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,2,0,0,0,1,1,0,0,2,0,0,0,1,6,0,0,1,0,0,0,3,0,1,25,0,0,0,0,0,0
2023-05-24T06,107,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5,0,0,0,0,22,0,0,0,7,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,1,0,1,0,5,0,0,0,0,5,0,0,0,1,0,0,3,0,0,28,0,0,0,2,0,0
2023-05-24T07,78,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,21,0,0,0,12,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,1,0,0,12,0,0,0,1,0,0
2023-05-24T08,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,24,0,0,0,9,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,5,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,2,0,2,12,0,0,0,1,1,0
2023-05-24T09,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,32,0,1,0,8,0,0,0,0,1,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,4,0,0,0,3,0,2,17,0,0,0,1,0,0
2023-05-24T10,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,8,0,0,0,10,0,0,0,0,0,0,1,1,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,2,0,0,0,3,0,2,19,0,0,0,0,0,0
2023-05-24T11,104,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,10,1,0,0,6,0,0,0,0,0,0,2,0,0,1,5,0,0,1,4,0,0,0,0,0,0,0,1,4,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,1,9,0,0,4,0,1,0,2,0,3,18,0,0,0,0,0,0
2023-05-24T12,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,11,0,0,0,12,1,1,0,0,0,0,1,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,1,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2,9,0,0,4,0,0,0,3,0,2,27,0,1,0,0,0,0
2023-05-24T13,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,15,0,0,0,10,0,0,0,0,0,0,1,0,0,2,3,0,0,1,13,1,0,0,0,0,0,0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,6,0,1,13,0,2,0,10,0,2,26,0,0,0,1,0,0
2023-05-24T14,154,3,0,1,0,0,0,3,1,0,0,0,0,0,0,3,0,2,1,0,0,0,17,0,0,0,17,0,0,0,0,0,0,3,0,0,7,7,0,0,0,5,1,1,0,0,0,1,0,0,6,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,13,0,0,0,4,0,5,25,0,0,0,0,0,0
2023-05-24T15,155,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,9,0,0,0,24,0,0,0,0,2,0,4,1,0,5,7,0,0,0,4,1,0,0,0,0,2,0,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,8,0,0,14,0,1,0,6,0,0,21,0,0,0,0,0,0
2023-05-24T16,165,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,0,0,0,37,0,0,0,0,1,0,2,1,0,13,5,0,0,0,2,2,0,0,0,0,2,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,7,0,0,13,0,2,0,3,0,0,18,0,0,0,0,0,0
2023-05-24T17,155,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,19,0,0,0,34,0,0,0,0,0,0,6,0,0,9,7,0,0,1,1,1,1,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,5,0,0,6,0,2,0,1,0,0,16,0,0,0,0,0,0
2023-05-24T18,206,4,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,4,1,0,1,0,19,0,0,0,55,1,1,0,0,0,0,7,0,0,9,17,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,2,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,6,0,0,5,0,2,0,1,0,1,22,0,0,0,0,0,0
2023-05-24T19,205,4,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,6,0,0,2,0,24,0,0,0,38,1,0,0,0,0,0,7,0,0,14,10,0,0,0,1,1,0,0,0,0,1,0,0,20,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,5,0,0,4,0,2,0,1,0,0,23,0,0,0,0,0,0
2023-05-24T20,203,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,6,3,0,1,0,22,0,0,1,23,0,0,0,0,0,0,2,0,0,17,14,0,0,0,2,0,0,1,1,0,6,0,0,20,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,7,0,0,3,0,1,0,2,1,0,26,0,0,2,1,0,0
2023-05-24T21,174,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,10,2,0,0,0,22,0,0,0,22,0,0,0,2,0,0,2,0,0,7,10,0,0,0,1,0,0,1,1,0,6,0,0,11,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,1,6,0,0,1,0,1,0,1,0,0,32,0,0,1,2,0,0
2023-05-24T22,111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,4,0,11,0,0,0,14,0,0,0,2,0,0,1,0,0,2,11,0,0,0,0,0,0,1,2,0,1,0,0,11,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,18,0,0,0,1,0,0
2023-05-24T23,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,2,0,10,0,0,0,6,0,0,0,0,0,0,2,0,0,3,9,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,1,0,1,0,2,24,0,0,0,2,0,0
2023-05-25T00,121,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23,0,0,1,0,11,1,0,0,9,0,0,0,2,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,6,0,1,0,0,0,0,1,0,2,32,0,0,0,1,0,0
2023-05-25T01,95,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,0,0,0,10,1,0,0,8,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,3,30,0,0,0,0,0,0
2023-05-25T02,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,0,10,0,0,0,6,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,1,0,0,0,1,0,3,37,0,0,0,0,0,0
2023-05-25T03,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,1,0,0,28,0,0,0,1,0,0
2023-05-25T04,73,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,2,0,2,22,0,0,0,1,0,0
2023-05-25T05,66,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,2,0,1,12,0,0,0,0,1,0
2023-05-25T06,82,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,7,1,0,0,6,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,1,0,0,2,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,2,0,0,0,1,0,1,16,0,0,1,0,0,0
2023-05-25T07,99,7,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,3,0,0,1,0,10,1,0,0,16,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,8,0,0,1,0,1,0,1,0,3,14,0,0,1,0,0,0
2023-05-25T08,79,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,1,0,10,1,0,0,10,0,0,0,0,0,0,1,0,0,1,2,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,6,0,0,2,0,1,0,1,0,1,13,0,0,0,0,0,0
2023-05-25T09,105,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,2,0,0,2,5,0,0,1,3,0,0,0,0,0,0,0,0,3,1,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,7,0,1,2,0,0,0,1,0,0,22,0,0,0,2,0,0
2023-05-25T10,112,1,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,12,0,0,1,0,1,0,1,0,1,2,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,12,0,0,3,0,1,0,3,0,1,18,0,0,1,0,0,1
2023-05-25T11,111,5,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,14,0,0,0,11,0,0,0,0,0,0,1,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,2,0,0,0,5,0,1,18,0,0,1,0,0,1
2023-05-25T12,103,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,0,0,0,8,0,1,0,0,0,0,1,0,0,5,1,0,0,2,12,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,6,0,0,0,8,0,1,14,0,0,0,0,0,1
2023-05-25T13,128,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,0,0,1,13,2,0,0,0,0,0,1,0,1,5,4,0,0,2,21,0,0,0,0,0,1,0,0,5,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,14,0,0,0,5,0,0,13,0,0,0,0,0,0
2023-05-25T14,109,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,8,0,0,1,8,0,0,0,0,0,0,2,0,1,5,5,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,0,13,0,1,0,8,0,0,16,0,0,0,0,0,0
2023-05-25T15,138,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,2,1,0,0,0,12,0,0,0,18,0,0,0,0,0,0,5,0,1,7,8,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,1,7,0,0,14,0,0,0,8,0,0,15,0,0,0,0,0,0
