bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MC,MD,MK,MM,MO,MW,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PT,PY,QA,RO,RU,RW,SA,SC,SE,SG,SI,SK,TG,TH,TL,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VI,VN,ZA,ZM
2023-12-07T18,208,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,25,1,0,0,0,0,0,3,1,11,22,0,1,2,0,0,0,6,0,1,0,1,0,11,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,3,0,0,0,3,3,0,0,0,2,5,0,0,0,9,0,0,0,2,0,0,65,0,0,0,0,1,0,0
2023-12-07T19,187,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,2,1,0,0,0,6,0,0,0,1,47,0,0,0,0,0,0,2,0,6,27,0,1,0,0,0,0,0,0,0,0,1,0,8,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,6,0,0,0,2,1,0,0,0,5,6,0,0,0,7,0,0,1,2,0,0,30,0,0,0,0,2,0,0
2023-12-07T20,162,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0,3,0,10,25,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,6,0,0,0,0,1,0,0,0,3,6,0,0,0,7,0,0,1,1,0,0,33,0,0,0,0,2,1,0
2023-12-07T21,128,0,0,0,2,2,0,0,0,0,2,0,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,1,0,9,15,0,0,1,0,0,0,5,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,6,0,0,0,3,0,0,0,2,0,0,22,0,0,0,0,0,0,0
2023-12-07T22,130,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12,1,0,1,0,2,0,0,0,0,21,0,0,0,0,0,0,2,0,7,14,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,4,2,0,0,0,1,0,0,0,3,5,0,0,0,2,0,0,0,2,0,0,21,0,0,0,0,1,0,0
2023-12-07T23,115,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,1,0,5,11,0,0,1,0,0,1,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,2,5,0,0,0,3,0,0,1,1,0,0,37,0,0,0,0,0,0,0
2023-12-08T00,130,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,15,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,1,0,4,8,0,0,2,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,0,0,51,0,0,0,0,1,0,0
2023-12-08T01,94,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,0
2023-12-08T02,131,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0,1,0,0,67,0,0,0,0,0,0,0
2023-12-08T03,105,2,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,6,0,0,0,0,4,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,6,0,0,0,2,0,0,0,1,0,1,40,0,0,0,0,1,0,0
2023-12-08T04,74,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,11,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,27,0,0,0,0,2,0,0
2023-12-08T05,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,1,7,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,2,0,1,45,0,0,0,0,0,0,0
2023-12-08T06,76,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-12-08T07,81,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0
2023-12-08T08,86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,6,0,1,0,0,0,0,3,0,3,2,0,0,0,0,0,0,5,0,1,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,2,0,0
2023-12-08T09,79,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,11,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,7,0,0,0,1,0,0,0,1,1,0,20,0,0,0,0,2,0,0
2023-12-08T10,89,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,7,0,1,0,0,0,0,1,0,2,5,0,0,5,0,0,0,0,0,1,0,1,0,6,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,6,1,0,1,0,1,0,1,0,0,0,2,1,0,0,0,1,6,0,0,0,3,0,0,0,2,1,0,18,0,0,0,0,1,0,0
2023-12-08T11,105,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0,0,0,1,1,0,4,0,2,2,0,0,18,0,0,2,0,0,3,0,1,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,7,0,0,0,3,0,0,0,3,0,0,16,0,0,0,0,0,1,0
2023-12-08T12,131,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,10,0,0,0,0,10,0,0,0,1,2,0,3,0,8,5,0,0,5,0,0,0,0,0,3,0,0,0,5,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,5,0,0,0,9,0,0,0,5,0,0,30,0,0,0,0,0,0,0
2023-12-08T13,107,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,14,0,0,0,1,0,0,2,0,6,2,0,0,2,0,0,0,3,0,1,0,0,0,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,5,0,0,0,9,0,0,0,3,0,1,22,0,0,0,0,0,1,0
2023-12-08T14,136,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,1,1,8,4,0,0,3,0,0,0,0,0,3,0,0,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,15,0,0,1,6,0,1,26,0,0,0,0,0,0,0
2023-12-08T15,148,2,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,3,3,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,4,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,10,0,0,0,23,0,0,0,2,0,1,23,0,0,0,0,1,0,0
2023-12-08T16,195,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,9,0,0,0,0,26,1,1,0,0,2,0,2,1,8,13,0,0,0,0,0,0,0,0,3,0,0,0,19,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,1,0,3,0,0,0,1,3,0,0,0,2,9,0,0,0,27,0,0,0,1,0,0,31,0,0,1,0,2,0,0
2023-12-08T17,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,0,16,0,0,0,0,1,0,2,2,6,8,0,0,0,0,0,1,0,0,4,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,7,0,0,2,0,0,0,5,1,1,0,3,2,0,0,0,0,6,0,0,0,17,0,0,0,3,0,0,23,0,0,1,0,1,0,0
2023-12-08T18,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,28,0,0,0,0,0,0,3,4,5,10,0,0,1,0,0,1,0,0,1,0,1,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,14,1,0,0,0,0,0,4,2,1,0,1,2,0,0,0,0,5,0,0,0,8,0,0,0,3,0,0,46,0,0,0,0,0,0,0
2023-12-08T19,144,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,4,0,0,0,0,29,0,0,0,0,0,0,4,1,6,16,0,0,0,0,0,0,1,1,1,0,0,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,9,0,0,0,8,0,0,0,1,0,0,19,0,0,0,0,0,0,0
2023-12-08T20,146,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,2,0,0,0,5,0,0,0,0,22,0,0,0,0,0,0,4,0,9,12,0,0,1,0,0,0,0,0,0,0,0,0,10,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,1,0,0,0,4,0,0,0,1,1,0,0,0,2,5,0,0,0,5,0,0,1,1,0,0,26,0,0,0,0,0,1,0
2023-12-08T21,152,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,22,0,0,0,0,0,0,1,1,10,15,0,0,0,0,0,1,0,0,1,0,1,0,12,0,7,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,2,1,0,0,35,0,0,0,0,0,0,0
2023-12-08T22,149,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,5,0,0,0,2,13,0,0,0,0,0,0,0,1,12,16,0,0,3,0,0,1,0,0,1,0,1,0,9,0,8,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,1,0,0,40,2,0,0,0,0,0,0
2023-12-08T23,118,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,2,1,7,13,0,0,1,0,0,0,3,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,1,1,0,0,26,0,0,0,0,0,0,0
2023-12-09T00,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,1,0,7,11,0,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0,27,0,0,0,0,1,0,0
2023-12-09T01,95,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,6,6,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,2,0,0
2023-12-09T02,100,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,2,0,1,2,0,1,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,7,0,0,0,3,0,0,0,1,0,0,34,0,0,0,0,0,0,0
2023-12-09T03,102,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,44,0,0,0,0,2,0,0
2023-12-09T04,103,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,2,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,4,0,0,32,0,0,0,0,1,0,0
2023-12-09T05,101,1,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,7,0,0,0,0,23,0,0,0,0,4,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,1,6,0,0,0,2,0,0,0,2,0,0,30,0,0,0,0,0,1,0
2023-12-09T06,84,2,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,2,0,0,0,3,0,0,26,0,0,0,0,1,2,0
2023-12-09T07,100,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,1,20,0,0,0,0,6,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,2,0,1,0,0,3,0,0,0,1,7,0,0,0,0,0,0,0,3,1,1,25,0,0,0,0,1,0,0
2023-12-09T08,109,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,1,0,1,7,0,0,1,0,0,0,0,0,1,0,0,0,2,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,1,5,0,0,0,1,6,0,0,0,1,0,0,0,2,1,0,18,0,0,0,0,1,0,0
2023-12-09T09,115,2,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,18,0,0,0,0,8,0,0,0,0,0,0,1,0,6,4,0,0,1,0,0,0,0,0,2,0,1,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,1,6,0,0,0,3,0,0,0,2,0,0,25,0,0,0,0,0,0,0
2023-12-09T10,94,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,1,6,0,0,0,1,0,0,0,3,0,0,24,0,0,0,0,0,0,0
2023-12-09T11,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,10,0,0,0,0,0,0,2,0,6,7,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,1,0,0,1,2,0,0,0,1,6,0,0,0,4,0,0,0,8,0,0,21,0,0,0,0,1,0,0
2023-12-09T12,107,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,1,0,3,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,1,5,0,0,0,9,0,0,0,3,0,0,19,0,0,0,0,1,1,0
2023-12-09T13,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,13,1,0,0,0,0,0,2,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,2,0,0,0,1,1,1,0,0,3,5,0,0,0,11,0,0,0,5,0,0,27,0,0,0,0,2,0,0
2023-12-09T14,128,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,10,0,0,0,1,7,1,0,0,0,0,0,2,0,9,6,0,0,3,0,0,0,0,0,0,0,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,13,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,3,5,0,0,0,12,0,0,1,4,0,0,26,0,0,0,0,0,0,0
2023-12-09T15,138,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,7,0,0,0,1,13,0,0,0,0,0,0,1,0,10,10,0,0,4,1,0,0,0,0,2,1,2,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,4,6,0,0,0,9,0,0,0,4,0,0,19,0,0,0,0,1,0,0
2023-12-09T16,151,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,1,15,0,0,0,0,0,0,2,0,13,13,0,0,0,0,1,0,0,0,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,4,6,0,0,0,9,0,0,0,5,0,0,26,0,0,0,0,0,0,0
2023-12-09T17,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,4,0,0,0,0,14,0,0,0,0,0,0,5,0,9,9,0,0,0,0,1,0,0,0,1,1,0,0,17,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,3,5,0,0,0,14,0,1,0,3,0,0,18,0,0,0,0,1,0,0
2023-12-09T18,167,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,10,0,0,0,0,19,0,0,0,0,0,0,2,1,6,7,1,0,0,0,1,0,0,0,2,0,0,0,18,0,4,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,1,0,0,0,1,0,2,0,0,0,4,3,0,0,0,5,5,0,0,0,10,0,0,3,5,0,0,33,0,0,0,0,1,0,0
2023-12-09T19,170,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,8,0,0,0,0,26,1,0,0,0,0,0,4,0,7,19,0,0,3,0,1,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,0,4,0,0,0,1,2,0,0,0,4,6,0,0,0,11,0,0,3,3,1,0,28,0,0,0,0,0,0,0
2023-12-09T20,155,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,4,1,0,0,0,12,0,0,0,0,23,1,0,0,0,0,0,3,0,6,15,0,0,0,0,1,0,0,0,0,0,1,0,12,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,6,0,0,0,2,1,0,0,0,1,5,0,0,0,6,0,0,1,2,1,1,27,0,0,0,0,1,0,0
2023-12-09T21,128,1,0,0,0,2,0,0,0,1,0,1,0,0,2,0,0,2,1,0,0,0,11,0,0,0,0,17,0,0,0,0,0,0,2,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,2,0,0,0,1,2,0,0,0,4,5,0,0,0,1,0,0,1,2,1,0,22,0,0,0,0,0,0,0
2023-12-09T22,149,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2,0,1,0,19,0,0,0,1,23,0,0,0,0,0,0,2,0,5,12,0,0,3,0,0,0,0,0,0,0,0,0,13,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,1,0,3,0,0,0,0,2,1,0,0,3,5,0,0,0,1,0,0,1,1,0,0,19,0,0,0,0,1,1,0
2023-12-09T23,136,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,1,0,5,9,0,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,6,0,0,0,3,0,0,0,1,0,0,33,0,0,0,0,0,0,0
