bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MC,MD,MK,MM,MO,MW,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PT,PY,QA,RO,RU,RW,SA,SC,SE,SG,SI,SK,TG,TH,TL,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VI,VN,ZA,ZM
2023-12-05T06,53,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0,18,0,0,0,0,0,0,0
2023-12-05T07,77,4,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,6,0,0,0,2,1,0,0,4,0,0,23,0,0,0,0,0,0,0
2023-12-05T08,90,1,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,1,6,0,0,0,3,1,0,0,1,0,0,26,0,0,0,0,0,0,0
2023-12-05T09,85,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0
2023-12-05T10,72,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,3,2,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,3,0,0,0,1,0,0,20,0,0,0,0,0,0,0
2023-12-05T11,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,2,0,2,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,5,0,0,0,3,0,0,0,8,0,0,18,0,0,0,0,0,0,0
2023-12-05T12,91,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,2,0,3,2,0,0,2,0,0,0,0,0,2,0,1,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,9,0,0,0,8,0,0,13,0,0,0,0,0,0,0
2023-12-05T13,94,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,5,0,0,0,13,0,0,0,8,0,0,21,0,0,0,0,0,0,0
2023-12-05T14,92,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,1,9,0,0,0,0,11,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,6,0,0,0,17,0,0,0,2,0,0,16,0,0,0,0,0,0,0
2023-12-05T15,110,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,9,0,0,0,0,16,2,0,0,0,0,0,2,1,4,6,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,6,0,0,0,15,0,0,0,2,0,3,19,0,0,0,0,0,0,0
2023-12-05T16,136,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,9,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,2,6,0,0,0,17,0,0,0,2,0,2,19,0,0,0,0,0,0,0
2023-12-05T17,144,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,28,1,0,0,0,0,0,0,0,13,6,0,0,0,0,1,0,0,1,2,0,1,0,19,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,6,5,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,0,0,0
2023-12-05T18,179,1,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,8,2,0,0,0,17,0,0,0,0,45,1,0,0,0,0,0,1,0,11,14,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,5,0,0,0,5,0,0,0,1,0,1,24,0,0,0,0,0,0,0
2023-12-05T19,159,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,5,1,0,1,0,18,0,0,0,0,38,1,0,0,0,0,0,1,1,6,9,0,0,3,0,0,0,2,0,0,0,2,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,6,0,1,1,2,0,0,2,1,0,0,27,0,0,0,0,0,0,0
2023-12-05T20,148,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,9,0,0,0,0,34,0,0,0,0,0,0,1,0,6,15,0,0,1,0,0,0,2,0,0,0,2,0,11,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,1,1,3,0,0,0,2,7,0,1,0,3,0,0,2,0,0,0,19,0,0,0,0,0,0,0
2023-12-05T21,146,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,10,0,0,0,0,19,0,0,0,0,0,0,1,0,10,13,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,3,2,0,0,1,3,0,0,0,1,5,0,0,0,3,0,0,2,2,0,0,26,0,0,0,0,0,0,0
2023-12-05T22,119,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,2,1,7,14,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,5,0,2,0,0,0,0,1,0,0,1,22,0,0,0,0,1,0,0
2023-12-05T23,123,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,8,1,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,2,1,4,5,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,5,0,3,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0
2023-12-06T00,131,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,1,0,5,8,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,3,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,0
2023-12-06T01,126,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,14,1,0,0,0,15,1,0,0,0,5,0,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,4,0,1,0,1,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,41,0,0,0,0,1,0,0
2023-12-06T02,88,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,14,1,0,0,0,3,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,1,0,2,32,0,0,0,0,0,0,0
2023-12-06T03,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,4,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
2023-12-06T04,86,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0
2023-12-06T05,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,1,2,0,0,30,0,0,0,0,0,0,0
2023-12-06T06,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,6,0,0,0,2,7,0,0,0,1,0,0,0,2,0,0,20,0,0,0,0,0,0,0
2023-12-06T07,74,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0
2023-12-06T08,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0
2023-12-06T09,74,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,5,0,0,0,0,0,1,1,0,0,0,17,0,0,0,0,0,0,0
2023-12-06T10,77,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,3,2,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,5,0,0,0,1,0,1,0,4,0,0,17,0,0,0,0,1,0,0
2023-12-06T11,75,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,8,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,1,0,0,1,8,0,0,0,3,0,0,1,7,0,0,10,0,0,1,0,1,0,0
2023-12-06T12,98,2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,14,0,0,0,0,0,0,2,0,3,4,0,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,11,0,0,0,5,0,0,1,4,0,1,20,0,0,1,0,0,0,0
2023-12-06T13,117,3,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,3,1,0,0,0,14,0,0,0,0,0,0,0,0,5,2,0,0,4,0,1,0,6,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,7,0,0,0,7,0,0,0,7,0,0,30,0,0,1,0,1,0,0
2023-12-06T14,125,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,1,7,0,0,0,0,17,0,0,0,0,0,0,0,0,5,6,1,0,10,0,0,0,1,0,2,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,7,0,0,0,13,0,0,0,3,0,0,26,0,0,0,0,0,0,0
2023-12-06T15,99,3,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,4,5,0,0,0,14,0,0,0,6,0,0,12,0,0,0,0,0,0,0
2023-12-06T16,146,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,7,0,0,0,0,25,0,0,0,0,0,0,1,0,5,7,0,0,1,0,0,1,3,0,1,0,0,0,10,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,5,5,0,0,0,14,0,0,0,3,0,0,28,0,0,0,0,0,0,0
2023-12-06T17,153,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,1,0,6,7,0,0,1,0,0,1,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,7,7,0,0,0,7,0,0,1,4,0,0,43,0,0,0,0,0,0,0
2023-12-06T18,179,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,1,6,0,0,0,0,38,1,0,0,0,0,0,3,0,6,15,0,0,1,0,0,0,0,1,1,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,0,0,0,0,2,0,0,0,2,3,0,0,0,3,6,0,0,0,8,0,0,1,2,0,0,29,0,0,0,0,1,0,0
2023-12-06T19,158,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,0,3,0,0,0,0,32,0,0,0,0,0,0,5,0,7,16,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,5,0,0,0,2,0,0,1,2,0,0,37,0,0,0,0,0,0,0
2023-12-06T20,149,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,9,1,0,0,0,5,0,0,0,0,25,0,0,0,0,0,0,1,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,5,1,0,0,2,1,0,0,0,4,5,0,0,0,1,0,0,2,0,0,0,27,0,0,0,0,0,0,0
2023-12-06T21,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0,0,10,14,0,0,1,0,0,0,4,1,1,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,13,1,0,0,0,1,2,2,1,0,0,1,2,0,0,0,1,8,0,0,0,1,0,0,1,2,0,0,30,0,0,0,0,0,0,0
2023-12-06T22,136,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4,2,0,1,0,4,0,0,0,0,18,0,0,0,0,0,0,1,0,8,16,0,0,1,0,0,0,0,0,1,0,0,0,16,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,1,1,3,3,0,0,0,1,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,26,0,0,0,0,0,0,0
2023-12-06T23,112,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,2,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,30,0,0,0,0,2,0,0
2023-12-07T00,126,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,13,1,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,1,0,4,7,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,9,0,0,0,1,0,0,0,2,0,1,45,0,0,0,0,1,0,0
2023-12-07T01,99,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,16,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,2,0,0,0,1,0,0,37,0,0,0,0,0,0,0
2023-12-07T02,102,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,1,5,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,6,0,0,0,1,0,0,0,1,0,0,40,0,0,0,0,1,0,0
2023-12-07T03,94,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,1,0,0
2023-12-07T04,84,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,45,0,0,0,0,0,0,0
2023-12-07T05,63,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,0,2,0,0,24,0,0,0,0,0,1,0
2023-12-07T06,84,2,0,0,1,1,1,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,1,0,1,2,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,28,0,0,0,0,1,0,0
2023-12-07T07,87,2,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,2,0,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,3,0,0,1,3,0,0,29,0,0,0,0,2,0,0
2023-12-07T08,83,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,2,0,1,0,4,0,0,0,0,2,0,0,0,0,7,0,0,0,2,0,0,0,3,0,0,17,0,0,0,0,1,0,0
2023-12-07T09,68,1,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,2,0,0,2,2,0,0,16,0,0,0,0,1,0,0
2023-12-07T10,68,2,1,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,3,0,0,1,2,0,0,17,0,0,0,0,0,0,0
2023-12-07T11,78,3,1,0,0,0,1,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,1,0,2,4,1,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,2,0,0,15,0,0,0,0,0,0,0
2023-12-07T12,91,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,1,4,7,0,0,7,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,0,0,0,3,0,0,0,5,0,0,23,0,0,0,0,0,0,0
2023-12-07T13,101,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,8,1,0,0,0,0,0,2,0,4,7,0,0,7,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,7,0,0,0,9,0,0,0,11,0,0,11,0,0,0,0,0,0,0
2023-12-07T14,121,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,8,0,0,0,1,16,1,0,0,0,0,0,0,0,9,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,1,8,0,0,0,11,0,0,0,9,0,0,18,0,0,0,0,0,0,0
2023-12-07T15,149,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,10,0,0,0,0,23,2,0,0,0,0,0,2,1,4,9,0,0,2,0,0,0,8,0,1,0,1,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,5,0,0,0,12,0,0,0,5,0,0,36,0,0,0,0,0,1,0
2023-12-07T16,149,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,30,0,0,0,0,0,0,2,0,3,12,0,0,4,0,0,0,0,0,2,0,1,0,10,0,5,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,1,0,0,0,1,3,0,0,0,1,5,0,0,0,8,0,0,0,6,0,0,24,0,0,0,0,0,0,0
2023-12-07T17,170,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,3,0,0,0,0,21,2,0,0,0,0,0,2,0,14,14,0,0,2,0,1,1,0,0,0,0,0,0,10,0,3,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,3,0,0,0,2,4,0,0,0,1,5,0,0,0,8,0,0,0,2,0,0,47,0,0,0,0,0,0,0
