bucket,total,--,AE,AL,AR,AT,AU,AZ,BA,BD,BE,BG,BR,BY,CA,CH,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,EC,EE,EG,ES,ET,FI,FR,GB,GH,GR,HK,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KR,KZ,LB,LT,LU,LV,MA,MK,MM,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SV,SY,TH,TN,TR,TW,UA,US,UY,VN,ZA,ZM
2023-09-05T12,89,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,1,0,1,0,0,2,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,8,0,0,0,0,2,0,0,10,0,19,0,0,0,0
2023-09-05T13,118,3,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,4,0,0,0,0,0,10,0,0,0,0,1,0,1,9,5,0,1,5,0,1,0,0,0,0,0,0,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,2,6,0,0,0,0,8,0,0,8,1,16,0,0,0,0
2023-09-05T14,136,1,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,4,0,0,0,0,0,11,0,0,0,0,1,0,1,5,2,0,0,3,0,2,0,0,6,0,0,0,10,1,0,1,1,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,17,0,1,7,0,40,0,0,0,0
2023-09-05T15,131,3,0,0,0,1,0,0,1,0,0,0,2,0,4,1,0,0,2,0,0,0,0,0,11,0,0,0,0,4,0,0,10,5,0,0,2,0,2,6,0,0,0,1,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,11,0,0,0,0,13,0,0,9,0,20,0,1,0,0
2023-09-05T16,149,3,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,12,0,0,0,0,0,19,3,0,0,0,0,0,0,15,7,0,0,1,0,1,0,0,1,0,0,0,13,1,0,3,0,0,1,0,2,0,0,0,0,0,0,8,1,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,4,5,2,0,0,0,16,0,0,4,0,14,0,0,0,0
2023-09-05T17,204,2,0,0,0,0,0,0,1,0,2,0,2,0,6,0,0,0,19,0,0,0,0,0,35,1,0,0,0,2,0,0,10,15,0,0,2,1,0,0,0,1,0,0,0,18,1,0,2,0,0,1,0,2,1,1,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,5,1,0,0,0,18,0,1,4,0,29,0,0,1,0
2023-09-05T18,256,7,0,0,0,0,0,0,1,0,1,0,2,0,7,2,0,0,16,0,0,0,0,0,56,0,0,0,0,7,0,0,9,17,0,0,2,0,0,0,0,0,0,0,0,7,11,0,1,0,0,2,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,3,6,0,0,0,0,13,0,2,1,0,50,0,0,1,0
2023-09-05T19,228,3,0,0,2,0,0,0,1,1,2,0,2,0,6,1,0,0,14,0,0,0,0,0,33,0,0,0,0,5,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,8,13,0,2,0,0,2,0,0,0,0,0,1,0,0,20,1,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,2,6,0,0,0,0,11,0,1,1,1,49,0,1,0,0
2023-09-05T20,191,1,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,14,0,0,0,0,0,20,0,0,0,0,1,0,0,10,8,0,0,1,0,0,0,0,0,1,0,0,17,0,0,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,6,0,0,0,0,10,0,1,1,0,74,0,0,0,0
2023-09-05T21,139,1,0,0,1,0,1,0,1,0,0,0,0,0,8,0,1,0,15,0,0,0,0,0,16,0,0,0,0,1,0,0,7,11,0,0,1,0,0,0,0,0,0,0,0,10,1,0,2,0,0,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,3,8,0,0,0,0,6,0,0,1,0,26,0,0,0,0
2023-09-05T22,160,3,0,0,3,1,1,1,0,0,0,0,5,0,7,1,0,0,19,0,0,0,0,0,12,0,0,0,0,0,0,0,6,8,0,1,1,0,0,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,1,12,0,0,0,0,2,0,0,1,0,52,0,1,0,0
2023-09-05T23,146,3,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,0,13,0,0,0,0,0,8,0,0,0,0,3,0,0,7,8,0,0,0,0,0,0,0,1,1,0,0,8,4,0,1,0,0,2,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,55,0,0,0,0
2023-09-06T00,178,3,0,0,2,0,0,0,0,0,0,0,2,0,9,1,0,0,16,0,0,0,0,0,6,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,4,1,0,0,1,17,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,5,0,0,0,0,1,0,1,1,0,89,0,0,0,0
2023-09-06T01,141,1,0,0,2,0,0,0,0,0,0,0,2,0,14,1,0,0,13,0,0,0,0,0,14,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,1,0,0,3,1,0,0,1,5,0,1,0,0,0,0,0,1,1,65,0,0,0,0
2023-09-06T02,119,2,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,19,0,0,0,0,0,13,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,5,0,0,0,0,1,0,0,2,0,40,0,0,0,0
2023-09-06T03,146,5,0,0,0,0,1,0,0,0,0,0,3,0,8,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11,0,0,0,0,0,0,0,1,0,71,0,0,0,0
2023-09-06T04,71,2,0,0,0,1,1,0,0,0,0,0,0,0,5,2,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,8,0,0,0,0,1,0,0,2,0,18,0,0,0,0
2023-09-06T05,89,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,14,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,29,0,0,0,0
2023-09-06T06,119,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,15,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,5,0,0,0,0,0,0,0,2,0,49,0,0,0,0
2023-09-06T07,83,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,12,1,0,0,0,2,0,0,2,2,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,1,1,5,0,0,0,0,2,0,0,2,0,14,0,0,0,0
2023-09-06T08,140,2,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,19,0,0,0,0,0,7,0,0,0,0,1,0,0,4,4,0,0,0,0,1,3,0,6,0,0,0,2,14,0,0,0,0,2,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,3,5,0,0,0,0,0,0,0,3,0,48,0,0,0,0
2023-09-06T09,116,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,7,0,1,0,0,1,0,1,7,3,0,0,0,0,0,0,0,5,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,6,0,0,0,0,0,0,0,4,0,41,0,0,0,0
2023-09-06T10,109,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,13,0,1,0,0,2,0,0,1,9,0,0,1,0,0,0,0,2,0,0,0,5,11,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,4,0,0,3,0,34,0,0,0,0
2023-09-06T11,110,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,13,0,0,0,0,5,0,0,3,9,0,0,1,0,0,5,0,1,0,2,0,4,2,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,2,0,0,5,0,23,0,1,1,0
2023-09-06T12,136,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,7,0,0,0,0,0,13,1,0,0,0,1,0,0,2,5,0,0,1,0,0,4,0,1,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,14,0,0,0,0,6,0,0,5,1,47,0,1,1,0
2023-09-06T13,152,2,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,9,0,0,0,0,0,19,1,0,0,0,1,0,0,2,11,0,0,6,0,0,0,0,0,0,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,1,0,2,0,0,0,0,10,0,0,0,0,11,0,0,9,1,34,0,0,0,0
2023-09-06T14,160,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,22,0,0,0,0,0,0,0,9,8,0,0,1,0,0,0,0,1,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,14,0,0,0,0,14,0,0,11,0,49,0,0,0,0
2023-09-06T15,144,2,0,0,0,2,0,0,0,0,0,0,0,0,5,1,1,0,8,0,0,0,0,0,12,0,0,0,0,4,0,0,9,5,0,0,4,0,0,0,0,3,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,1,7,0,0,0,0,11,0,0,7,0,44,0,0,0,0
2023-09-06T16,119,1,0,0,0,1,0,0,0,0,0,0,2,0,3,2,1,0,5,1,0,0,0,0,25,0,0,1,0,5,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,9,0,0,0,0,7,0,0,3,0,17,0,0,0,0
2023-09-06T17,132,3,0,0,1,2,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,24,0,0,1,0,2,0,1,9,10,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,7,0,0,1,0,21,0,0,0,0
2023-09-06T18,140,2,0,0,1,0,0,0,0,0,1,0,1,0,3,4,1,1,1,0,0,0,0,0,31,0,0,1,0,3,0,0,13,12,0,0,0,0,0,4,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,3,6,0,0,0,0,2,0,0,1,0,20,0,0,0,0
2023-09-06T19,132,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,1,0,0,0,0,0,24,0,0,0,0,2,0,0,10,11,0,0,1,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,3,5,0,0,0,0,1,0,1,1,0,27,0,0,0,0
2023-09-06T20,183,2,0,0,0,0,0,0,0,0,1,0,0,0,7,4,0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,16,21,0,1,0,0,1,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,2,5,0,0,0,0,1,0,1,1,0,56,0,0,0,0
2023-09-06T21,153,1,0,0,0,0,0,0,1,0,1,0,0,0,8,2,1,0,2,0,0,0,0,0,20,1,0,0,0,1,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,1,0,54,0,0,0,0
2023-09-06T22,108,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,4,9,0,0,2,1,0,0,0,2,0,0,0,8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,5,0,0,0,0,1,1,0,1,0,28,0,0,0,0
2023-09-06T23,125,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,0,0,0,0,0,10,0,0,0,0,1,0,0,3,7,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,1,0,1,0,45,0,0,0,0
2023-09-07T00,160,3,0,0,1,1,0,0,0,0,0,0,1,0,17,0,0,0,16,0,0,0,0,0,3,1,0,0,0,2,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,91,0,0,0,0
2023-09-07T01,78,2,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,16,1,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,25,0,0,0,0
2023-09-07T02,90,1,0,0,0,1,0,0,0,0,0,0,2,0,14,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,2,0,0,1,0,35,0,0,0,0
2023-09-07T03,71,1,0,0,0,0,0,0,0,1,0,0,3,0,5,0,0,0,15,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,26,0,0,0,0
2023-09-07T04,68,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,1,5,0,0,0,0,0,0,1,2,0,23,0,0,0,0
2023-09-07T05,53,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,1,0,22,0,0,0,0
2023-09-07T06,59,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,5,0,0,0,0,1,0,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,2,0,18,0,0,1,0
2023-09-07T07,59,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,8,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,5,0,0,0,0,2,0,0,1,0,16,0,0,0,0
2023-09-07T08,69,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,11,0,0,0,0,3,0,1,2,4,0,0,3,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,5,0,0,0,0,3,0,1,1,1,16,0,0,0,0
2023-09-07T09,73,2,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,2,0,0,0,0,0,6,0,0,0,0,2,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,7,0,1,0,0,1,0,0,1,0,18,0,0,0,0
2023-09-07T10,81,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,9,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,3,0,0,2,0,4,0,0,0,2,5,0,0,0,0,3,0,0,2,1,13,0,0,0,0
2023-09-07T11,90,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,12,0,0,0,0,0,10,1,0,0,0,0,0,0,3,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,4,0,0,0,0,1,1,0,0,0,5,0,0,0,2,2,0,0,7,1,12,0,0,0,0
2023-09-07T12,112,2,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,8,0,0,0,0,1,0,0,1,3,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,0,3,0,1,2,0,0,0,5,0,0,0,0,9,0,0,5,0,30,0,2,0,0
2023-09-07T13,102,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,0,0,0,0,1,7,1,0,0,0,2,0,0,2,5,0,0,11,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,2,13,0,0,6,0,11,0,0,0,0
2023-09-07T14,90,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,5,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,5,0,0,0,0,17,0,0,4,0,12,0,0,0,0
2023-09-07T15,120,2,0,0,1,2,1,0,0,0,0,0,2,0,3,2,0,0,19,0,0,0,0,0,14,0,0,0,0,0,0,0,4,10,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,10,0,0,7,0,19,0,0,0,0
2023-09-07T16,118,2,1,0,0,1,0,0,0,0,1,0,1,0,6,2,0,0,6,0,0,0,0,0,18,1,0,0,0,1,0,0,9,6,0,0,1,0,1,0,0,0,0,1,0,11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,3,7,0,0,0,0,7,0,1,2,0,19,0,0,0,0
2023-09-07T17,144,1,0,0,0,1,0,0,0,0,1,0,1,0,3,1,1,0,5,0,0,0,0,0,37,1,0,0,0,2,0,1,6,17,0,0,1,0,0,0,0,1,0,1,0,11,0,0,1,0,0,2,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,5,0,0,0,0,8,0,0,2,0,21,0,0,0,0
2023-09-07T18,177,2,0,0,0,1,0,0,0,0,1,0,3,0,4,2,0,0,2,0,0,0,0,0,39,0,0,0,0,4,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,2,0,0,0,1,0,0,0,0,9,2,0,0,0,0,1,0,3,0,1,0,0,2,1,0,0,2,5,0,0,0,0,11,0,0,2,0,26,0,0,0,0
2023-09-07T19,154,2,0,0,1,1,0,0,0,0,1,0,3,0,5,2,1,0,4,0,0,0,0,0,29,0,0,0,0,4,0,0,9,19,0,0,3,0,0,1,0,0,0,0,0,11,0,0,3,0,0,1,0,0,0,1,0,1,0,0,6,2,0,0,0,0,0,0,3,0,1,0,0,4,1,0,0,2,6,0,0,0,0,5,0,0,2,0,20,0,0,0,0
2023-09-07T20,144,1,0,0,1,0,0,0,0,0,1,0,2,0,8,2,1,0,4,0,0,0,0,0,22,0,0,0,0,4,0,0,11,17,0,0,4,0,0,1,0,0,0,0,0,13,1,0,1,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,1,0,24,0,0,0,0
2023-09-07T21,106,1,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,3,0,0,0,0,0,14,0,0,0,0,1,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,2,5,0,0,0,0,3,0,0,1,0,31,0,0,0,0
2023-09-07T22,95,2,0,0,0,0,0,0,0,0,1,0,1,0,9,0,1,0,6,0,0,0,0,0,3,0,0,0,0,2,0,0,3,11,0,1,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,0,0,5,0,0,1,0,23,0,0,0,0
2023-09-07T23,102,2,0,0,1,0,1,0,0,0,0,0,3,0,12,1,0,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,0,8,0,0,0,0,3,0,0,2,0,32,0,0,0,0
2023-09-08T00,96,2,0,0,2,0,0,0,0,0,0,0,1,0,13,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,2,5,0,0,0,0,1,0,0,2,0,37,0,0,0,0
2023-09-08T01,102,2,1,0,1,0,1,0,0,0,0,1,1,0,12,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,60,0,0,0,0
2023-09-08T02,82,2,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,6,0,0,0,0,1,0,0,1,0,35,0,0,0,0
2023-09-08T03,67,3,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,2,0,23,0,0,0,0
2023-09-08T04,64,1,0,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,1,1,1,20,0,0,0,0
2023-09-08T05,117,3,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,20,0,0,0,0,1,7,1,0,0,1,0,0,0,2,6,0,0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,5,0,0,0,0,4,0,0,3,0,37,1,0,0,0
2023-09-08T06,109,2,0,1,0,1,1,0,0,0,0,0,1,0,5,0,0,0,10,0,0,0,0,0,7,1,0,0,0,0,0,0,3,2,1,0,6,0,1,0,0,1,0,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,7,0,0,0,0,3,0,0,3,1,38,0,0,0,0
2023-09-08T07,72,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,8,0,0,0,0,2,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,5,0,0,0,0,3,0,0,2,1,20,0,0,0,0
2023-09-08T08,71,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,1,0,0,0,1,0,0,1,8,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,2,0,0,4,0,14,0,0,0,0
2023-09-08T09,69,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,1,3,8,0,1,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,2,0,0,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,1,0,14,0,0,0,0
