bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,LY,MA,MD,MK,MM,MO,MX,MY,NA,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RE,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,TH,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,WS,ZA,ZM,ZW
2023-02-28T04,107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,7,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,3,4,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,1,6,0,0,0,0,0,4,0,0,0,38,0,0,0,0,0,0,0,0
2023-02-28T05,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,5,0,0,0,19,0,1,0,0,0,0,0,0
2023-02-28T06,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,5,3,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,2,0,0,0,25,0,1,0,0,0,0,0,0
2023-02-28T07,90,5,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,18,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,7,0,0,1,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0
2023-02-28T08,101,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,1,12,0,1,0,0,0,13,3,0,0,0,0,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,7,0,0,3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0
2023-02-28T09,105,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,8,1,0,0,0,0,15,0,0,0,0,0,0,2,0,0,5,8,0,0,0,2,0,0,1,0,0,2,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,2,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0
2023-02-28T10,85,2,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,9,1,0,0,0,0,0,3,0,0,4,1,0,0,0,1,0,0,1,0,0,1,1,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,0,4,0,0,4,0,0,0,17,0,0,0,0,0,1,0,0
2023-02-28T11,84,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,3,0,0,0,0,0,11,1,0,0,0,0,0,3,0,0,4,3,0,0,0,2,0,0,1,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,3,0,0,6,0,0,0,14,0,0,0,1,0,0,0,0
2023-02-28T12,116,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,1,4,0,0,3,4,0,0,0,7,0,0,1,0,0,1,0,0,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,7,0,0,4,0,1,4,0,2,0,25,0,0,0,1,0,0,0,0
2023-02-28T13,123,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,3,1,0,0,0,0,13,0,2,0,0,0,0,3,0,0,11,6,0,0,0,4,0,0,0,0,0,2,1,0,3,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,6,0,0,6,0,0,5,0,1,0,25,0,0,0,0,0,0,0,0
2023-02-28T14,99,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,14,0,1,0,0,0,0,2,0,1,4,6,0,0,0,5,0,0,0,0,0,2,0,0,6,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,1,5,0,0,7,0,0,4,0,1,0,13,0,0,0,0,0,0,0,0
2023-02-28T15,127,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,22,0,0,0,0,0,19,0,0,0,0,0,0,5,0,0,7,5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,3,9,0,0,10,0,1,7,0,0,0,13,0,0,0,0,0,0,0,0
2023-02-28T16,146,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,0,0,0,5,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,16,7,0,0,0,3,0,0,0,0,0,0,0,0,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,7,0,1,1,0,0,0,24,0,0,0,2,0,0,0,0
2023-02-28T17,139,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,35,0,0,0,0,0,0,6,0,2,13,9,0,0,0,4,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,6,0,0,3,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0
2023-02-28T18,197,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,5,0,0,0,0,0,51,0,0,0,0,0,0,7,0,2,17,15,0,0,0,3,0,0,0,0,0,1,0,0,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,5,5,0,0,2,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0
2023-02-28T19,226,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,6,0,0,0,0,3,67,0,0,0,0,0,0,7,0,0,16,19,0,0,0,1,0,0,0,0,0,1,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,2,0,0,0,0,3,0,2,0,0,0,3,6,0,0,1,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0
2023-02-28T20,198,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,2,0,0,0,0,3,53,0,0,0,0,0,0,8,0,0,15,17,0,0,0,1,0,1,0,0,0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,0,0,2,0,0,0,1,1,0,1,0,0,3,0,4,0,0,0,2,9,0,0,2,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0
2023-02-28T21,147,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,5,2,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,4,0,1,14,11,0,0,0,0,0,0,0,0,0,1,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,2,0,4,0,0,0,2,9,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
2023-02-28T22,155,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,4,2,0,0,0,0,24,0,0,0,0,0,0,3,0,1,10,12,0,0,1,3,0,0,0,0,0,1,1,0,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,1,0,4,0,0,0,1,6,0,0,2,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0
2023-02-28T23,134,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,10,1,0,0,0,0,16,0,0,0,0,0,0,2,0,0,8,9,0,0,1,0,0,0,0,0,0,1,0,0,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,1,6,0,0,1,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0
2023-03-01T00,159,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12,1,2,0,8,2,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,6,0,0,1,3,0,0,2,1,0,2,1,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,1,7,0,0,1,0,1,0,0,0,0,58,0,0,0,2,0,0,0,0
2023-03-01T01,133,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,6,1,0,0,0,0,10,0,0,0,0,0,0,1,1,0,2,5,0,0,0,2,0,0,2,1,0,0,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7,0,0,3,0,1,2,0,1,0,51,0,0,0,1,0,0,0,0
2023-03-01T02,89,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,2,0,1,0,0,1,0,34,0,0,0,0,0,0,0,0
2023-03-01T03,79,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,1,2,0,0,0,31,0,0,0,0,0,0,0,0
2023-03-01T04,84,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,1,0,0,1,0,0,0,3,1,0,0,1,6,0,0,1,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0
2023-03-01T05,102,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,6,0,0,4,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0
2023-03-01T06,110,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,5,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,0,1,6,0,0,3,0,1,3,0,0,0,34,0,0,0,0,0,0,0,0
2023-03-01T07,95,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,24,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,4,0,1,1,0,0,0,18,0,0,0,2,0,0,0,0
2023-03-01T08,102,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,19,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,3,5,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,5,0,0,1,0,0,0,26,0,0,0,1,0,1,0,0
2023-03-01T09,99,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,1,0,14,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,6,0,0,0,3,0,0,1,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,4,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0
2023-03-01T10,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,1,0,1,2,0,0,1,16,0,0,0,1,0,0,0,0
2023-03-01T11,136,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,13,0,1,0,0,0,0,3,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,3,0,1,4,0,2,0,23,0,0,0,0,0,0,0,0
2023-03-01T12,114,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,23,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,3,6,0,0,0,3,0,0,0,0,0,1,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,3,12,0,0,2,0,0,2,0,2,0,17,0,0,0,0,0,0,0,1
2023-03-01T13,109,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,17,0,0,0,0,0,16,0,1,0,0,0,0,2,0,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,3,6,0,0,1,0,1,4,0,2,0,20,0,0,0,1,0,1,0,1
2023-03-01T14,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,4,7,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,8,0,0,6,0,2,1,0,1,0,17,0,0,0,0,0,0,0,0
2023-03-01T15,146,2,0,0,0,1,1,0,1,0,0,1,0,0,0,2,4,1,0,2,0,15,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,5,13,0,0,0,1,0,0,6,0,0,0,0,0,7,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,3,6,0,0,8,0,1,1,0,0,0,22,0,0,1,1,0,0,0,0
2023-03-01T16,167,2,0,0,0,2,2,0,0,0,0,1,0,0,0,1,1,4,0,2,0,4,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0,8,18,0,0,0,2,0,0,1,0,0,0,0,0,9,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,4,6,0,0,9,0,3,1,0,0,0,36,0,0,0,2,0,0,0,0
2023-03-01T17,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,4,0,0,0,0,0,31,0,0,0,0,0,0,7,0,0,12,9,0,0,0,2,0,0,1,0,0,1,0,0,18,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,1,0,0,1,0,3,0,0,0,7,6,0,0,8,0,3,0,0,1,0,55,0,0,0,0,0,1,0,0
2023-03-01T18,202,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,8,0,1,0,1,0,0,0,0,0,46,0,0,0,0,0,0,7,0,2,9,10,0,0,0,2,0,1,1,0,0,0,1,0,19,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,1,1,5,0,0,0,0,3,0,5,0,0,0,11,8,0,0,3,0,2,0,0,0,0,21,0,0,0,0,0,0,1,0
2023-03-01T19,217,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,9,1,1,0,1,2,0,0,0,0,53,1,0,0,0,0,0,9,0,1,14,16,0,0,0,1,0,0,0,0,0,0,1,0,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,0,0,0,0,0,1,5,0,0,0,0,2,0,4,0,0,0,4,9,0,0,4,0,6,0,0,0,0,18,0,0,0,0,0,1,1,0
2023-03-01T20,194,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,9,2,1,0,1,2,0,0,0,1,35,0,0,0,1,0,0,6,0,0,11,15,0,0,0,3,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,21,0,0,1,0,0,0,1,4,0,0,0,0,2,0,5,0,0,0,5,11,0,0,5,0,2,0,0,0,0,22,0,0,0,1,0,0,0,0
2023-03-01T21,167,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,28,1,1,0,0,0,0,4,0,0,14,8,0,0,0,0,0,0,2,0,0,0,0,0,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,2,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,4,9,0,0,4,0,2,1,0,0,0,25,0,0,0,1,0,0,1,0
2023-03-01T22,133,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,2,1,0,0,2,0,0,0,0,16,0,1,0,1,0,0,2,0,0,15,11,0,0,0,1,0,0,1,0,0,1,0,0,10,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,3,9,0,0,1,0,1,0,0,0,0,24,0,0,0,1,0,0,1,0
2023-03-01T23,148,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,20,2,0,0,0,0,10,0,0,0,1,0,0,3,0,0,7,8,0,0,0,1,0,0,0,0,0,1,0,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,3,6,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0
2023-03-02T00,105,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
2023-03-02T01,114,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,4,3,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,1,0,0,1,0,0,0,53,0,0,0,0,0,0,0,0
2023-03-02T02,88,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,5,2,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,36,1,0,0,1,0,0,0,0
2023-03-02T03,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0
2023-03-02T04,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
2023-03-02T05,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,0,3,0,1,0,0,0,0,32,0,0,0,1,0,1,0,0
2023-03-02T06,69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,2,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0
2023-03-02T07,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,4,3,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,1,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0
2023-03-02T08,75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,6,4,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,5,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
2023-03-02T09,77,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,12,0,0,0,0,0,0,2,0,0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,2,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0
2023-03-02T10,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,2,5,0,0,0,0,0,1,0,0,0,19,0,0,0,1,0,0,0,0
2023-03-02T11,77,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,5,4,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,1,0,1,3,0,0,0,12,0,0,0,0,0,0,0,0
2023-03-02T12,87,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,5,2,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,12,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,1,0,0
2023-03-02T13,103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,2,1,0,0,0,0,2,0,2,5,6,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,3,9,0,0,4,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0
