bucket,total,--,AE,AM,AO,AR,AT,AU,BA,BD,BE,BG,BH,BO,BR,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,ES,ET,FI,FR,GB,GE,GR,GY,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MG,MK,MM,MN,MO,MU,MW,MX,MY,NC,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RE,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SO,SY,TH,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZM
2023-11-23T10,92,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,1,0,1,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,2,6,0,0,0,0,6,0,0,2,0,0,0,21,0,0,0,0,0,0
2023-11-23T11,94,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,8,1,0,1,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,0,3,0,0,0,5,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,2,6,0,0,0,0,4,0,0,3,0,0,0,21,0,0,0,0,0,0
2023-11-23T12,115,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,0,1,0,0,2,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,3,17,0,0,0,0,5,0,0,4,0,0,0,27,0,0,0,1,1,0
2023-11-23T13,112,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,2,3,0,0,0,6,0,0,2,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,10,0,0,0,0,13,0,0,1,0,0,0,25,0,0,0,1,0,0
2023-11-23T14,133,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,1,4,4,0,0,0,3,0,0,1,0,0,1,0,0,0,9,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,4,0,3,1,0,0,3,9,0,0,0,0,20,0,0,4,0,0,0,28,0,0,0,1,1,0
2023-11-23T15,134,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,1,0,2,4,3,0,0,0,2,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,2,0,1,0,0,0,0,3,0,2,0,0,0,3,6,0,0,0,0,15,0,1,1,0,0,0,30,0,0,0,1,0,0
2023-11-23T16,134,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,2,0,0,0,9,0,0,0,0,21,0,0,0,0,0,2,0,0,4,11,0,0,0,1,0,0,0,0,0,2,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,0,10,0,0,2,0,0,0,25,0,0,0,0,1,0
2023-11-23T17,163,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,36,0,0,0,0,0,1,0,0,16,10,0,0,0,2,0,1,0,0,0,3,0,0,0,15,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,3,0,1,0,0,0,0,5,1,0,0,4,5,0,0,0,0,10,0,2,3,0,0,0,22,0,0,0,0,0,0
2023-11-23T18,170,2,0,0,0,1,1,0,0,0,3,0,0,0,3,0,0,5,1,0,1,0,3,0,0,0,0,39,0,0,0,0,0,1,0,0,15,13,0,0,0,1,0,2,0,0,0,1,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,3,6,0,0,0,0,2,0,1,1,1,0,0,29,0,0,0,0,1,0
2023-11-23T19,217,2,0,0,0,1,1,1,0,0,2,0,0,0,6,0,0,4,2,0,1,0,4,0,0,0,0,58,0,0,0,0,0,1,0,0,11,26,0,0,0,0,0,2,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,16,3,1,0,0,1,0,2,0,0,1,0,3,0,4,0,0,0,3,7,0,0,0,0,2,0,2,2,1,1,0,27,0,0,0,1,0,0
2023-11-23T20,167,3,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,8,2,0,0,0,3,0,0,0,0,34,0,0,1,0,0,1,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,2,6,0,0,0,0,2,0,3,3,0,1,0,18,0,0,0,0,0,0
2023-11-23T21,173,3,0,0,0,1,1,0,0,0,2,0,0,0,3,0,0,3,4,0,2,0,6,1,0,0,0,23,1,0,0,0,0,0,0,0,11,16,0,0,0,3,0,1,0,0,1,0,0,1,0,18,4,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,3,0,2,0,0,1,0,3,0,1,0,4,8,0,0,0,0,1,0,0,0,0,2,0,24,0,0,0,0,0,0
2023-11-23T22,144,3,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,4,3,0,2,0,2,2,0,0,0,18,0,0,0,0,0,2,0,0,12,14,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,2,0,4,1,1,0,4,7,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0
2023-11-23T23,117,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,8,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,2,0,2,0,0,1,1,1,0,0,0,5,5,0,0,0,0,0,0,0,1,0,1,0,34,0,0,0,0,0,0
2023-11-24T00,98,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15,2,0,1,0,6,0,0,0,0,7,0,0,0,0,0,1,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0
2023-11-24T01,84,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,7,1,0,0,0,4,0,0,0,0,5,0,0,1,0,0,1,0,0,4,2,0,0,0,1,0,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0
2023-11-24T02,85,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,8,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,2,0,1,1,0,0,0,34,0,0,0,0,0,0
2023-11-24T03,114,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,0,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,0,1,0
2023-11-24T04,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,18,0,0,0,0,6,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,2,0
2023-11-24T05,81,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,7,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,2,1,0,1,0,0,0,26,0,0,0,0,0,0
2023-11-24T06,81,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,3,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,0,31,0,0,0,0,0,0
2023-11-24T07,93,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,16,0,0,0,0,7,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,5,0,0,0,0,2,0,0,2,0,0,0,29,0,0,0,1,0,0
2023-11-24T08,124,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,1,7,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,2,5,0,0,0,0,2,0,0,3,0,2,0,51,0,0,0,1,0,0
2023-11-24T09,100,2,0,0,0,3,0,1,0,0,1,1,0,0,1,0,0,3,1,0,0,1,17,0,0,0,0,13,0,0,0,0,0,1,0,0,2,3,0,1,0,1,0,0,0,0,1,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,1,0,0,1,0,0,0,18,0,0,0,0,0,0
2023-11-24T10,96,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,6,0,0,0,0,14,1,0,0,0,0,2,0,0,2,3,0,0,0,2,0,0,1,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,6,0,0,0,0,1,0,0,3,0,0,0,25,0,0,0,0,0,0
2023-11-24T11,85,3,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,12,1,0,0,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,2,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,8,0,0,0,0,2,0,0,6,0,0,0,15,0,0,0,0,0,0
2023-11-24T12,104,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,12,0,0,0,0,0,1,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,7,0,0,0,0,7,0,0,2,0,0,0,23,0,0,0,0,1,0
2023-11-24T13,100,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,15,0,0,1,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,7,0,0,0,0,9,0,0,4,0,0,0,22,0,0,0,0,0,0
2023-11-24T14,140,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,10,1,0,0,0,23,0,0,0,0,1,0,0,0,6,4,0,0,0,6,0,2,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,3,0,0,0,0,3,0,1,0,0,0,3,6,0,0,0,0,12,0,0,4,0,0,0,27,0,0,0,1,0,0
2023-11-24T15,145,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2,0,1,0,10,2,0,0,0,22,0,0,0,0,2,2,0,0,5,4,0,0,0,4,0,1,0,0,0,4,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,7,0,0,0,0,18,0,1,5,0,0,0,25,0,0,0,0,0,0
2023-11-24T16,169,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,3,0,0,0,17,0,0,0,0,34,0,0,0,0,0,1,0,0,10,6,0,0,0,3,2,0,0,0,1,1,0,1,0,10,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,4,7,0,0,0,0,19,0,0,1,0,1,1,22,0,0,0,1,0,0
2023-11-24T17,177,0,0,0,0,1,2,0,0,0,1,1,0,0,5,0,0,6,2,0,1,0,15,0,0,0,0,36,0,0,0,0,0,3,0,0,7,7,0,0,0,0,0,0,0,0,0,3,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,6,0,0,0,0,21,0,0,1,0,0,1,25,0,0,0,0,0,0
2023-11-24T18,188,2,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,8,2,0,1,0,13,1,0,0,0,35,0,0,0,0,1,4,0,0,11,7,0,0,0,0,1,0,0,0,0,3,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,6,6,0,0,0,0,9,0,2,1,0,0,0,26,0,0,0,1,0,0
2023-11-24T19,184,4,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,3,1,0,1,0,18,1,0,0,0,32,0,0,0,0,0,4,0,0,7,12,0,0,0,0,1,0,1,1,0,2,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,6,6,0,0,0,0,7,0,4,1,0,1,0,25,0,0,0,1,0,0
2023-11-24T20,183,1,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,2,3,0,0,0,12,1,0,0,0,27,0,0,0,0,0,3,0,0,12,13,0,0,0,0,0,0,1,1,0,1,0,0,0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,2,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,3,6,0,0,0,0,5,0,3,1,0,0,0,28,0,0,0,0,0,0
2023-11-24T21,167,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,5,3,0,0,0,19,0,0,0,1,21,0,0,0,0,0,3,0,0,5,20,0,0,0,2,0,0,0,5,0,2,0,0,0,19,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,3,0,0,0,0,1,1,2,1,0,0,3,6,1,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0
2023-11-24T22,160,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,10,0,0,0,0,22,0,0,0,0,0,2,0,0,9,22,0,0,0,0,0,0,0,0,0,2,0,0,0,17,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,1,5,0,0,0,0,3,0,1,0,0,0,0,36,0,0,0,1,0,0
2023-11-24T23,141,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,1,2,0,0,0,0,13,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,1,0,0,0,0,1,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,2,0,3,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,3,0,1,1,0,0,0,43,0,0,0,1,0,0
2023-11-25T00,110,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,1,0,1,0,3,0,0,0,0,12,0,0,0,0,0,1,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,0,0
2023-11-25T01,109,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,2,0,0,0,5,0,0,0,0,8,0,0,0,0,0,2,0,0,5,3,0,0,0,5,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,7,0,0,0,0,1,0,0,1,0,0,0,40,0,0,0,0,0,0
2023-11-25T02,103,2,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,10,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0
2023-11-25T03,90,0,1,0,0,1,0,1,0,2,0,0,0,0,2,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,1,0,0,1,0,0,0,36,0,0,0,0,0,0
2023-11-25T04,110,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,1,3,1,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,59,0,0,0,0,0,0
2023-11-25T05,106,7,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,7,0,0,0,0,3,0,0,0,0,0,0,46,0,0,0,0,0,1
2023-11-25T06,91,6,1,0,0,0,1,3,0,4,0,0,0,0,0,0,0,2,0,0,1,0,4,1,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,7,0,0,1,0,0,3,0,2,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,0,2,0,0,3,0,0,0,24,0,0,0,2,0,1
2023-11-25T07,84,2,0,0,0,0,1,2,0,4,0,0,0,0,1,0,0,4,0,0,1,0,3,1,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,3,0,1,0,31,0,0,0,0,0,0
2023-11-25T08,83,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,5,1,0,0,0,8,0,0,0,0,1,0,0,1,4,6,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,25,0,0,0,0,0,0
2023-11-25T09,98,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,11,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,1,0,0,0,2,0,0,0,5,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,7,0,0,0,0,1,0,0,3,0,0,0,26,0,1,0,0,0,0
2023-11-25T10,103,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,6,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,6,6,0,0,0,0,3,0,1,1,0,0,0,18,0,1,0,2,1,0
2023-11-25T11,106,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,21,0,0,0,0,12,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,3,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,5,0,1,4,0,0,0,18,0,0,0,1,0,0
2023-11-25T12,100,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,11,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,1,5,0,0,0,0,3,0,0,5,0,0,0,23,0,0,0,0,0,0
2023-11-25T13,95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,1,0,0,9,1,0,0,0,3,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,2,5,0,0,0,0,4,0,0,5,0,0,0,17,0,0,0,0,0,0
2023-11-25T14,119,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,4,2,0,0,0,14,0,0,0,1,10,0,0,0,0,0,0,0,0,9,2,0,0,0,4,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,5,0,0,0,0,10,0,0,1,0,0,0,23,0,0,0,0,0,0
2023-11-25T15,137,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,19,0,0,0,0,13,0,0,0,0,0,1,0,0,13,3,0,0,0,1,0,1,2,0,0,0,0,1,0,7,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,6,0,0,0,0,10,0,0,4,0,0,0,22,0,0,0,0,0,0
2023-11-25T16,143,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,4,0,0,7,5,0,0,0,1,0,0,0,0,0,2,0,0,0,15,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,4,1,1,0,0,1,0,4,0,0,0,5,6,0,0,0,0,13,0,0,1,0,0,0,30,0,0,0,1,0,0
2023-11-25T17,159,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,2,0,0,14,6,0,0,0,0,0,0,1,0,0,2,0,0,0,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,1,4,1,2,0,0,3,0,3,0,0,0,3,5,0,0,0,0,8,0,0,3,0,0,0,33,0,0,0,2,0,0
