bucket,total,--,AE,AM,AO,AR,AT,AU,BA,BD,BE,BG,BH,BO,BR,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,ES,ET,FI,FR,GB,GE,GR,GY,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MG,MK,MM,MN,MO,MU,MW,MX,MY,NC,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RE,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SO,SY,TH,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZM
2023-11-21T02,114,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,6,1,0,1,0,9,1,0,1,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,1,0,0
2023-11-21T03,86,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,1,5,1,0,0,0,6,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,0
2023-11-21T04,107,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,1,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
2023-11-21T05,86,3,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,4,0,0,0,0,0,0,38,0,0,0,1,0,0
2023-11-21T06,57,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,8,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0
2023-11-21T07,84,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,1,0,0,1,9,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,7,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0
2023-11-21T08,98,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,3,0,0,1,0,6,1,0,0,0,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,5,0,0,2,0,0,0,28,0,0,1,0,0,0
2023-11-21T09,81,1,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,3,1,0,0,0,7,1,0,0,0,10,0,0,0,0,0,0,0,1,2,3,0,1,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,19,0,0,1,0,0,0
2023-11-21T10,71,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,1,0
2023-11-21T11,80,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,11,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,8,0,0,2,0,0,0,16,0,0,1,0,0,0
2023-11-21T12,81,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,2,0,0,0,0,0,0,2,1,0,0,1,5,0,0,0,0,7,0,0,4,0,0,0,16,0,0,0,0,1,0
2023-11-21T13,102,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,9,0,0,0,0,17,0,0,0,0,0,0,0,0,1,7,0,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,7,0,0,0,0,15,0,1,3,0,0,0,18,0,0,0,0,0,0
2023-11-21T14,124,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,1,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,4,7,0,0,0,5,0,0,1,0,0,1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,2,0,1,0,0,0,0,4,0,4,0,0,0,1,7,0,0,0,0,12,0,0,6,0,0,0,20,0,0,0,0,0,0
2023-11-21T15,143,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,7,0,0,0,0,10,0,0,0,0,20,2,0,0,0,0,3,0,1,4,10,0,0,0,4,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,2,0,0,0,0,5,0,2,0,0,0,2,7,0,0,0,0,17,0,0,4,0,0,0,20,0,0,0,0,1,0
2023-11-21T16,168,3,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,6,2,0,0,0,6,0,0,0,0,24,0,0,0,0,0,4,0,1,8,7,0,0,0,1,0,0,0,0,0,2,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,4,5,0,0,0,0,17,0,1,3,0,0,0,40,0,0,0,1,2,0
2023-11-21T17,160,2,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,3,0,0,1,0,36,0,0,0,0,0,1,0,0,13,7,1,1,0,1,0,0,0,0,0,1,1,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0,0,1,5,0,0,0,0,12,0,1,1,0,1,0,23,0,0,0,0,0,0
2023-11-21T18,172,5,1,0,0,0,1,1,0,1,2,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,1,42,0,0,0,0,0,3,0,1,8,13,0,0,0,0,0,1,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,0,2,0,3,0,1,0,0,0,0,2,0,0,0,5,5,1,0,0,0,5,0,2,0,0,0,0,25,0,0,0,3,0,0
2023-11-21T19,176,2,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,5,1,0,0,0,2,0,0,0,0,38,0,0,0,0,0,2,0,1,9,19,0,0,0,1,0,1,0,0,0,2,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,7,5,0,0,0,0,7,0,1,1,0,1,0,28,0,0,0,1,0,0
2023-11-21T20,161,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,1,0,0,0,39,0,0,0,0,0,1,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,1,0,0,0,0,1,0,1,0,0,2,0,3,0,0,0,3,6,1,0,0,1,3,0,0,1,0,1,0,27,0,0,0,0,0,0
2023-11-21T21,150,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,1,0,0,0,7,2,0,0,0,20,0,0,0,0,0,1,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,1,0,22,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,4,5,0,0,0,0,4,1,0,0,0,0,0,22,0,0,0,0,0,0
2023-11-21T22,143,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,8,1,0,0,0,13,1,0,0,0,19,0,0,0,0,0,1,0,0,6,12,0,0,0,0,0,0,0,1,0,0,0,1,0,18,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,1,0,3,0,0,0,0,3,0,0,0,3,5,0,0,0,0,2,1,0,0,0,0,0,26,0,0,0,1,0,0
2023-11-21T23,114,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,10,1,0,0,1,15,0,0,0,0,15,0,1,0,0,0,1,0,0,4,11,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,2,5,0,0,0,0,2,0,0,1,0,0,0,21,0,0,0,0,0,0
2023-11-22T00,172,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,1,0,1,0,15,0,1,0,0,11,1,1,0,0,0,1,0,0,4,9,0,0,0,0,0,0,0,0,0,2,0,0,1,3,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,1,4,0,1,0,1,0,0,0,0,2,0,0,0,2,8,0,0,0,0,0,1,0,1,0,0,0,60,0,0,0,0,0,0
2023-11-22T01,165,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,0,0,0,15,1,0,0,0,7,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,3,1,0,0,1,7,0,0,0,0,0,1,1,0,0,0,0,84,0,0,0,2,0,0
2023-11-22T02,151,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,1,0,0
2023-11-22T03,140,3,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,9,0,0,0,0,21,1,0,0,0,8,0,0,0,0,0,1,0,1,1,4,0,0,0,2,0,0,0,0,1,4,0,0,0,0,6,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,1,1,5,0,0,0,0,2,0,0,0,0,0,0,40,0,0,0,4,0,0
2023-11-22T04,99,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0,0,10,1,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,1,0,1,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,1,0,1,0,32,0,0,0,2,0,0
2023-11-22T05,86,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,1,0,0,0,5,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,3,5,0,0,0,0,0,0,0,2,0,0,0,28,0,0,0,2,0,0
2023-11-22T06,110,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,1,0,9,0,0,0,0,0,1,0,0,5,6,0,0,0,1,0,0,0,3,0,3,0,0,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0,1,0,1
2023-11-22T07,73,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,1,0,0,4,4,0,0,0,1,0,0,1,0,0,3,0,0,0,2,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,1
2023-11-22T08,120,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,1,8,0,1,0,1,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,2,5,0,0,0,0,2,0,0,5,0,1,0,54,0,0,0,0,0,0
2023-11-22T09,88,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,11,0,0,1,0,0,1,0,0,5,3,0,0,0,2,0,0,0,6,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,1,0,6,0,0,0,1,7,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0
2023-11-22T10,88,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,6,0,0,0,0,11,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,5,0,1,0,1,3,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,2,0,3,1,0,0,1,6,0,0,0,0,1,0,0,2,0,0,0,19,0,0,0,0,0,0
2023-11-22T11,86,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,3,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,15,1,0,0,0,2,0,0,2,0,2,0,18,0,0,0,0,0,0
2023-11-22T12,110,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,1,13,1,0,0,0,0,1,0,0,5,1,0,0,0,1,0,0,1,0,0,4,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,2,11,0,0,0,0,11,0,0,5,0,1,0,26,0,0,0,0,0,0
2023-11-22T13,115,1,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,17,1,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,1,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,3,5,0,0,0,0,21,0,1,3,0,0,0,21,0,0,0,0,0,0
2023-11-22T14,135,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,3,6,0,0,0,0,20,0,0,6,0,2,0,20,0,0,0,1,0,0
2023-11-22T15,154,3,0,0,0,0,1,1,1,0,2,0,0,0,2,0,0,3,0,0,1,0,7,0,0,0,0,18,0,0,0,0,0,1,0,0,5,6,0,0,0,3,0,0,1,6,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,0,0,2,0,0,0,0,0,0,2,0,4,0,0,1,2,7,0,0,0,0,21,0,0,6,0,1,0,25,0,0,0,0,1,0
2023-11-22T16,159,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,12,0,0,0,0,19,0,0,0,0,0,4,0,0,6,9,0,0,0,1,0,0,1,0,0,2,0,0,0,14,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,1,0,2,0,0,0,0,1,0,4,0,0,1,3,6,0,0,0,0,19,0,0,6,0,1,0,21,0,0,0,1,0,0
2023-11-22T17,192,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,1,0,1,0,16,0,0,0,0,17,1,0,1,0,0,6,0,0,11,7,0,0,0,3,0,0,1,0,0,1,0,1,0,14,12,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,1,0,0,1,0,4,1,0,0,3,7,0,0,0,0,10,0,0,2,0,1,0,40,0,0,0,1,0,0
2023-11-22T18,186,2,0,0,0,0,2,0,1,0,3,0,0,0,2,0,0,4,0,0,1,0,24,0,0,0,0,32,1,0,0,0,0,3,0,0,7,8,0,0,0,1,0,0,0,0,0,1,1,0,0,16,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,2,6,0,0,0,0,1,0,0,1,0,1,0,42,0,0,0,0,0,0
2023-11-22T19,175,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,8,2,0,0,0,18,0,0,0,0,30,1,0,0,0,0,2,0,0,8,15,0,0,0,1,3,1,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,34,0,0,0,1,0,0
2023-11-22T20,194,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,7,3,0,0,0,18,0,0,0,0,22,2,0,0,0,0,4,0,0,8,17,0,0,0,1,1,0,1,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,7,5,0,0,1,0,5,0,1,1,0,0,0,52,0,0,0,0,2,0
2023-11-22T21,175,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,19,0,0,0,0,23,0,0,0,0,0,0,0,0,8,15,0,0,0,2,0,0,1,0,0,0,0,0,0,22,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,5,6,0,0,1,0,1,0,1,1,0,0,0,35,0,0,0,0,0,0
2023-11-22T22,156,7,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,4,2,0,1,0,11,0,1,0,0,14,1,0,0,0,1,2,0,0,3,9,0,0,0,1,0,0,0,0,0,3,0,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,1,0,1,1,0,0,0,51,0,0,0,0,0,0
2023-11-22T23,152,6,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,8,0,0,1,0,14,1,1,0,1,15,0,0,0,1,0,2,0,0,2,12,0,0,0,3,0,0,0,0,0,6,0,1,0,9,3,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,2,7,0,0,0,0,0,0,0,3,1,0,0,34,0,0,0,0,0,0
2023-11-23T00,149,5,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,12,1,0,0,0,10,1,0,0,0,18,0,0,0,0,0,1,0,0,2,5,0,0,0,2,1,0,0,0,1,3,0,1,0,6,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,2,7,0,0,0,0,2,0,0,2,1,0,0,47,0,0,0,0,0,0
2023-11-23T01,105,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,17,0,0,1,0,6,0,0,0,0,5,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,3,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,7,0,0,0,0,0,0,0,0,1,0,0,38,0,0,1,0,0,0
2023-11-23T02,99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,0
2023-11-23T03,124,1,1,0,0,0,1,2,0,1,0,0,0,0,2,1,0,17,0,0,0,0,7,1,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,3,0,0,0,49,0,0,1,0,2,0
2023-11-23T04,83,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,4,0,0,0,33,0,0,0,0,1,0
2023-11-23T05,85,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,1,0,0,0,11,0,0,0,0,5,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,1,3,0,0,0,29,0,0,0,0,1,0
2023-11-23T06,82,2,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,2,1,0,1,0,6,0,0,0,1,6,0,0,1,0,0,1,0,0,0,1,0,1,0,4,0,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0
2023-11-23T07,92,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,2,1,1,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,0,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,3,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
2023-11-23T08,113,4,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,2,1,1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,1,0,1,2,0,3,0,2,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,2,8,0,0,0,0,1,0,0,1,0,0,0,31,0,0,0,0,0,0
2023-11-23T09,94,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,2,7,0,0,0,0,1,0,0,1,0,0,0,29,0,0,0,0,1,0
