bucket,total,--,AE,AL,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BW,BY,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KR,KZ,LA,LB,LT,LU,LV,MA,ME,MK,MM,MN,MU,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,SO,SR,SY,TG,TH,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA
2023-09-12T11,90,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,4,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,4,9,0,0,16,0,0,0,0,0
2023-09-12T12,106,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,1,4,3,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,2,2,5,0,0,26,0,0,0,0,0
2023-09-12T13,133,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,13,0,0,0,0,10,1,0,0,0,0,1,0,1,6,6,0,0,0,3,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,9,0,0,52,0,0,0,0,0
2023-09-12T14,122,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,19,0,0,0,0,13,0,0,0,0,0,2,0,0,2,6,0,0,0,3,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,7,0,0,0,0,0,3,0,12,1,0,19,0,0,0,0,0
2023-09-12T15,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,17,0,0,0,1,17,0,0,0,0,0,4,0,0,6,5,0,0,0,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,1,5,0,0,0,0,0,5,0,7,1,0,22,0,0,0,0,0
2023-09-12T16,115,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,7,0,0,0,0,19,0,0,0,0,0,3,0,0,7,6,0,0,0,2,0,1,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,1,2,1,0,21,0,0,0,0,0
2023-09-12T17,145,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,8,0,0,0,0,2,0,0,0,0,38,0,0,0,0,0,4,0,0,5,12,0,0,0,0,0,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,5,0,0,0,0,0,4,1,2,1,0,24,0,0,0,0,0
2023-09-12T18,184,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,35,0,0,0,0,0,6,0,0,8,16,0,0,0,2,0,0,0,0,0,1,0,0,13,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,19,1,0,2,0,0,0,2,1,0,1,0,1,0,0,0,3,5,0,0,0,0,0,2,0,3,1,0,41,0,0,0,0,0
2023-09-12T19,147,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,28,0,0,0,0,0,4,0,0,10,17,0,0,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,5,3,2,0,0,18,0,0,0,0,0
2023-09-12T20,172,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,8,2,0,0,1,2,0,0,0,0,21,0,0,0,0,0,3,0,0,10,11,0,0,0,1,0,0,0,0,2,0,0,0,19,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,1,2,2,0,0,56,0,0,0,0,0
2023-09-12T21,131,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,5,0,0,9,9,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,2,2,0,0,46,0,0,0,0,0
2023-09-12T22,119,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,2,0,0,8,6,0,0,1,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,4,2,1,0,0,33,0,0,0,1,0
2023-09-12T23,100,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,12,1,0,0,0,6,0,0,0,0,0,1,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,32,0,0,1,0,0
2023-09-13T00,97,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,1,0,39,0,0,0,0,0
2023-09-13T01,104,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,13,1,0,0,0,12,0,0,0,0,4,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,35,0,0,0,0,0
2023-09-13T02,135,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,19,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,67,0,0,0,0,0
2023-09-13T03,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,28,0,0,0,0,0
2023-09-13T04,118,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,61,0,0,0,0,0
2023-09-13T05,77,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0
2023-09-13T06,73,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,4,0,2,0,0,30,0,0,0,0,0
2023-09-13T07,79,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,24,0,0,0,0,0
2023-09-13T08,119,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,19,0,0,0,0,0,6,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,1,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,5,0,0,0,0,0,1,0,3,1,0,39,0,0,0,0,0
2023-09-13T09,66,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,16,0,0,0,0,0
2023-09-13T10,96,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0,0,3,0,3,0,0,34,0,0,0,0,0
2023-09-13T11,84,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,1,10,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,2,0,5,0,0,20,0,0,1,0,0
2023-09-13T12,100,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0,0,0,10,0,0,0,0,0,2,0,0,3,6,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,4,0,7,0,0,22,0,0,0,0,0
2023-09-13T13,101,2,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,4,0,0,0,0,11,0,0,0,0,0,2,0,0,6,3,0,0,1,6,0,0,0,0,0,5,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,6,0,5,0,0,17,0,0,0,0,1
2023-09-13T14,162,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,0,11,1,0,0,0,0,4,0,1,10,3,0,0,0,7,0,0,0,0,0,1,0,0,5,10,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,3,0,0,0,0,6,1,0,0,1,10,0,0,0,0,0,13,0,9,0,0,41,0,0,0,0,0
2023-09-13T15,136,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,0,21,0,0,0,1,0,4,0,1,13,8,0,0,1,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,0,15,0,8,0,0,21,0,0,0,0,0
2023-09-13T16,171,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,6,0,0,0,0,27,0,0,0,0,0,3,0,1,15,5,0,0,0,2,0,0,0,0,0,2,0,0,8,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,1,0,2,0,0,0,0,3,0,0,0,2,5,0,0,0,0,0,8,0,5,0,0,44,0,0,0,0,0
2023-09-13T17,220,1,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,4,0,0,0,0,33,0,0,0,0,0,3,0,0,21,3,0,0,1,1,0,1,0,0,1,4,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,6,0,0,2,0,6,1,0,0,0,5,0,0,0,0,0,4,0,2,0,0,73,0,0,0,0,0
2023-09-13T18,177,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2,1,0,0,0,1,1,0,0,0,40,0,0,0,0,0,4,0,0,17,16,0,0,0,0,0,0,0,0,1,0,0,0,9,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,1,0,3,1,0,1,0,3,0,0,0,4,5,0,0,0,0,0,5,0,1,1,0,28,0,0,0,0,0
2023-09-13T19,153,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,0,0,0,1,1,0,0,0,26,0,0,0,0,0,3,0,0,22,13,0,0,1,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,1,0,31,0,0,0,0,0
2023-09-13T20,137,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,2,0,0,0,3,0,0,0,0,28,0,0,0,0,0,1,0,0,9,15,0,0,0,1,0,0,0,0,1,0,0,0,13,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,1,1,0,27,0,0,0,1,0
2023-09-13T21,121,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,1,0,0,15,1,0,0,0,0,1,0,0,12,9,0,0,1,1,0,0,0,0,0,0,0,0,12,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0,2,0,1,0,0,27,0,0,0,0,0
2023-09-13T22,122,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,3,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,2,0,1,0,0,31,0,0,0,0,0
2023-09-13T23,114,2,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,17,0,0,0,0,9,0,0,0,0,0,3,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,1,1,1,0,0,32,0,0,0,0,0
2023-09-14T00,132,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,64,0,0,0,0,0
2023-09-14T01,71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,27,0,0,0,1,0
2023-09-14T02,90,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,14,0,0,0,0,15,0,1,0,0,4,0,0,0,0,0,1,0,0,3,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,30,0,0,0,0,0
2023-09-14T03,73,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,17,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,1,0,1,0,0,29,0,0,0,0,0
2023-09-14T04,62,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,30,0,0,0,0,0
2023-09-14T05,66,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,1,0,0,0,1,3,0,2,1,0,21,0,0,0,0,0
2023-09-14T06,66,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,4,0,2,0,0,18,0,0,0,2,0
2023-09-14T07,66,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,2,0,0,24,0,0,0,0,0
2023-09-14T08,89,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,1,0,0,6,2,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,43,0,0,0,0,0
2023-09-14T09,56,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,4,1,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0
2023-09-14T10,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,1,0,0,13,0,0,0,0,0,3,0,0,2,4,0,0,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,5,0,0,0,0,0,1,0,3,0,0,15,0,0,0,0,0
2023-09-14T11,111,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,13,0,1,0,0,6,0,0,0,0,0,2,0,1,4,6,0,0,0,28,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,4,0,9,0,0,9,0,0,1,0,0
2023-09-14T12,130,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,2,3,0,0,0,29,0,1,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,1,5,0,0,0,0,0,8,1,9,4,0,18,0,0,0,0,0
2023-09-14T13,139,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,0,0,16,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,5,2,8,3,0,51,0,0,0,0,0
2023-09-14T14,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,6,0,0,0,0,0,3,0,0,4,1,0,0,0,7,0,0,0,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,10,3,7,1,0,17,0,0,0,0,0
2023-09-14T15,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,0,6,5,0,0,0,6,0,0,1,0,0,0,0,0,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,7,3,4,1,0,11,0,0,0,0,0
2023-09-14T16,133,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,6,0,0,0,0,13,0,0,0,0,0,6,0,0,12,8,0,0,0,1,0,0,0,0,1,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,7,1,6,2,0,20,0,0,0,0,0
2023-09-14T17,175,2,2,0,0,1,0,0,0,0,0,2,2,0,1,0,1,4,1,0,0,0,9,0,0,0,0,29,0,0,0,0,0,7,0,0,11,15,0,0,1,1,0,0,0,0,1,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,1,5,0,0,0,0,0,9,1,3,1,0,22,0,0,0,0,0
2023-09-14T18,205,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,9,0,0,0,0,44,0,0,0,0,0,8,0,0,5,31,0,0,0,1,0,0,0,0,1,3,0,1,11,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,1,0,0,0,1,1,3,1,0,0,0,1,0,0,0,2,5,0,0,0,0,0,16,0,1,0,0,26,0,0,0,2,0
2023-09-14T19,200,2,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,1,0,0,0,6,0,1,0,1,33,0,0,0,0,0,3,0,0,13,16,0,0,0,1,0,0,0,0,0,2,0,1,20,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,3,0,0,0,1,1,2,3,0,1,0,1,0,0,0,2,5,0,0,0,0,0,18,1,1,0,0,31,0,0,0,3,0
2023-09-14T20,146,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,2,0,0,0,4,1,0,0,1,22,0,0,0,0,0,2,0,0,7,3,1,0,0,3,0,0,0,0,0,3,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,6,0,0,0,1,0,16,0,1,0,0,24,0,0,0,0,0
2023-09-14T21,128,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,1,0,0,11,0,0,0,0,0,1,0,0,6,11,1,0,0,1,0,0,0,0,0,1,0,0,19,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,5,0,0,0,1,0,8,0,1,0,0,27,0,0,0,0,0
2023-09-14T22,119,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,7,7,0,0,0,1,0,0,0,0,0,1,0,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,4,0,1,1,0,30,0,0,0,1,0
2023-09-14T23,128,3,0,0,2,0,3,0,0,0,0,0,0,0,7,0,0,10,1,0,0,0,4,1,1,0,1,8,0,0,0,0,0,1,0,0,5,2,0,0,0,2,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,6,0,1,0,0,0,3,0,2,2,0,43,0,0,0,1,0
2023-09-15T00,113,5,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,7,1,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,3,0,0,39,0,0,1,0,0
2023-09-15T01,88,4,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0
2023-09-15T02,74,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,1,0,0,0,4,0,0,1,0,0,1,0,0,1,2,0,0,0,2,0,0,1,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,27,0,0,0,0,0
