bucket,total,--,AE,AL,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BW,BY,CA,CD,CH,CL,CM,CN,CO,CR,CW,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GH,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MK,MM,MN,MO,MV,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SA,SC,SD,SE,SG,SI,SK,TH,TN,TR,TT,TW,UA,US,UY,UZ,VE,VN,ZA
2023-12-28T14,127,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7,0,1,0,0,15,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,7,10,0,0,4,0,0,0,0,0,0,2,0,0,7,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,5,7,0,0,10,0,0,0,2,0,14,0,1,0,1,0
2023-12-28T15,138,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,1,18,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,7,10,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,1,7,0,0,17,0,1,0,1,0,23,0,0,0,0,0
2023-12-28T16,133,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,23,0,0,0,0,0,0,1,0,1,8,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,5,0,0,21,0,0,0,1,0,22,0,0,0,0,0
2023-12-28T17,156,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,4,0,1,15,10,0,0,0,0,0,0,0,0,0,1,0,1,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,0,0,11,6,0,0,13,0,2,0,2,0,22,0,0,0,1,1
2023-12-28T18,198,2,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,6,0,3,0,0,10,0,0,0,0,1,26,0,0,0,0,0,0,3,0,0,10,16,0,0,2,0,0,0,1,0,0,2,0,1,10,0,9,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,3,2,0,1,0,2,2,0,0,0,7,8,0,0,11,0,1,0,0,0,31,0,0,0,2,0
2023-12-28T19,163,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,7,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,8,13,0,0,0,0,0,0,0,0,0,1,0,1,10,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,14,1,0,0,0,0,0,0,2,1,0,3,0,0,1,0,0,0,4,7,0,0,6,0,1,0,1,0,23,0,0,0,1,0
2023-12-28T20,169,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,4,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,2,0,0,10,19,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,3,0,0,2,0,1,0,0,0,0,6,8,0,0,5,0,1,0,1,1,26,0,0,0,0,0
2023-12-28T21,166,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,3,0,0,6,0,0,0,0,0,30,0,0,0,0,0,0,2,0,0,9,20,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,3,3,0,2,0,0,0,0,0,0,3,6,0,0,3,0,1,0,0,0,23,2,0,0,0,0
2023-12-28T22,160,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,17,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,4,12,0,0,2,0,0,1,0,0,0,1,0,0,16,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,2,0,0,1,0,1,3,0,2,0,1,0,0,0,0,4,5,0,1,3,0,0,0,1,0,27,2,0,0,0,0
2023-12-28T23,143,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,18,0,0,0,1,0,13,0,0,0,0,0,0,1,0,0,1,15,0,0,1,0,0,1,0,0,0,2,0,0,14,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,7,0,0,2,0,0,0,1,0,33,0,0,0,1,0
2023-12-29T00,134,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,16,0,1,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,11,0,0,1,0,0,0,0,0,0,3,0,0,8,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,1,0,0,0,38,0,0,0,1,0
2023-12-29T01,128,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,60,0,0,0,1,0
2023-12-29T02,119,1,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,10,0,0,0,0,17,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,51,0,0,0,1,0
2023-12-29T03,141,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,11,0,0,0,0,21,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,13,0,0,3,0,0,0,1,0,61,0,0,0,1,0
2023-12-29T04,90,1,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,1,0,0,0,35,0,0,0,1,0
2023-12-29T05,121,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,2,0,0,1,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,57,0,0,0,0,0
2023-12-29T06,104,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,1,3,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,46,0,0,0,2,0
2023-12-29T07,102,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,1,4,0,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,3,0,0,0,0,0,42,0,0,0,0,0
2023-12-29T08,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0,0,4,0,0,0,0,0,20,0,0,0,1,0
2023-12-29T09,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,11,1,0,0,0,0,0,1,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,1,0,1,0,3,0,0,1,0,0,6,0,0,4,0,0,0,0,0,38,0,0,0,1,1
2023-12-29T10,114,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,18,1,0,0,0,0,0,1,0,0,5,4,0,0,3,0,0,0,0,6,0,3,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,10,0,0,4,0,1,0,0,0,26,0,0,0,1,0
2023-12-29T11,113,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,11,1,0,0,0,0,0,2,0,0,3,7,0,0,5,0,0,0,0,0,0,1,0,1,3,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,1,0,2,0,4,0,0,0,0,1,6,0,0,3,0,0,0,5,0,20,0,0,0,1,0
2023-12-29T12,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,1,0,1,2,0,8,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7,0,0,4,0,0,0,4,1,49,0,0,0,2,0
2023-12-29T13,128,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,9,0,0,0,1,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,0,7,0,0,7,0,0,0,5,1,24,0,0,0,0,0
2023-12-29T14,159,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,9,10,0,0,1,0,0,0,0,4,1,0,0,0,6,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,5,0,0,8,0,1,0,3,1,38,0,0,0,2,1
2023-12-29T15,159,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,0,1,0,0,4,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,11,9,0,0,5,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,1,0,2,0,0,4,0,4,0,0,0,0,2,5,0,0,19,0,1,0,3,0,28,0,0,0,1,1
2023-12-29T16,181,4,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,3,0,0,0,0,18,0,0,0,0,0,21,1,0,0,1,2,0,2,0,0,11,10,0,0,1,0,0,0,0,0,1,3,0,0,10,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,1,0,2,0,0,3,0,2,0,0,0,0,0,5,0,0,18,0,0,0,2,0,34,0,0,0,0,0
2023-12-29T17,207,3,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,14,0,0,0,0,0,38,1,0,0,0,0,0,3,0,0,13,14,0,0,2,0,0,0,0,0,1,4,0,1,15,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,5,0,0,13,0,0,0,0,0,44,0,0,0,0,0
2023-12-29T18,189,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,7,0,2,0,0,15,0,0,0,0,0,33,1,0,0,0,0,0,4,0,0,9,7,0,0,3,0,0,0,0,5,0,1,0,1,10,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,3,1,0,3,0,4,0,0,0,0,0,5,0,0,8,0,0,0,1,0,36,0,0,0,1,1
2023-12-29T19,211,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,1,0,0,14,0,0,0,0,1,40,0,0,0,0,0,0,6,0,0,3,14,0,0,3,0,0,0,2,0,0,1,0,1,8,0,9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,2,6,0,0,7,0,0,0,1,0,52,0,0,0,1,0
2023-12-29T20,153,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,5,0,2,0,0,6,0,0,0,0,0,20,2,0,0,0,0,0,3,0,0,9,10,0,0,0,0,0,0,1,0,1,0,0,2,9,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,5,0,0,11,0,0,0,0,0,29,1,0,0,1,0
2023-12-29T21,173,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,4,0,3,0,0,15,0,0,0,0,0,22,0,0,0,0,0,0,5,0,0,7,12,0,0,1,0,0,0,0,11,0,0,0,1,11,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,1,0,4,1,1,1,0,3,1,0,0,0,2,7,0,0,4,0,3,0,0,0,23,0,0,0,0,0
2023-12-29T22,161,1,0,0,1,1,0,0,0,0,3,0,0,0,6,0,0,5,0,2,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,4,16,0,0,1,0,0,0,0,0,0,0,0,1,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,3,1,0,1,0,2,0,0,0,0,3,5,0,0,4,0,4,0,1,0,26,0,0,0,0,0
2023-12-29T23,157,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,1,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,4,11,0,0,1,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,1,0,1,1,0,1,0,2,0,0,0,0,1,9,0,0,0,0,1,0,1,0,52,0,0,0,0,0
2023-12-30T00,164,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,9,0,1,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,12,0,0,2,0,0,0,0,0,0,7,1,2,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,11,0,0,0,0,0,0,3,0,63,0,0,0,0,0
2023-12-30T01,111,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,2,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,7,0,0,2,0,0,0,1,0,0,0,0,1,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,1,7,0,0,0,0,0,0,2,0,38,0,0,0,1,0
2023-12-30T02,92,1,0,0,2,1,1,0,1,0,0,1,0,0,1,0,0,7,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,0,0,10,0,0,1,0,1,0,1,0,34,0,0,0,0,0
2023-12-30T03,120,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,4,2,0,0,0,0,9,0,0,1,0,0,0,5,0,52,0,0,0,0,0
2023-12-30T04,86,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,5,0,1,0,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,8,0,0,1,0,0,0,3,0,32,0,0,0,0,0
2023-12-30T05,75,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,3,0,26,0,0,0,0,0
2023-12-30T06,89,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,2,0,0,3,0,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,9,0,0,2,0,0,0,3,0,33,0,0,0,0,0
2023-12-30T07,80,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,1,0,0,1,0,2,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,2,0,24,0,0,0,0,0
2023-12-30T08,81,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,5,0,0,0,0,0,0,2,0,25,0,0,0,0,0
2023-12-30T09,118,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,7,0,0,0,0,0,14,1,0,0,0,0,0,2,0,2,7,4,0,0,0,0,0,0,1,0,0,1,0,1,6,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,3,0,3,0,0,0,0,0,7,0,0,1,0,2,0,3,0,28,0,0,0,3,0
2023-12-30T10,100,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,3,5,0,0,1,0,0,0,0,0,0,1,0,0,6,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,2,6,0,0,1,0,0,0,2,1,24,0,0,0,1,0
2023-12-30T11,104,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,26,0,0,0,0,0,8,0,0,0,0,0,0,2,0,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,1,6,0,0,2,0,0,0,0,1,18,0,0,0,1,0
2023-12-30T12,124,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,18,0,0,0,0,1,10,0,0,0,0,0,0,2,0,0,4,6,0,0,2,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,2,0,7,0,0,0,0,1,8,0,0,5,0,2,0,3,1,26,0,0,0,0,1
2023-12-30T13,138,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,18,0,1,0,0,0,0,1,0,0,7,8,0,0,7,0,0,0,0,6,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,10,0,0,13,0,1,0,2,0,27,0,0,0,0,0
2023-12-30T14,144,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,18,0,0,0,0,0,13,1,1,0,0,0,0,1,0,0,8,10,0,0,8,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,2,0,2,0,3,0,0,0,0,2,7,0,0,8,0,0,0,2,0,26,0,0,0,0,0
2023-12-30T15,158,2,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,16,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,8,11,0,0,3,0,0,0,0,6,0,1,0,0,10,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,2,0,3,0,1,0,0,0,0,1,5,0,0,9,0,2,0,2,0,23,0,0,0,0,0
2023-12-30T16,166,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,8,0,0,0,0,0,28,0,0,0,0,0,0,5,0,0,9,11,0,0,3,0,0,0,0,0,0,0,0,1,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,2,7,0,0,9,0,0,0,6,0,24,0,0,0,1,0
2023-12-30T17,182,2,0,0,1,1,0,0,0,0,2,0,0,2,3,0,0,3,0,0,0,0,18,2,0,0,0,0,33,0,0,0,0,0,0,3,0,0,9,12,0,0,3,0,0,0,1,0,0,3,0,1,14,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,4,7,0,0,9,0,0,0,4,0,23,0,0,0,0,0
2023-12-30T18,179,2,0,0,1,2,0,0,0,0,2,0,0,2,2,0,0,5,0,1,0,0,12,1,0,0,0,0,28,0,0,0,0,0,0,3,0,0,8,11,0,0,1,1,0,0,1,0,0,3,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,2,7,0,0,10,0,0,0,2,0,29,0,0,0,0,0
2023-12-30T19,162,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,16,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,13,0,0,1,1,0,0,1,0,0,1,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,1,0,0,0,1,7,3,0,3,0,4,1,0,0,0,1,6,0,0,7,0,0,0,1,0,26,0,0,0,0,0
2023-12-30T20,159,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,1,0,0,10,0,0,0,0,0,25,1,0,0,0,0,0,4,0,0,9,12,0,0,1,0,0,0,1,0,0,2,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,0,1,0,0,0,0,4,1,0,2,0,5,0,0,0,0,2,5,0,0,5,0,1,0,0,0,28,0,0,0,0,0
2023-12-30T21,171,1,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,5,0,2,0,0,15,0,0,1,0,0,22,0,0,0,0,0,0,3,0,0,8,16,0,0,1,0,0,0,0,0,0,2,0,0,11,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,2,3,0,6,0,3,1,0,0,0,2,7,0,0,2,0,0,0,1,0,34,0,0,0,0,0
2023-12-30T22,163,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,1,0,0,9,0,0,0,0,0,18,1,0,0,0,0,0,2,0,0,9,16,0,1,0,0,0,0,0,0,0,2,0,1,13,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,0,0,0,0,4,2,0,1,0,1,0,0,0,0,2,7,0,0,1,0,2,0,0,0,38,0,0,0,1,0
2023-12-30T23,137,4,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,7,0,2,0,0,10,0,1,0,0,0,11,1,0,0,0,0,0,1,0,0,5,16,0,0,3,0,0,0,0,0,1,1,0,1,8,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,2,0,0,0,3,0,0,0,0,0,6,0,1,0,0,2,0,0,0,30,0,0,0,0,0
