bucket,total,--,AE,AL,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BW,BY,CA,CD,CH,CL,CM,CN,CO,CR,CW,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GH,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MK,MM,MN,MO,MV,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SA,SC,SD,SE,SG,SI,SK,TH,TN,TR,TT,TW,UA,US,UY,UZ,VE,VN,ZA
2023-12-26T04,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,1,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,7,0,0,0,0,0,0,0,0,15,0,0,0,1,0
2023-12-26T05,79,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,3,0,0,0,0,0,7,0,0,1,0,0,0,2,0,17,0,0,0,2,0
2023-12-26T06,70,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,1,0,0,2,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,2,0,20,0,0,0,0,0
2023-12-26T07,67,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,2,0,0,3,1,0,0,0,0,2,0,0,1,1,0,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,0,0,0,1,1
2023-12-26T08,83,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,1,0,2,0,0,0,0,0,9,0,0,1,0,0,0,0,0,21,0,0,0,1,0
2023-12-26T09,109,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,7,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,2,4,0,0,4,1,0,1,0,1,0,1,0,0,2,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,8,0,0,0,1,1,0,3,0,29,0,0,0,1,1
2023-12-26T10,113,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,9,0,0,0,0,1,14,1,1,0,0,0,0,0,0,0,2,6,0,0,3,1,0,1,0,0,0,2,0,0,3,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,6,0,0,1,1,1,0,2,0,22,0,0,0,0,1
2023-12-26T11,88,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,5,0,0,1,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,6,0,0,4,0,1,0,6,0,19,0,0,0,0,0
2023-12-26T12,92,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,2,4,0,0,4,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,1,6,0,0,7,0,0,0,2,0,25,0,0,0,0,0
2023-12-26T13,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1,2,0,0,8,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,2,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,6,0,0,13,0,1,0,5,0,22,0,0,0,3,0
2023-12-26T14,133,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,4,6,0,0,8,1,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,6,0,0,17,0,0,0,7,0,26,0,0,0,1,0
2023-12-26T15,133,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,9,9,0,0,4,1,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,1,0,0,3,0,1,0,0,0,0,1,5,0,0,17,0,0,0,2,0,23,0,0,1,0,0
2023-12-26T16,135,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,0,2,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,7,6,0,0,2,1,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,2,0,0,5,0,4,0,0,0,0,2,6,0,0,13,0,1,0,4,0,25,0,0,0,0,0
2023-12-26T17,154,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7,0,2,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,2,0,0,9,11,0,0,1,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,1,1,0,0,5,0,2,0,0,0,0,2,5,0,0,9,0,2,0,3,0,29,0,0,0,0,1
2023-12-26T18,142,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,13,8,0,1,2,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,4,1,0,0,0,3,1,0,0,0,3,6,0,0,6,0,2,0,3,1,28,0,0,0,0,0
2023-12-26T19,155,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,2,0,0,2,0,0,0,0,0,35,1,0,0,0,0,0,4,0,0,4,9,0,0,3,1,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,2,1,0,2,0,2,0,0,0,0,5,6,0,0,6,0,3,0,3,0,24,0,0,0,1,0
2023-12-26T20,137,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,5,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,3,10,0,0,1,1,0,0,0,0,0,1,0,0,8,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1,0,5,0,1,0,0,0,0,2,6,0,0,6,0,2,0,2,0,27,0,0,0,0,0
2023-12-26T21,165,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,7,0,1,0,0,11,0,0,0,0,0,28,0,0,0,0,0,0,4,0,1,7,12,0,0,2,1,0,0,0,0,0,1,0,0,18,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,2,7,0,0,2,0,2,0,2,0,25,0,0,0,1,1
2023-12-26T22,166,1,1,0,2,1,1,0,0,0,2,0,0,0,1,0,0,7,0,2,0,0,17,0,0,0,0,0,20,1,0,0,0,0,0,1,0,0,4,15,0,0,2,1,0,0,0,0,0,1,0,0,18,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,3,3,0,1,0,3,0,0,0,0,3,6,0,0,1,0,1,0,1,0,35,0,0,0,0,0
2023-12-26T23,130,1,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,9,0,2,0,0,14,0,0,0,0,1,8,0,0,0,0,0,0,3,0,0,3,13,0,0,2,1,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,2,5,0,0,2,0,1,0,0,0,26,0,0,0,0,0
2023-12-27T00,124,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,16,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,4,12,0,0,2,1,0,0,0,0,0,1,0,0,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,7,0,0,1,0,1,0,1,0,42,0,0,0,0,0
2023-12-27T01,107,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,1,1,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,9,0,0,1,0,2,0,0,0,40,0,0,0,0,0
2023-12-27T02,109,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,11,0,0,2,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,1,0,0,0,0,0,41,0,0,0,3,0
2023-12-27T03,118,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,7,0,1,1,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,7,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,4,0,0,0,1,0,52,0,0,0,2,1
2023-12-27T04,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,7,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,40,0,0,0,0,0
2023-12-27T05,78,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,0,0,35,0,0,0,0,0
2023-12-27T06,87,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,6,0,0,4,0,0,0,2,0,31,0,0,0,0,0
2023-12-27T07,98,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,6,0,0,3,0,0,0,2,0,36,0,0,0,0,0
2023-12-27T08,84,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,7,0,0,2,0,0,0,0,0,28,0,0,0,0,0
2023-12-27T09,77,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,5,0,0,0,0,1,5,1,0,0,0,0,0,4,0,0,5,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,0,0,0,0,0,20,0,0,0,1,0
2023-12-27T10,125,3,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,1,0,0,7,1,0,0,0,0,13,1,0,0,0,0,0,3,0,0,5,8,0,0,1,1,0,0,1,0,0,0,0,0,8,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,3,1,0,0,0,2,5,0,0,6,0,0,0,5,0,27,0,0,1,0,0
2023-12-27T11,109,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,13,1,0,0,0,0,10,1,0,0,0,1,0,3,0,0,4,3,0,0,2,1,0,0,1,0,0,2,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,2,0,5,0,0,0,0,1,7,0,0,5,0,0,0,4,0,24,0,0,0,0,0
2023-12-27T12,123,1,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,5,4,0,0,4,1,0,0,2,0,0,3,0,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,3,1,2,0,0,1,0,4,1,0,0,0,2,5,0,0,4,0,1,0,8,0,22,0,0,0,1,0
2023-12-27T13,117,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,15,0,0,0,0,0,13,2,0,0,0,0,0,1,0,0,5,5,0,0,9,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,1,5,0,0,6,0,1,0,3,0,22,0,0,0,1,0
2023-12-27T14,140,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,12,0,0,0,0,0,15,1,0,0,0,0,0,1,0,0,6,11,0,0,5,1,0,0,1,0,0,0,0,0,6,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,2,0,1,1,0,2,0,2,1,0,0,0,2,7,0,0,14,0,0,0,1,0,17,0,0,0,3,0
2023-12-27T15,173,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,7,0,0,0,0,0,15,1,0,0,0,0,0,1,0,0,8,13,0,0,6,1,0,0,0,0,0,1,0,1,11,0,5,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,2,1,1,0,0,4,0,0,0,0,2,6,0,0,16,0,0,0,2,0,37,0,0,0,3,1
2023-12-27T16,170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,8,0,0,0,0,0,31,0,0,0,0,0,0,2,0,1,10,8,0,0,4,1,0,0,0,0,0,0,0,1,16,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,3,6,0,0,13,0,0,0,3,0,38,0,0,0,0,0
2023-12-27T17,155,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,5,0,0,0,0,0,31,0,0,0,0,0,0,4,0,0,9,15,0,0,1,1,0,0,0,0,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,3,0,4,1,0,0,0,2,5,0,1,7,0,0,0,3,0,25,0,0,0,1,0
2023-12-27T18,150,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,9,0,2,0,0,5,1,0,0,0,0,27,0,0,0,0,0,0,6,0,0,7,12,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,4,1,0,1,0,5,0,0,0,0,1,6,0,0,11,0,0,0,0,0,21,0,0,0,0,0
2023-12-27T19,156,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0,2,0,0,6,1,0,0,0,0,37,0,0,0,0,0,0,1,0,0,6,8,0,0,0,1,0,0,1,0,0,0,0,2,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,1,0,0,0,3,1,0,0,0,3,6,0,0,4,0,0,0,0,0,27,0,0,0,0,0
2023-12-27T20,159,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0,8,0,2,0,1,7,0,0,0,0,0,28,1,0,0,0,0,0,3,0,1,8,12,0,0,0,1,0,0,0,0,0,0,0,1,11,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,2,6,0,0,4,0,0,0,0,0,28,0,0,0,0,1
2023-12-27T21,160,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,14,0,2,0,0,8,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,5,15,0,0,1,1,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,2,1,0,2,0,2,0,0,0,0,3,5,0,0,2,0,0,0,0,1,35,0,0,0,0,1
2023-12-27T22,130,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,4,0,0,5,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,3,14,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,32,0,0,0,0,0
2023-12-27T23,110,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,11,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,9,13,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,28,0,0,0,0,0
2023-12-28T00,107,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,3,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,4,16,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36,0,0,0,0,0
2023-12-28T01,107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4,8,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,1,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,50,0,0,0,1,0
2023-12-28T02,102,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,0,0,6,1,0,0,0,0,4,0,0,1,0,0,0,2,0,1,4,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,2,1,0,0,0,2,1,0,0,0,3,5,0,0,0,0,0,0,0,0,36,0,0,0,0,0
2023-12-28T03,109,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,12,0,1,0,0,9,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,0,0,3,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,1,6,0,0,1,0,0,0,0,1,39,0,0,0,1,0
2023-12-28T04,88,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,7,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,2,0,3,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,1,1,29,0,0,0,3,0
2023-12-28T05,99,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,7,0,0,0,0,1,0,2,1,45,0,0,0,1,0
2023-12-28T06,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,0,1,31,0,0,0,0,0
2023-12-28T07,75,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,1,25,0,0,0,0,0
2023-12-28T08,86,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,4,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,3,1,0,0,0,2,6,0,0,3,0,1,0,0,1,27,0,0,0,0,0
2023-12-28T09,96,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,1,0,5,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,2,0,0,0,0,1,5,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,2,6,0,0,6,0,1,0,1,0,25,0,0,0,0,0
2023-12-28T10,113,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,2,0,0,1,0,3,1,0,0,0,1,6,0,0,7,0,1,0,2,1,19,0,0,0,5,1
2023-12-28T11,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,2,1,2,0,0,0,0,1,6,0,0,10,0,1,0,4,0,18,0,0,0,2,0
2023-12-28T12,139,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,27,1,0,0,0,1,10,1,0,0,0,0,0,1,0,0,4,6,0,0,7,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,0,3,11,0,0,10,0,0,0,2,0,20,0,0,0,2,0
2023-12-28T13,153,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,23,0,0,0,0,0,13,1,0,0,0,0,0,1,0,0,9,7,1,0,8,0,0,0,0,1,0,1,0,0,3,0,5,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,10,0,0,8,0,0,0,4,0,25,0,1,0,2,0
