bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GE,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LT,LV,MA,MK,MM,MO,MW,MX,MY,NE,NG,NI,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,SY,TH,TM,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,YE,ZA,ZM,ZW
2023-07-04T11,139,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,2,9,1,0,0,0,0,0,0,0,5,6,0,0,0,2,0,0,0,1,0,0,4,0,0,5,11,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0,4,0,0,0,1,7,0,0,4,0,0,0,8,0,0,0,37,0,0,0,1,0,0,0,0
2023-07-04T12,134,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,6,0,0,2,5,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,4,0,0,1,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,1,0,3,1,0,0,1,6,0,0,6,0,0,0,8,0,3,0,47,0,0,0,0,0,0,0,0
2023-07-04T13,130,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,5,0,0,1,4,0,0,0,0,0,2,0,0,4,4,0,0,0,1,0,0,0,0,8,0,4,0,0,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,12,0,0,0,7,0,0,0,32,0,0,0,0,0,0,0,0
2023-07-04T14,185,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0,0,2,23,0,0,0,0,0,2,0,0,3,5,0,0,0,3,0,0,0,0,0,0,2,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,3,12,0,0,13,0,0,1,9,0,1,0,59,0,0,0,0,0,0,0,0
2023-07-04T15,201,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,0,0,3,27,0,0,0,1,0,2,0,0,7,6,0,0,0,0,0,1,0,0,0,0,1,0,0,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,5,0,0,19,0,0,0,5,0,3,0,58,0,0,0,0,0,0,0,0
2023-07-04T16,220,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,4,25,0,0,0,1,0,4,0,0,10,11,0,0,0,2,0,1,1,0,7,0,4,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,1,0,1,0,2,0,0,0,4,0,0,0,1,12,0,0,19,0,0,0,4,0,0,0,72,0,0,0,0,0,0,0,0
2023-07-04T17,226,2,0,0,1,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,7,0,0,1,35,0,0,0,1,0,7,0,0,12,13,0,0,0,1,0,0,0,0,0,0,6,0,0,8,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,1,1,0,0,1,0,3,0,1,0,0,0,1,0,0,0,2,11,0,0,10,0,0,1,4,0,1,0,68,0,0,0,1,0,0,0,0
2023-07-04T18,222,3,0,0,0,0,0,0,0,0,3,0,0,0,0,8,2,0,1,0,7,0,0,1,59,0,0,0,1,0,5,0,0,11,12,0,0,0,2,0,0,0,0,0,0,4,0,0,5,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,0,0,0,1,0,1,0,2,0,0,0,3,0,0,0,2,12,0,0,4,0,0,1,0,0,1,0,51,0,0,0,0,0,1,0,0
2023-07-04T19,204,1,0,0,0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,5,0,0,1,33,0,0,0,1,0,2,0,1,11,17,0,0,0,2,0,0,0,0,0,0,3,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,6,0,0,5,0,0,1,0,0,1,0,68,0,0,0,0,0,1,0,1
2023-07-04T20,235,1,0,0,0,0,0,0,0,0,1,0,0,3,0,5,2,1,0,0,9,0,0,1,26,0,0,0,0,0,3,0,1,10,19,0,0,0,2,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,6,0,0,0,0,0,1,0,94,0,0,0,0,0,0,0,0
2023-07-04T21,177,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,9,1,0,1,15,0,0,0,0,0,1,0,1,8,14,0,0,0,0,0,0,0,0,9,0,1,0,0,15,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,6,0,0,1,0,0,1,0,0,1,0,65,0,0,0,0,0,1,0,0
2023-07-04T22,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,1,14,0,0,0,0,0,3,0,1,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,15,0,0,2,0,0,0,0,0,0,0,58,0,0,0,2,0,0,0,0
2023-07-04T23,179,2,0,0,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,1,0,1,17,0,0,0,0,0,1,0,1,3,6,0,0,0,0,0,0,0,0,0,0,10,0,0,4,9,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,6,0,0,1,0,0,0,2,0,3,0,76,0,0,0,0,0,1,0,0
2023-07-05T00,118,3,0,0,1,0,1,0,0,0,0,1,0,1,0,8,0,0,0,0,7,0,0,1,17,0,0,0,0,0,2,0,0,4,3,0,0,0,1,0,0,0,0,0,0,4,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,0,1,0,0
2023-07-05T01,84,2,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,2,0,0,1,1,0,0,0,42,0,0,0,0,0,0,0,0
2023-07-05T02,85,3,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,36,0,0,0,0,0,1,0,1
2023-07-05T03,99,2,0,0,0,0,1,0,0,0,1,0,0,1,0,6,0,0,0,0,14,0,0,2,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,43,0,0,0,0,0,1,0,1
2023-07-05T04,92,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,1,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0,0,0,0
2023-07-05T05,84,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,1,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,5,1,0,0,0,0,0,0,0,3,0,34,0,0,0,0,0,0,0,0
2023-07-05T06,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,2,0,31,0,0,0,0,0,0,0,0
2023-07-05T07,102,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,1,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,1,0,4,0,36,0,0,0,3,0,0,0,0
2023-07-05T08,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,10,0,0,1,9,0,0,0,0,0,1,0,0,4,4,0,1,0,0,0,0,0,2,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,2,0,0,1,0,37,0,0,0,3,0,0,0,0
2023-07-05T09,107,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,0,1,0,9,0,0,1,5,0,0,0,0,0,2,0,0,3,3,0,1,0,0,0,0,0,3,0,0,1,0,0,2,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,2,0,2,0,0,0,0,0,1,0,0,0,1,7,0,0,5,0,0,0,1,0,1,0,30,0,0,0,0,0,0,0,0
2023-07-05T10,100,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,9,0,0,1,7,0,0,1,0,0,0,0,1,2,3,0,0,0,1,0,0,0,3,0,0,1,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,5,0,0,0,3,0,3,0,30,0,0,0,0,0,0,0,0
2023-07-05T11,110,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,2,0,0,1,5,0,1,0,38,0,0,0,0,0,0,0,0
2023-07-05T12,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,8,0,1,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,4,0,0,1,4,0,1,0,31,0,0,0,0,0,0,0,0
2023-07-05T13,118,2,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,8,0,0,1,13,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,14,0,0,2,2,0,3,0,28,0,0,0,1,0,0,0,0
2023-07-05T14,144,1,0,0,0,2,1,0,0,0,1,0,0,0,0,4,1,0,0,0,17,0,0,1,13,0,0,0,0,0,0,0,1,4,8,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,4,8,0,0,15,0,0,0,4,0,1,0,30,0,0,0,1,0,0,0,0
2023-07-05T15,180,2,0,0,0,2,0,0,0,0,0,0,2,1,0,1,2,0,0,0,16,0,0,1,17,0,0,0,0,0,3,0,1,4,14,0,0,0,3,0,0,0,1,0,0,2,0,1,11,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,0,0,4,0,0,0,1,6,0,0,16,0,0,2,3,0,2,0,46,0,0,0,0,0,0,1,0
2023-07-05T16,156,1,0,0,0,0,0,0,0,0,1,1,2,1,0,3,1,0,0,0,11,0,0,1,37,0,0,0,0,0,2,0,0,3,9,0,0,0,0,0,0,0,1,0,0,2,0,0,8,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,12,0,0,0,2,0,3,0,27,0,0,0,0,0,0,1,0
2023-07-05T17,148,2,0,0,0,0,0,0,0,0,3,0,0,1,0,4,1,0,0,0,5,0,0,1,29,0,1,0,0,0,5,0,0,2,8,0,0,0,3,0,0,0,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,5,0,0,10,0,0,0,2,0,4,0,20,0,0,0,0,0,0,0,0
2023-07-05T18,184,1,0,0,0,1,0,0,1,0,4,0,0,1,0,6,0,0,0,0,12,0,0,1,42,0,1,0,0,0,4,0,0,9,17,0,0,0,3,0,0,0,0,0,0,0,0,0,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,2,0,0,1,2,0,4,0,0,0,1,6,0,0,10,0,0,0,1,0,2,0,17,0,0,0,0,0,0,0,0
2023-07-05T19,163,1,0,0,0,0,1,0,0,0,2,1,0,1,0,5,0,0,0,0,5,0,0,1,34,0,0,0,0,0,3,0,0,11,16,0,0,0,0,0,0,0,0,0,0,1,0,0,16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,5,0,0,5,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0
2023-07-05T20,137,1,0,0,2,0,0,0,2,0,2,0,0,1,0,2,2,0,0,0,5,0,0,1,20,0,0,0,0,0,1,0,0,12,14,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,5,0,0,2,0,0,1,0,0,4,0,23,0,0,0,0,0,0,0,0
2023-07-05T21,115,1,0,0,2,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,4,0,0,1,14,0,0,0,0,0,1,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0
2023-07-05T22,120,1,0,0,0,1,0,0,0,0,0,1,0,1,0,7,2,0,1,0,22,0,0,1,9,0,0,0,0,0,2,0,0,3,11,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,1,0,0,0,0,0,3,0,28,0,0,0,0,0,1,0,0
2023-07-05T23,107,1,0,0,0,0,0,0,0,0,0,0,1,2,0,9,0,0,1,0,21,0,0,1,5,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,2,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,0
2023-07-06T00,112,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,1,0,23,1,0,1,3,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,3,0,38,0,0,0,0,0,0,0,0
2023-07-06T01,136,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,23,0,0,1,7,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,5,0,0,4,0,0,1,1,0,3,0,46,0,0,0,3,0,0,0,0
2023-07-06T02,121,3,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,20,0,0,1,4,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,5,0,0,4,0,0,0,2,0,1,0,36,0,0,0,1,0,0,0,0
2023-07-06T03,112,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,0,0,4,0,0,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,2,0,1,0,49,0,0,0,0,0,0,0,0
2023-07-06T04,77,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,9,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,1,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0
2023-07-06T05,107,2,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9,0,0,0,3,0,0,0,1,0,1,0,0,2,12,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,6,0,0,2,0,0,0,1,0,1,0,43,0,0,0,0,0,0,0,0
2023-07-06T06,110,2,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,11,0,0,2,3,0,0,0,1,0,1,0,0,3,2,0,0,1,6,0,0,0,1,1,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,6,0,0,2,0,0,1,2,0,0,0,41,0,0,0,0,0,0,0,0
2023-07-06T07,94,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,10,0,0,1,6,0,0,0,0,0,3,0,0,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,7,0,0,3,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0
2023-07-06T08,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,7,0,0,0,0,0,2,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,1,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0
2023-07-06T09,112,4,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,9,0,0,0,7,0,0,0,0,0,1,0,0,4,4,0,0,0,3,0,0,0,0,0,0,5,0,0,4,17,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,6,0,0,6,0,0,0,3,0,2,0,16,0,0,0,1,0,0,0,0
2023-07-06T10,123,2,0,0,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,8,0,0,0,6,0,0,0,0,0,1,0,0,4,4,0,0,0,1,0,0,0,0,0,0,2,0,0,3,11,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,6,0,0,4,0,0,1,5,0,2,0,40,0,0,0,1,0,0,0,0
2023-07-06T11,113,3,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,8,0,0,0,19,0,0,0,0,0,1,0,0,4,7,0,0,0,9,0,1,0,0,0,0,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,3,0,0,2,3,0,0,0,27,0,1,1,0,0,0,0,0
2023-07-06T12,125,2,0,0,0,1,1,0,0,0,1,0,0,2,0,2,1,0,0,0,11,0,0,0,10,1,1,0,1,0,1,0,0,0,5,0,0,0,13,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,5,0,0,0,3,0,1,0,35,0,0,0,0,0,0,0,0
2023-07-06T13,189,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,11,0,0,0,8,2,0,0,0,0,1,0,0,3,5,0,0,0,31,0,0,0,1,0,0,4,0,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,3,0,0,0,2,0,0,0,1,7,0,0,17,0,0,1,2,0,1,0,64,0,0,0,0,0,0,0,0
2023-07-06T14,172,2,0,0,0,0,1,0,0,0,1,0,0,2,0,2,2,0,0,0,10,0,0,0,8,0,0,0,0,0,1,0,0,1,2,0,0,0,22,0,0,0,0,0,0,7,0,0,3,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,1,6,0,0,18,0,0,0,3,0,1,0,42,0,0,0,0,0,0,0,0
2023-07-06T15,178,2,1,0,0,0,0,0,0,0,1,0,1,1,0,3,3,0,1,0,10,1,0,0,10,0,0,0,0,0,2,0,0,9,3,0,0,0,17,0,0,0,1,0,0,0,0,0,7,12,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,3,8,0,0,18,0,0,0,1,0,1,0,49,0,0,0,0,0,0,0,0
2023-07-06T16,203,1,0,0,1,0,0,0,0,0,1,1,1,1,0,2,1,0,1,0,20,2,0,0,19,0,0,0,0,0,4,0,0,8,4,0,0,0,8,0,0,0,0,1,0,1,0,0,9,39,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,2,0,0,0,5,0,0,0,1,5,0,0,7,0,0,0,3,0,1,0,43,0,0,0,0,0,0,0,0
2023-07-06T17,175,2,3,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,18,0,0,0,30,0,0,0,0,0,4,0,0,8,14,0,0,0,3,0,0,0,0,0,0,0,0,0,8,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,5,0,0,9,0,0,1,1,0,0,0,42,0,0,0,1,0,0,0,0
2023-07-06T18,208,1,2,0,1,0,0,0,0,0,3,0,0,3,2,5,1,0,0,0,26,0,0,0,31,0,0,0,0,0,5,0,0,6,23,0,0,0,5,0,0,0,0,0,0,0,0,1,10,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,8,0,0,3,0,0,0,2,0,3,0,40,0,0,0,0,0,0,0,0
2023-07-06T19,199,1,0,0,0,1,0,0,0,0,3,0,0,2,0,6,4,0,1,0,19,1,0,0,21,0,0,0,0,0,4,0,0,9,25,0,0,0,2,0,0,0,0,0,0,0,0,2,12,9,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,9,0,0,4,0,0,1,1,0,1,0,32,0,0,0,1,0,1,0,0
2023-07-06T20,206,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,22,0,0,0,22,0,0,0,0,0,1,0,0,11,17,0,0,0,0,0,0,0,0,0,0,6,0,0,19,30,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,0,0,3,0,0,1,1,0,0,0,41,0,0,0,1,0,1,0,0
2023-07-06T21,207,1,1,0,1,0,0,0,0,1,1,0,0,3,0,4,1,0,0,0,26,0,0,0,17,0,0,0,0,0,2,0,0,8,13,0,1,0,1,0,0,0,0,0,0,0,2,0,20,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,6,0,0,3,0,0,0,0,0,3,0,59,0,0,0,1,0,0,0,0
2023-07-06T22,168,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,19,0,0,0,19,0,0,0,0,0,1,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,5,0,11,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6,0,0,2,0,0,1,0,0,0,0,64,0,0,0,2,0,0,0,0
2023-07-06T23,130,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,20,1,0,0,5,0,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,56,0,0,0,0,0,0,0,0
2023-07-07T00,133,3,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,21,0,0,0,4,0,0,0,0,0,1,0,0,3,2,0,0,0,1,1,0,0,0,0,0,5,0,0,3,6,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,2,0,51,0,0,0,0,0,0,0,0
2023-07-07T01,98,1,0,0,0,1,0,0,0,0,0,0,0,4,0,6,0,0,1,0,21,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,3,0,0,0,0,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0
