bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BR,BY,CA,CH,CL,CN,CO,CW,CY,CZ,DE,DK,DO,EC,EG,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IR,IT,JP,KE,KG,KH,KR,KZ,LB,LK,LT,LU,LV,MA,MC,MK,MM,MO,MU,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,RO,RS,RU,RW,SC,SE,SG,SK,SN,SV,SZ,TG,TH,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-05-02T05,77,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,9,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,3,0,0,0,21,0,0,0,0,0,0
2023-05-02T06,105,2,0,0,0,1,0,1,0,0,1,0,0,1,0,3,0,0,19,0,0,0,0,7,2,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,0,2,0,0,0,30,0,0,0,0,0,0
2023-05-02T07,71,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,22,0,0,0,0,9,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,1,0,1,0,0,0,11,0,0,0,0,0,0
2023-05-02T08,79,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,3,0,1,0,11,0,0,0,1,0,0
2023-05-02T09,105,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,12,0,0,0,0,0,0,0,2,3,0,0,1,0,1,1,0,0,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,3,0,1,0,18,0,0,0,1,0,0
2023-05-02T10,71,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,7,1,0,0,0,1,0,0,5,4,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,1,0,0,0,0,4,0,0,0,2,0,0,0,11,0,0,0,1,0,0
2023-05-02T11,94,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,1,4,4,0,0,2,0,1,0,0,0,2,0,3,3,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,0,0,0,9,0,0,0,22,0,0,1,1,0,0
2023-05-02T12,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,12,0,1,0,0,0,0,0,2,2,0,0,13,0,0,0,0,0,2,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,4,0,0,1,2,0,0,0,8,0,0,0,0,0,0
2023-05-02T13,96,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,10,0,0,0,0,1,0,0,4,5,0,0,11,0,0,0,0,0,1,0,6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,8,0,1,0,6,0,0,0,10,0,0,0,0,0,0
2023-05-02T14,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,19,0,0,0,0,0,0,0,2,2,0,0,2,0,1,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,8,0,1,0,3,0,0,0,14,0,0,0,0,0,0
2023-05-02T15,97,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,18,0,0,0,0,3,0,0,7,5,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,1,0,0
2023-05-02T16,166,3,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,12,0,0,0,0,31,0,0,0,0,3,0,0,10,6,0,0,3,0,0,0,0,0,13,0,15,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,8,0,3,0,2,0,0,0,26,0,0,0,0,0,0
2023-05-02T17,154,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,15,0,0,0,0,44,0,0,0,0,7,0,0,7,11,0,0,1,0,0,1,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,5,0,0,0,0,0,3,0,1,0,1,0,0,0,19,0,0,0,0,0,0
2023-05-02T18,188,1,0,0,0,0,1,0,0,0,0,2,0,2,0,4,1,0,14,0,0,0,0,57,0,0,0,0,5,0,0,4,19,0,0,1,0,0,1,1,0,0,0,8,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,5,0,0,0,0,0,1,0,3,0,2,0,0,0,25,0,0,0,1,0,0
2023-05-02T19,219,2,0,0,0,0,0,0,0,0,0,0,0,2,0,9,2,2,14,0,1,0,1,42,1,0,1,0,8,0,0,14,13,0,0,2,0,0,0,1,1,0,1,19,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,2,0,1,0,0,0,4,0,0,1,0,1,0,0,2,5,0,0,0,0,0,2,0,2,0,3,0,0,0,25,0,0,0,0,1,0
2023-05-02T20,162,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,3,16,0,0,0,0,30,0,0,0,0,3,0,0,6,6,0,0,1,0,0,0,2,0,1,0,20,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,0,0,0,0,1,0,2,0,0,1,5,0,0,0,0,0,3,0,0,0,2,0,1,0,27,0,0,0,0,0,0
2023-05-02T21,133,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,16,0,0,0,0,21,0,0,0,0,2,0,1,8,10,0,0,0,0,0,0,4,0,0,0,15,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0
2023-05-02T22,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,1,0,0,0,18,0,0,0,0,3,0,1,4,5,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,30,0,0,0,0,0,0
2023-05-02T23,111,2,0,0,0,0,0,0,0,0,0,0,0,2,0,16,1,0,1,1,0,0,0,10,0,0,0,0,1,0,0,1,7,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,1,0,0
2023-05-03T00,72,2,0,0,0,0,0,1,0,0,0,0,0,1,0,5,2,2,1,0,0,0,0,8,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,3,0,0,0,24,0,0,0,2,0,0
2023-05-03T01,77,3,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,1,4,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0
2023-05-03T02,65,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
2023-05-03T03,60,3,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0
2023-05-03T04,75,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,15,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,0,0
2023-05-03T05,80,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,16,0,0,0,0,4,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,3,0,1,0,0,0,0,0,20,0,0,0,0,0,0
2023-05-03T06,105,1,0,0,0,1,1,2,0,0,0,0,0,2,0,3,0,0,19,0,0,0,2,7,0,0,0,0,1,0,0,5,5,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,3,0,0,0,24,0,0,0,0,0,0
2023-05-03T07,95,3,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,16,0,0,0,1,12,0,0,0,0,2,0,0,5,3,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0
2023-05-03T08,97,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17,0,0,0,0,8,0,0,0,0,3,0,0,6,5,0,0,1,0,0,0,0,0,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,2,0,1,0,23,0,0,0,0,0,0
2023-05-03T09,80,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,2,0,0,3,5,0,0,1,0,0,1,0,0,2,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,18,0,0,0,0,0,0
2023-05-03T10,73,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,0,3,0,0,0,2,0,0,0,17,0,0,0,0,0,0
2023-05-03T11,77,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,6,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,1,7,0,0,0,1,1,0
2023-05-03T12,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13,0,0,0,0,13,0,1,0,0,1,0,0,3,6,0,0,1,0,0,0,0,0,1,0,6,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,2,0,0
2023-05-03T13,112,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,14,0,0,0,0,9,1,0,0,0,2,0,0,3,3,0,0,10,0,0,0,0,0,0,0,7,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,1,1,0,6,0,1,2,5,0,0,0,0,0,10,1,0,0,4,0,0,0,7,0,0,0,1,0,0
2023-05-03T14,129,2,0,0,0,0,3,1,0,0,0,0,0,4,0,1,2,0,14,0,0,0,0,18,0,0,0,0,1,1,0,5,7,0,0,7,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,5,0,0,0,0,0,14,0,1,0,1,0,0,0,17,0,0,0,1,0,0
2023-05-03T15,119,2,0,0,0,0,1,0,0,0,0,0,0,3,0,3,1,0,12,0,0,0,0,14,0,0,0,0,2,0,0,5,8,0,0,3,0,0,1,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,11,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,6,0,0,0,0,0,9,0,0,0,1,0,0,0,19,0,0,0,1,0,0
2023-05-03T16,128,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,26,1,0,0,0,1,0,0,10,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,1,0,2,0,0,4,0,0,0,6,0,0,0,0,0,11,0,0,0,1,0,1,0,16,0,0,0,0,0,0
2023-05-03T17,152,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,2,0,0,0,0,29,2,0,0,0,5,0,0,6,7,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,1,0,1,1,0,5,0,0,4,5,0,0,0,0,0,6,0,2,0,2,0,0,0,26,0,0,0,1,0,0
2023-05-03T18,165,1,0,0,0,0,1,0,0,0,0,2,0,1,0,7,1,2,3,0,0,0,0,44,1,0,0,0,5,0,0,12,13,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,1,1,1,0,0,0,3,5,0,0,0,0,0,9,0,1,0,0,0,0,0,17,0,0,0,0,1,0
2023-05-03T19,162,4,0,0,0,0,0,0,0,1,0,1,0,0,0,6,2,0,2,0,0,0,0,38,2,0,0,0,4,0,0,16,12,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,0,0,0,0,0,2,0,1,0,0,0,0,0,15,0,0,0,0,0,0
2023-05-03T20,144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,5,0,0,0,0,24,1,0,0,0,1,0,1,10,9,0,0,1,0,0,0,0,1,0,0,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,2,1,0,1,0,0,1,5,0,0,0,0,0,7,0,0,0,3,0,0,0,19,0,0,0,0,0,0
2023-05-03T21,140,1,0,0,0,0,1,0,0,1,0,0,2,0,0,2,3,0,3,0,0,0,0,18,1,0,0,0,0,0,1,5,18,0,0,1,0,0,0,0,0,1,0,23,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,2,0,2,1,0,1,0,0,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0
2023-05-03T22,103,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,3,0,0,0,0,8,1,0,0,0,1,0,0,3,11,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,0,30,0,0,0,0,0,0
2023-05-03T23,103,3,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,2,0,0,0,1,12,1,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,37,0,0,0,0,0,0
2023-05-04T00,105,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,5,4,0,0,0,0,8,1,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,8,0,0,0,0,0,1,0,0,0,2,0,0,0,39,0,0,0,0,0,0
2023-05-04T01,85,1,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,1,5,0,0,0,0,6,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,4,0,0,0,29,0,0,0,0,0,0
2023-05-04T02,109,2,0,0,0,0,0,1,0,0,0,0,0,3,0,17,0,0,1,0,0,0,0,7,1,0,0,0,1,1,0,1,3,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,2,0,0,0,2,0,0,0,41,0,0,1,1,0,0
2023-05-04T03,92,2,0,0,0,1,0,1,0,0,0,0,0,2,0,8,0,0,4,0,0,0,0,7,1,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,34,0,0,0,0,0,0
2023-05-04T04,77,1,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0,3,5,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,25,0,0,0,1,0,0
2023-05-04T05,72,4,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,10,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,2,0,21,0,0,0,1,0,0
2023-05-04T06,75,2,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,6,1,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,2,0,13,0,1,0,0,0,0
2023-05-04T07,84,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,1,0,4,1,0,0,0,1,0,1,4,5,0,1,1,0,0,0,0,0,1,0,1,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,1,0,0,0,18,0,1,0,0,1,0
2023-05-04T08,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,8,1,0,0,0,0,0,0,4,6,0,1,3,0,0,0,0,0,3,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,2,0,0,0,28,0,0,0,1,1,0
2023-05-04T09,74,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,7,1,0,0,0,1,0,0,2,5,0,0,3,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,5,0,0,0,1,0,0,0,13,0,0,0,0,0,0
2023-05-04T10,93,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,13,0,0,0,0,9,1,0,0,0,1,0,0,3,8,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,6,0,1,0,16,0,0,0,0,0,0
2023-05-04T11,129,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,0,7,1,0,0,0,0,0,0,1,4,0,1,48,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,1,0,1,0,20,0,0,0,0,1,0
2023-05-04T12,137,2,0,0,0,0,1,0,0,0,0,2,0,3,0,1,1,0,17,0,0,0,0,8,1,1,0,0,2,0,0,5,6,0,1,21,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11,0,0,0,0,0,9,0,0,0,3,0,1,0,27,0,0,0,0,1,0
2023-05-04T13,114,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,13,0,0,0,0,5,2,0,0,0,0,0,0,1,8,0,0,27,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,4,0,0,2,6,0,0,0,0,0,8,0,0,0,3,0,0,0,10,0,0,0,0,0,0
2023-05-04T14,113,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,0,0,0,0,16,1,0,0,0,0,0,0,6,5,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,5,0,0,0,0,0,10,0,0,0,2,0,0,0,18,0,0,0,0,0,0
2023-05-04T15,158,1,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,17,0,0,0,1,19,1,0,0,0,3,0,1,5,5,0,0,7,0,0,0,0,0,1,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,2,0,0,2,0,4,0,0,4,6,0,0,0,0,0,17,0,0,0,1,0,0,0,26,0,0,0,0,1,0
2023-05-04T16,130,2,2,0,0,0,1,0,0,0,0,0,1,2,1,3,0,0,7,0,0,0,0,18,1,0,0,0,2,0,0,8,6,0,0,2,0,0,0,0,0,0,0,18,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1,5,0,0,0,0,0,12,0,1,0,1,0,0,0,18,0,0,0,1,0,0
2023-05-04T17,152,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,2,0,0,0,0,34,1,0,0,1,3,0,0,9,10,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,2,0,0,1,0,1,0,0,4,6,0,0,0,0,0,8,0,0,0,2,0,0,0,26,0,0,0,0,0,0
2023-05-04T18,184,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,4,0,1,0,0,0,1,45,1,0,0,0,6,0,1,8,26,0,0,1,1,0,0,1,0,1,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,5,3,0,0,0,0,7,0,0,0,1,0,0,0,18,0,0,1,0,0,0
2023-05-04T19,180,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,3,1,3,0,0,0,0,55,2,0,0,0,6,0,0,9,18,0,0,1,1,0,0,3,0,1,0,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,2,2,0,1,0,0,3,6,1,0,0,0,0,4,0,0,0,0,0,1,0,21,0,0,0,0,0,0
2023-05-04T20,156,2,0,0,0,0,0,0,0,0,0,1,0,3,0,5,2,0,3,0,0,0,0,35,1,0,0,0,1,0,0,11,23,0,0,1,1,0,0,1,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,2,1,0,1,0,0,2,5,0,0,0,0,0,1,0,0,0,2,0,2,0,19,0,0,0,0,0,0
