bucket,total,--,AE,AF,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BW,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,ML,MM,MN,MO,MT,MU,MX,MY,NC,NE,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SE,SG,SI,SK,TH,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM
2023-10-24T07,70,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,2,0,0,0,0,0,1,0,1,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,6,1,0,1,0,0,0,1,0,0,21,0,0,0,1,0,0
2023-10-24T08,75,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,1,0,0,4,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,5,0,0,2,0,0,0,2,0,0,26,0,0,0,0,0,0
2023-10-24T09,92,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,5,0,0,1,0,0,0,3,0,0,35,0,0,0,0,0,0
2023-10-24T10,87,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,13,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,1,8,0,0,2,0,0,0,1,0,0,28,0,0,0,0,0,0
2023-10-24T11,88,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,7,0,0,2,0,1,0,5,0,0,25,0,0,0,2,0,0
2023-10-24T12,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,1,0,0,9,3,0,0,0,0,2,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,1,6,0,0,4,0,0,0,3,0,0,28,0,0,0,0,0,0
2023-10-24T13,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,0,0,1,6,0,0,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,6,0,0,8,0,0,0,4,0,0,27,0,0,0,0,0,0
2023-10-24T14,111,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,3,0,0,0,0,0,1,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,1,0,0,1,3,0,2,6,0,0,6,0,0,0,3,0,0,24,0,0,0,1,0,0
2023-10-24T15,127,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,20,0,0,0,0,0,0,6,0,0,9,3,0,0,2,0,1,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,1,0,0,0,1,2,3,1,2,6,0,0,7,0,0,0,4,0,0,22,0,0,1,0,1,0
2023-10-24T16,156,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,0,0,25,0,0,0,0,0,0,2,0,0,16,7,0,0,1,0,2,0,0,0,0,1,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,0,1,0,1,0,0,0,0,2,1,1,4,5,0,0,8,0,0,0,8,0,0,29,0,0,0,0,0,0
2023-10-24T17,175,3,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,12,17,0,0,0,0,3,0,0,0,0,0,0,0,0,20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,1,0,0,1,0,1,0,1,0,0,0,0,0,4,0,4,6,0,0,4,0,0,0,3,0,0,25,0,0,0,1,0,0
2023-10-24T18,245,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,4,0,0,0,62,0,0,1,0,0,0,1,0,0,11,20,0,0,0,0,3,0,0,0,0,0,1,0,0,14,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,15,1,0,2,0,0,0,0,2,0,0,0,3,0,3,1,3,6,0,0,7,0,0,0,1,1,0,62,0,0,0,0,0,0
2023-10-24T19,182,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,44,0,0,0,0,0,0,1,0,0,13,8,0,0,0,0,1,0,1,0,0,0,2,0,0,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,5,5,0,0,4,0,0,0,2,1,0,28,0,0,0,0,0,0
2023-10-24T20,162,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,0,0,0,5,0,0,0,28,0,0,0,0,0,0,1,0,0,16,10,1,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,5,0,0,0,0,0,0,1,0,0,32,0,0,0,3,2,0
2023-10-24T21,163,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,8,1,0,0,0,8,0,0,0,22,0,0,0,0,0,0,2,0,0,13,10,1,0,2,1,0,0,1,0,0,0,2,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,9,0,0,3,0,1,0,1,0,0,33,0,0,0,3,1,0
2023-10-24T22,146,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,7,1,0,0,0,17,0,0,0,11,0,0,1,0,0,1,0,0,0,8,9,1,0,0,1,1,0,0,0,0,0,2,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,2,7,0,0,1,0,0,1,2,0,0,29,0,0,0,0,2,0
2023-10-24T23,159,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,20,0,0,0,0,16,0,0,0,8,0,0,0,0,0,1,0,0,0,3,10,2,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,6,0,0,1,0,0,1,1,0,0,58,0,0,0,0,1,0
2023-10-25T00,116,2,0,0,1,1,0,1,0,1,0,1,0,0,0,3,0,1,0,12,1,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,5,0,0,0,0,1,0,1,0,0,46,0,0,0,0,0,0
2023-10-25T01,104,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,2,7,0,0,0,0,0,0,1,0,0,43,0,0,1,2,1,0
2023-10-25T02,104,1,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,2,7,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0
2023-10-25T03,102,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,5,1,0,0,0,15,0,0,1,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0,0
2023-10-25T04,88,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,6,0,0,1,3,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,7,0,0,2,0,0,0,2,0,0,27,0,0,0,1,0,0
2023-10-25T05,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,7,0,0,2,0,0,0,1,0,0,33,0,0,0,0,0,0
2023-10-25T06,68,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,2,7,0,0,1,0,0,0,1,0,0,26,0,0,0,0,0,0
2023-10-25T07,77,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,8,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,2,6,0,0,1,0,0,0,2,0,0,23,0,0,0,0,0,0
2023-10-25T08,81,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,4,0,0,0,19,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,8,0,0,1,0,0,0,2,0,0,19,0,0,0,0,0,0
2023-10-25T09,86,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,15,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,0,1,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,3,7,0,0,2,0,0,0,1,0,0,18,0,0,0,3,0,0
2023-10-25T10,82,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,14,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,6,0,0,2,0,0,0,1,0,0,21,0,0,0,1,0,0
2023-10-25T11,88,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,2,0,0,0,4,0,0,1,11,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,0,0,3,0,1,0,3,0,0,23,0,0,0,0,0,0
2023-10-25T12,100,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,0,0,0,9,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,2,1,1,12,0,0,5,0,1,0,2,0,0,22,0,0,0,0,0,0
2023-10-25T13,111,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,6,0,0,1,15,1,0,0,0,0,0,0,0,0,6,6,0,0,1,0,2,0,0,0,0,0,1,0,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,2,7,0,0,8,0,1,0,3,0,0,19,0,0,0,2,0,0
2023-10-25T14,129,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,21,2,0,0,0,0,0,3,0,0,10,5,0,0,0,0,3,0,0,0,0,0,2,0,1,8,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,1,7,0,0,12,0,0,0,3,0,0,25,0,0,0,0,0,0
2023-10-25T15,147,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8,1,0,0,0,2,0,0,0,18,1,0,0,0,0,0,3,0,1,12,7,0,0,0,0,2,0,1,0,0,0,1,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,3,0,0,0,1,0,1,1,3,7,0,0,13,0,0,0,7,0,0,24,0,0,0,0,0,0
2023-10-25T16,135,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,25,0,0,0,0,0,0,1,0,2,9,6,0,0,0,0,3,0,1,0,0,0,0,0,0,17,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3,6,0,0,8,0,0,0,3,0,0,22,0,0,0,0,0,0
2023-10-25T17,166,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,3,0,0,0,37,0,0,0,0,0,0,4,0,0,10,12,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,3,0,0,0,1,0,3,0,4,6,0,0,6,0,1,0,1,0,0,34,0,0,0,0,2,0
2023-10-25T18,199,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,45,0,0,0,0,0,0,5,0,0,17,18,0,0,0,0,0,3,0,0,0,0,0,0,0,11,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,3,0,2,0,2,0,5,0,7,7,0,0,3,0,0,0,2,0,0,23,0,0,0,0,0,0
2023-10-25T19,176,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,5,1,0,0,0,2,1,0,0,40,0,0,0,0,0,0,3,0,0,18,19,0,0,0,0,1,0,1,0,1,0,1,0,0,14,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,1,7,0,0,1,0,1,0,1,0,0,20,0,0,0,0,0,0
2023-10-25T20,170,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,1,0,0,33,0,0,0,0,0,0,4,0,0,16,12,0,0,0,0,1,0,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,7,0,0,2,0,0,0,1,0,1,30,0,0,0,0,0,0
2023-10-25T21,133,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,1,0,1,19,0,0,0,0,0,0,3,0,1,5,15,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,6,0,0,0,0,1,0,1,0,1,33,0,0,0,0,0,0
2023-10-25T22,109,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3,1,0,0,10,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,6,0,0,1,0,0,0,1,0,1,35,0,0,0,0,0,0
2023-10-25T23,105,2,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,0,0,1,0,0,0,0,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,1,0,0,0,1,0,0,39,0,0,0,0,0,0
2023-10-26T00,110,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,0
2023-10-26T01,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,1,5,0,0,1,0,0,0,1,0,0,51,0,0,0,0,1,0
2023-10-26T02,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,2,0,0,5,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,4,0,0,5,0,0,0,0,0,0,2,0,0,49,0,0,0,0,0,0
2023-10-26T03,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,1,0,0,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,0,0,1,0,0,0,1,0,0,58,0,0,0,1,0,0
2023-10-26T04,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,4,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,1,0,0,36,0,0,1,0,0,0
2023-10-26T05,63,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,1,0,2,0,0,17,0,0,1,0,0,0
2023-10-26T06,91,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,1,0,0,0,5,0,0,0,4,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,5,0,0,5,0,0,0,2,0,0,33,0,0,0,0,0,0
2023-10-26T07,71,2,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,5,0,0,0,0,0,0,2,0,1,3,3,0,0,1,0,1,0,0,0,0,0,2,1,0,0,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,5,0,0,3,0,0,0,2,0,0,13,0,0,0,0,0,0
2023-10-26T08,90,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,2,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,1,0,1,0,0,0,2,0,1,0,2,5,0,0,5,0,0,0,2,0,0,20,0,0,0,0,1,0
2023-10-26T09,105,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,8,1,0,0,0,0,0,2,0,0,4,4,0,0,0,0,1,0,0,0,7,0,0,0,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,0,0,1,0,0,2,0,2,0,0,0,1,0,3,0,3,5,0,0,4,0,1,0,2,0,0,15,0,0,0,2,0,0
2023-10-26T10,107,3,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,20,0,0,0,6,0,0,0,0,0,0,2,0,0,1,11,0,0,0,0,2,0,0,0,0,0,0,0,1,8,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,1,5,0,0,1,0,0,0,2,0,0,15,0,0,0,1,0,0
2023-10-26T11,136,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,8,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,8,0,1,0,7,0,0,0,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,2,6,0,0,3,0,0,0,2,0,0,46,0,0,0,0,0,0
2023-10-26T12,168,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,25,0,0,1,8,0,0,0,0,0,0,0,0,0,8,3,0,0,2,0,9,0,0,1,0,0,1,0,1,4,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,2,0,0,2,0,2,0,0,0,1,0,2,1,2,13,0,0,9,1,0,0,3,0,0,48,0,0,0,0,0,0
2023-10-26T13,154,1,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,1,0,0,7,4,0,0,1,1,12,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,1,11,0,0,11,1,0,0,4,0,0,30,0,0,0,1,0,0
2023-10-26T14,168,1,0,0,0,1,1,1,0,0,0,0,1,0,0,5,0,0,0,4,0,0,1,0,23,0,0,0,18,1,0,0,0,0,0,1,0,0,9,7,0,0,5,0,5,0,0,0,7,0,0,0,0,5,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,1,0,1,0,1,0,3,1,1,9,0,0,12,0,0,0,6,0,0,20,0,0,0,1,1,0
2023-10-26T15,179,2,1,0,0,1,2,1,0,0,0,0,2,1,0,5,0,0,0,7,1,0,0,0,14,0,0,0,17,0,0,0,0,0,0,1,0,0,17,7,0,0,2,0,10,0,0,0,5,1,2,0,0,13,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,6,0,1,16,0,1,0,8,0,0,16,0,0,0,0,0,0
2023-10-26T16,162,2,1,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,5,1,0,0,28,1,1,0,0,0,0,4,0,0,18,5,0,0,0,0,3,0,0,0,0,0,1,0,0,20,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,1,6,0,0,15,0,0,0,3,0,0,19,0,0,0,0,0,0
